SRR33750959.1103__1.1088	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750959.2648237__2.2613758	UniRef90_G2GKM9|1__7|SGB176333
SRR33750959.2649389__2.2614884	UniClust90_BLBJCNPA00414|1__6|SGB86925
SRR33750959.2649439__2.2614931	UniRef90_A0A3D5DS77|2__6|SGB130007
SRR33750959.2650499__2.2615967	UniRef90_A0A1C6Q8V1|1__10|SGB12767
SRR33750959.2650501__2.2615969	UniRef90_A0A1C6Q8V1|1__10|SGB12767
SRR33750959.2651246__2.2616706	UniClust90_LABAAPIE02546|1__8|SGB132245
SRR33750959.2650801__2.2616266	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750959.2651597__2.2617053	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750959.2652343__2.2617784	UniClust90_OPLEJCPF02255|1__8|SGB125949
SRR33750959.2654314__2.2619726	UniClust90_IBMDDACE01667|1__16|SGB128778
SRR33750959.2655895__2.2621274	UniRef90_E6D9H9|1__3|SGB16955
SRR33750959.2656402__2.2621768	UniClust90_GBHLOFGN01818|1__10|SGB122666
SRR33750959.2658100__2.2623434	UniClust90_LLIEHLNH03282|1__7|SGB130007
SRR33750959.2659215__2.2624533	UniClust90_JMFJJCJA01029|1__6|SGB130007
SRR33750959.2659009__2.2624331	UniClust90_NHHHKJJE03592|1__9|SGB125949
SRR33750959.2662576__2.2627845	UniClust90_MAMKEOOH04400|1__12|SGB73754
SRR33750959.2662862__2.2628124	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750959.2662880__2.2628142	UniClust90_OJGLOKOM02164|1__6|SGB84075
SRR33750959.2663001__2.2628258	UniRef90_A0A2V5LT11|2__6|SGB52717
SRR33750959.2663141__2.2628396	UniClust90_DPJLILCC01933|4__8|SGB89725
SRR33750959.2663448__2.2628703	UniClust90_FNPCGKEP00623|1__3|SGB84078
SRR33750959.2664788__2.2630022	UniClust90_DIBLBONP00722|1__4|SGB84078
SRR33750959.2667111__2.2632312	UniRef90_A0A2V5TNJ3|1__5|SGB52719
SRR33750959.2668435__2.2633622	UniClust90_HNBLJKFC02170|1__8|SGB128778
SRR33750959.2669123__2.2634299	UniClust90_JJIPPMBI01159|1__11|SGB133090
SRR33750959.2670910__2.2636053	UniClust90_EKCLMAKM02393|1__10|SGB89408
SRR33750959.2672040__2.2637164	UniClust90_OACNIIEA00418|1__7|SGB87346
SRR33750959.2672763__2.2637878	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750959.2674658__2.2639736	UniClust90_PIHLJOEE00229|1__9|SGB84075
SRR33750959.2676154__2.2641205	UniClust90_NHAODOGE00488|1__10|SGB131282
SRR33750959.2676552__2.2641598	UniClust90_DCJCBMEC03048|1__6|SGB122526
SRR33750959.2676432__2.2641478	UniClust90_EFEMIJHI01076|1__8|SGB89423
SRR33750959.2676728__2.2641768	UniClust90_HMPPKHGP00911|9__13|SGB133091
SRR33750959.2676954__2.2641993	UniClust90_CFHHLMOK01632|1__14|SGB128201
SRR33750959.2677184__2.2642219	UniRef90_A0A2V6DDB4|1__21|SGB22169
SRR33750959.2678201__2.2643213	UniClust90_NOMIGGEC04447|1__10|SGB125949
SRR33750959.2679243__2.2644239	UniClust90_JJDEJDCI01861|2__8|SGB89423
SRR33750959.2680040__2.2645024	UniClust90_EIFCNCND01461|1__19|SGB174735
SRR33750959.2680289__2.2645267	UniRef90_A0A2V5NMG1|1__5|SGB52714
SRR33750959.2680454__2.2645429	UniClust90_HMPPKHGP01444|1__8|SGB133091
SRR33750959.2680712__2.2645684	UniClust90_OPFCPGGL01751|2__5|SGB89423
SRR33750959.2681347__2.2646310	UniClust90_JMFJJCJA01029|1__6|SGB130007
SRR33750959.2680889__2.2645858	UniClust90_OFJJKHAK03052|1__4|SGB84078
SRR33750959.2682123__2.2647076	UniClust90_OFJJKHAK03052|1__4|SGB84078
SRR33750959.2682196__2.2647147	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750959.2682547__2.2647492	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750959.2682684__2.2647629	UniRef90_A0A1Q8BB53|1__8|SGB17587
SRR33750959.2683085__2.2648022	UniClust90_IOFPBIHC00612|1__5|SGB130007
SRR33750959.2685233__2.2650141	UniClust90_DJBDGBNB01635|1__6|SGB89725
SRR33750959.2685918__2.2650824	UniClust90_HOPPLHLN01590|1__10|SGB128471
SRR33750959.2686901__2.2651795	UniRef90_A0A2V5R805|1__7|SGB52719
SRR33750959.2687488__2.2652378	UniClust90_MKNNHAML00718|1__6|SGB56638
SRR33750959.2687259__2.2652150	UniClust90_OPLEJCPF04282|1__12|SGB125949
SRR33750959.2689060__2.2653934	UniClust90_OCJAPFEA02165|1__9|SGB125949
SRR33750959.2689255__2.2654127	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750959.2689362__2.2654232	UniClust90_HGJNCPHJ04706|1__10|SGB125949
SRR33750959.2690477__2.2655329	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750959.2690651__2.2655501	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750959.2690354__2.2655208	UniClust90_NOMIGGEC01377|1__10|SGB125949
SRR33750959.2690688__2.2655538	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750959.2692550__2.2657370	UniClust90_NFEHNLLP04397|1__22|SGB184291
SRR33750959.2694059__2.2658864	UniClust90_MOPOFHCP03312|1__8|SGB89408
SRR33750959.2694587__2.2659389	UniClust90_HGJNCPHJ03485|1__9|SGB125949
SRR33750959.2697165__2.2661930	UniClust90_PLNJEBMN00915|1__5|SGB133091
SRR33750959.2697419__2.2662179	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750959.2697437__2.2662197	UniClust90_EHKFGODG01628|1__9|SGB134112
SRR33750959.2697576__2.2662333	UniClust90_IDPAEINK02474|3__6|SGB89725
SRR33750959.2699544__2.2664275	UniClust90_EMAEKJAG01299|1__12|SGB128987
SRR33750959.2700732__2.2665451	UniClust90_KIMNEABG02503|1__6|SGB131913
SRR33750959.2700947__2.2665663	UniClust90_KIMNEABG02503|1__6|SGB131913
SRR33750959.2701901__2.2666604	UniClust90_EDBNNBOB01268|1__4|SGB56640
SRR33750959.2702357__2.2667053	UniClust90_BOKHIPMC03538|1__5|SGB130007
SRR33750959.2702724__2.2667415	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750959.2704494__2.2669162	UniClust90_KIHGAKFE00925|1__9|SGB128778
SRR33750959.2705333__2.2669990	UniClust90_HJJKGIDI02818|1__7|SGB130045
SRR33750959.2705853__2.2670507	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.2705951__2.2670603	UniClust90_ENBABIAF01763|1__10|SGB128778
SRR33750959.2706613__2.2671252	UniClust90_ICLCAGBO02518|1__9|SGB131913
SRR33750959.2706952__2.2671589	UniClust90_LJCMOJHP06338|1__10|SGB133248
SRR33750959.2707527__2.2672153	UniClust90_OJGLOKOM03743|1__6|SGB84075
SRR33750959.2707069__2.2671701	UniClust90_OEKPEMHO00045|5__15|SGB129874
SRR33750959.2707840__2.2672459	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750959.2708287__2.2672899	UniClust90_EHFFKAJJ01204|1__7|SGB74780
SRR33750959.2708865__2.2673469	UniClust90_CMHDMJOM00741|1__6|SGB56640
SRR33750959.2708992__2.2673595	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.2709049__2.2673652	UniClust90_DCJCBMEC03224|1__5|SGB122526
SRR33750959.2709869__2.2674463	UniClust90_BOKHIPMC04801|1__7|SGB130007
SRR33750959.2710502__2.2675089	UniClust90_CBDKFAGD05775|1__10|SGB73712
SRR33750959.2710746__2.2675333	UniClust90_CBDKFAGD05077|1__12|SGB73712
SRR33750959.2711368__2.2675946	UniRef90_A0A1F2XUH9|1__4|SGB89423
SRR33750959.2711397__2.2675975	UniClust90_KIHGAKFE00595|1__8|SGB128778
SRR33750959.2711687__2.2676263	UniClust90_KIHGAKFE00962|1__8|SGB128778
SRR33750959.2711990__2.2676560	UniClust90_CBDKFAGD05775|1__10|SGB73712
SRR33750959.2715103__2.2679628	UniClust90_OCJAPFEA02293|1__12|SGB125949
SRR33750959.2715581__2.2680102	UniClust90_OALLKAFI01259|1__7|SGB84078
SRR33750959.2716851__2.2681367	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.2716914__2.2681430	UniClust90_BOKHIPMC02050|1__5|SGB130007
SRR33750959.2717265__2.2681777	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.2716942__2.2681458	UniClust90_NNEBFNGM01273|5__9|SGB87014
SRR33750959.2716943__2.2681459	UniClust90_NNEBFNGM01273|5__9|SGB87014
SRR33750959.2719195__2.2683681	UniRef90_A0A2V8JKK7|1__7|SGB17587
SRR33750959.2720457__2.2684929	UniClust90_OJGLOKOM00925|1__10|SGB84075
SRR33750959.2722509__2.2686957	UniClust90_JMFJJCJA00751|1__6|SGB130007
SRR33750959.2722662__2.2687106	UniClust90_OALLKAFI00543|1__7|SGB84078
SRR33750959.2725572__2.2689974	UniRef90_A0A2V6W968|1__7|SGB24062
SRR33750959.2725667__2.2690068	UniClust90_FNPCGKEP00588|1__8|SGB84078
SRR33750959.2726797__2.2691179	UniClust90_PKMOJOJK01016|1__6|SGB84078
SRR33750959.2728470__2.2692833	UniClust90_PIJGIFJB00161|1__8|SGB89423
SRR33750959.2728847__2.2693206	UniClust90_EDBNNBOB00316|1__5|SGB56640
SRR33750959.2729206__2.2693563	UniClust90_DPLIHBNC01541|2__5|SGB89725
SRR33750959.2729461__2.2693813	UniRef90_A0A1Q7BYN6|1__6|SGB73517
SRR33750959.2729619__2.2693971	UniClust90_PKCJLHDA01196|1__12|SGB89408
SRR33750959.2730006__2.2694355	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750959.2730626__2.2694962	UniClust90_MEABCEIN00532|1__6|SGB84078
SRR33750959.2730939__2.2695272	UniClust90_OALLKAFI03596|1__7|SGB84078
SRR33750959.2731660__2.2695985	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750959.2731942__2.2696263	UniClust90_OALLKAFI03596|1__7|SGB84078
SRR33750959.2733813__2.2698117	UniClust90_HGJNCPHJ04981|1__8|SGB125949
SRR33750959.2734111__2.2698412	UniClust90_HDGMGAGN01411|1__4|SGB74789
SRR33750959.2736932__2.2701200	UniClust90_JKKHKAPH04135|1__8|SGB89408
SRR33750959.2737655__2.2701914	UniClust90_NOMIGGEC01489|1__8|SGB125949
SRR33750959.2737736__2.2701993	UniClust90_HJKNIEHA04162|1__7|SGB89408
SRR33750959.2737884__2.2702140	UniClust90_ADGGMJFC00699|1__3|SGB74789
SRR33750959.2738044__2.2702298	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750959.2739027__2.2703275	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750959.2739313__2.2703558	UniClust90_KMEALJDO02053|1__8|SGB84078
SRR33750959.2739971__2.2704210	UniRef90_A0A357CLP1|3__7|SGB133091
SRR33750959.2740244__2.2704482	UniClust90_IIEDOAEF00281|1__16|SGB128218
SRR33750959.2741258__2.2705483	UniClust90_IDPAEINK00639|1__5|SGB89725
SRR33750959.2742336__2.2706541	UniClust90_BOKHIPMC05241|1__6|SGB130007
SRR33750959.2742235__2.2706442	UniClust90_GBLMBOPO01512|1__4|SGB133090
SRR33750959.2742062__2.2706273	UniClust90_NOMIGGEC04507|1__10|SGB125949
SRR33750959.2742911__2.2707109	UniClust90_JJIPPMBI01159|1__11|SGB133090
SRR33750959.2746733__2.2710892	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750959.2747037__2.2711195	UniClust90_EHIAFBHG00455|1__9|SGB128778
SRR33750959.2748172__2.2712319	UniClust90_MEABCEIN00377|1__4|SGB84078
SRR33750959.2748325__2.2712470	UniRef90_A0A0R3M8M5|1__8|SGB11343
SRR33750959.2748391__2.2712536	UniClust90_KKDIGBNC01120|1__5|SGB74789
SRR33750959.2749180__2.2713316	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750959.2749197__2.2713333	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750959.2749452__2.2713585	UniClust90_IOFPBIHC03389|1__5|SGB130007
SRR33750959.2749715__2.2713843	UniClust90_IOFPBIHC02053|1__7|SGB130007
SRR33750959.2749744__2.2713872	UniClust90_ICLCAGBO00366|1__6|SGB131913
SRR33750959.2751989__2.2716092	UniClust90_OPLEJCPF04122|1__10|SGB125949
SRR33750959.2752072__2.2716175	UniClust90_OPLEJCPF04122|1__10|SGB125949
SRR33750959.2753757__2.2717845	UniClust90_DCOEIGHC00639|1__6|SGB89423
SRR33750959.2753413__2.2717504	UniClust90_GMKONCKM00188|1__7|SGB89423
SRR33750959.2754899__2.2718974	UniClust90_GJEIHIOJ01035|1__4|SGB122526
SRR33750959.2756396__2.2720447	UniClust90_JGPCLJJC00231|1__5|SGB128865
SRR33750959.2757126__2.2721169	UniClust90_NHHHKJJE00017|1__10|SGB125949
SRR33750959.2757345__2.2721385	UniClust90_JFOPKFBK02734|1__7|SGB122683
SRR33750959.2758504__2.2722519	UniClust90_IOFPBIHC00612|1__5|SGB130007
SRR33750959.2758238__2.2722263	UniClust90_IDPAEINK00796|1__6|SGB89725
SRR33750959.2759509__2.2723517	UniClust90_OPLEJCPF01626|1__13|SGB125949
SRR33750959.2760130__2.2724127	UniClust90_DAODNPOA00873|1__3|SGB89725
SRR33750959.2760753__2.2724742	UniClust90_GMGIGFBN01545|1__18|SGB128987
SRR33750959.2761420__2.2725403	UniRef90_A0A2V8KT94|1__7|SGB17587
SRR33750959.2762003__2.2725982	UniClust90_ECOHMLGB01307|5__10|SGB56640
SRR33750959.2761822__2.2725802	UniClust90_GBLMBOPO00783|1__4|SGB133090
SRR33750959.2761826__2.2725806	UniClust90_DPLIHBNC01178|1__7|SGB89725
SRR33750959.2762873__2.2726846	UniRef90_A0A2V5RD21|1__5|SGB52719
SRR33750959.2763198__2.2727169	UniClust90_HGJNCPHJ00714|1__10|SGB125949
SRR33750959.2765449__2.2729403	UniClust90_GBLMBOPO00783|1__4|SGB133090
SRR33750959.2766017__2.2729961	UniClust90_OOJDGJFL01198|5__10|SGB74789
SRR33750959.2767853__2.2731782	UniClust90_BNNPPPCD00956|1__12|SGB94640
SRR33750959.2769859__2.2733775	UniClust90_CFIKCEGJ02195|1__13|SGB131808
SRR33750959.2772355__2.2736245	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750959.2772887__2.2736769	UniClust90_EJAHAFID00869|1__8|SGB130007
SRR33750959.2773502__2.2737375	UniRef90_A0A2V5JJY3|3__10|SGB52730
SRR33750959.2773655__2.2737526	UniClust90_OCJAPFEA04975|1__10|SGB125949
SRR33750959.2774128__2.2737992	UniClust90_IOFPBIHC01165|1__8|SGB130007
SRR33750959.2774731__2.2738591	UniRef90_A0A2V5KWI1|1__10|SGB52720
SRR33750959.2774742__2.2738602	UniClust90_KIHGAKFE01855|1__23|SGB128778
SRR33750959.2776378__2.2740219	UniClust90_IBNNDEFK02530|1__8|SGB89408
SRR33750959.2776472__2.2740312	UniClust90_JMFJJCJA05080|1__5|SGB130007
SRR33750959.2776435__2.2740275	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750959.2776445__2.2740285	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750959.2778319__2.2742144	UniClust90_JINICEGA01527|1__8|SGB89423
SRR33750959.2778695__2.2742517	UniClust90_NMMEDCHE01006|1__5|SGB89423
SRR33750959.2779269__2.2743085	UniClust90_FECOCFCC03729|1__13|SGB128987
SRR33750959.2780388__2.2744189	UniClust90_NNKHGDIG03254|1__7|SGB55667
SRR33750959.2780680__2.2744476	UniClust90_FNPCGKEP02384|1__7|SGB84078
SRR33750959.2782468__2.2746248	UniRef90_A0A3E0H6S7|1__28|SGB23727
SRR33750959.2784787__2.2748541	UniRef90_A0A1Q7BU20|3__8|SGB56640
SRR33750959.2784396__2.2748155	UniClust90_HOPPLHLN00754|1__10|SGB128471
SRR33750959.2784959__2.2748710	UniClust90_BKEMCFBC02123|1__7|SGB131913
SRR33750959.2785145__2.2748892	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750959.2788527__2.2752245	UniClust90_EDNFDLAG00014|1__6|SGB84078
SRR33750959.2789132__2.2752842	UniClust90_DCJCBMEC02456|1__5|SGB122526
SRR33750959.2789302__2.2753012	UniClust90_PEODAMJP00711|1__14|SGB128471
SRR33750959.2790883__2.2754576	UniClust90_JKKHKAPH00965|7__20|SGB89408
SRR33750959.2791068__2.2754760	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750959.2791132__2.2754824	UniClust90_IMMCPGKG01944|1__15|SGB128778
SRR33750959.2791152__2.2754844	UniClust90_BDGBANDJ01296|1__8|SGB127159
SRR33750959.2792084__2.2755771	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750959.2792238__2.2755923	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750959.2792565__2.2756246	UniClust90_OJGLOKOM03741|1__7|SGB84075
SRR33750959.2792946__2.2756621	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750959.2793410__2.2757084	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750959.2793886__2.2757548	UniRef90_A0A2V6HW40|1__9|SGB84331
SRR33750959.2794461__2.2758119	UniClust90_GANILFCG01315|1__8|SGB74789
SRR33750959.2794522__2.2758179	UniClust90_KDDPKKIL00325|1__8|SGB128471
SRR33750959.2795471__2.2759120	UniClust90_ACDABMLJ01009|1__8|SGB133090
SRR33750959.2796512__2.2760154	UniClust90_NFEHNLLP04397|1__22|SGB184291
SRR33750959.2797406__2.2761036	UniClust90_DJBDGBNB03404|1__8|SGB89725
SRR33750959.2797871__2.2761495	UniClust90_BGMDAEJF01557|1__4|SGB122526
SRR33750959.2798121__2.2761743	UniClust90_OCJAPFEA05580|1__8|SGB125949
SRR33750959.2799840__2.2763442	UniClust90_AECFDIJM00621|1__6|SGB56104
SRR33750959.2799733__2.2763337	UniClust90_JKKHKAPH04136|1__7|SGB89408
SRR33750959.2800293__2.2763890	UniClust90_ALPEOPJM00468|1__6|SGB84331
SRR33750959.2801470__2.2765055	UniRef90_A0A2A8SG76|4__8|SGB7708
SRR33750959.2803189__2.2766754	UniClust90_GCEPBNKN01992|5__10|SGB122683
SRR33750959.2803485__2.2767045	UniClust90_DIBLBONP01346|1__6|SGB84078
SRR33750959.2804231__2.2767782	UniClust90_CHLBPEBB02874|1__5|SGB89725
SRR33750959.2804677__2.2768226	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750959.2804843__2.2768390	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750959.2804906__2.2768452	UniClust90_OCJAPFEA02361|1__9|SGB125949
SRR33750959.2806688__2.2770211	UniClust90_PIHLJOEE04246|1__6|SGB84075
SRR33750959.2806970__2.2770491	UniClust90_HOPPLHLN01078|1__11|SGB128471
SRR33750959.2809334__2.2772831	UniClust90_CGBPAKJE05086|1__16|SGB57145
SRR33750959.2809824__2.2773316	UniClust90_EBKBLHBP00790|1__3|SGB133090
SRR33750959.2810043__2.2773533	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750959.2810906__2.2774387	UniClust90_NHHHKJJE00017|1__10|SGB125949
SRR33750959.2811645__2.2775119	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750959.2813167__2.2776620	UniRef90_A0A2V5J912|1__5|SGB52720
SRR33750959.2813803__2.2777253	UniClust90_BPMJODAH00164|3__14|SGB52730
SRR33750959.2814509__2.2777952	UniClust90_HMPPKHGP00911|9__13|SGB133091
SRR33750959.2816710__2.2780131	UniClust90_IIEDOAEF01616|1__10|SGB128218
SRR33750959.2818135__2.2781551	UniClust90_IGKPANEM03241|1__22|SGB128987
SRR33750959.2820339__2.2783733	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750959.2820812__2.2784202	UniClust90_OAHKOOFD02431|1__5|SGB122526
SRR33750959.2821081__2.2784468	UniClust90_MDGCCGDH03758|1__9|SGB56640
SRR33750959.2821923__2.2785299	UniRef90_UPI00106F99A9|1__18|SGB34148
SRR33750959.2822698__2.2786067	UniClust90_JFHABDFE00989|4__9|SGB84076
SRR33750959.2823530__2.2786889	UniClust90_PIHLJOEE01375|1__10|SGB84075
SRR33750959.2824789__2.2788134	UniClust90_DPLIHBNC01350|1__9|SGB89725
SRR33750959.2825463__2.2788802	UniClust90_NOMIGGEC02016|1__9|SGB125949
SRR33750959.2825636__2.2788973	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.2825610__2.2788947	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.2825968__2.2789300	UniRef90_UPI0010092683|1__12|SGB31976
SRR33750959.2826137__2.2789467	UniClust90_EJFOFLBH01963|4__8|SGB133091
SRR33750959.2826217__2.2789546	UniClust90_MEABCEIN00532|1__6|SGB84078
SRR33750959.2827972__2.2791280	UniClust90_DIBLBONP01237|1__4|SGB84078
SRR33750959.2828567__2.2791869	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750959.2828569__2.2791871	UniRef90_A0A1Q7BHH1|1__10|SGB56640
SRR33750959.2829448__2.2792739	UniClust90_IIEDOAEF02182|1__12|SGB128218
SRR33750959.2830073__2.2793357	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750959.2830178__2.2793459	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750959.2830683__2.2793961	UniClust90_EDNFDLAG02265|1__12|SGB84078
SRR33750959.2830697__2.2793975	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750959.2831138__2.2794405	UniRef90_A0A1B9YVJ4|1__9|SGB184501
SRR33750959.2831338__2.2794603	UniClust90_LLIEHLNH02655|1__7|SGB130007
SRR33750959.2831270__2.2794536	UniClust90_IKLNFLHO00439|1__10|SGB73886
SRR33750959.2831743__2.2795004	UniRef90_A0A2V6LHR7|1__4|SGB52714
SRR33750959.2833490__2.2796729	UniRef90_A0A2V8KP69|1__6|SGB17587
SRR33750959.2834569__2.2797798	UniClust90_NOMIGGEC03429|1__10|SGB125949
SRR33750959.2835044__2.2798267	UniClust90_BGMDAEJF01332|2__7|SGB122526
SRR33750959.2835339__2.2798562	UniClust90_ANDLCEDJ01492|11__18|SGB133091
SRR33750959.2835743__2.2798963	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750959.2835856__2.2799076	UniClust90_IOFPBIHC01413|1__6|SGB130007
SRR33750959.2835802__2.2799022	UniClust90_HNBLJKFC00678|1__15|SGB128778
SRR33750959.2835964__2.2799179	UniClust90_NHHHKJJE03393|1__9|SGB125949
SRR33750959.2835735__2.2798955	UniClust90_BGMDAEJF00866|1__5|SGB122526
SRR33750959.2836283__2.2799493	UniRef90_A0A1Q7BBN8|1__6|SGB56640
SRR33750959.2836439__2.2799647	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750959.2836589__2.2799794	UniClust90_GBLMBOPO00783|1__4|SGB133090
SRR33750959.2837064__2.2800264	UniClust90_LJMOGHMP01146|1__9|SGB128778
SRR33750959.2838190__2.2801381	UniClust90_MEABCEIN00532|1__6|SGB84078
SRR33750959.2838244__2.2801435	UniClust90_DJBDGBNB02804|1__3|SGB89725
SRR33750959.2839345__2.2802528	UniRef90_A0A1Q7BFV0|1__5|SGB56640
SRR33750959.2842575__2.2805728	UniClust90_IDPAEINK00795|1__6|SGB89725
SRR33750959.2843326__2.2806472	UniClust90_AOMEFECO00986|1__9|SGB133090
SRR33750959.2843690__2.2806833	UniClust90_IOFPBIHC03204|1__6|SGB130007
SRR33750959.2844620__2.2807757	UniRef90_A0A1C4X466|1__6|SGB16489
SRR33750959.2845233__2.2808364	UniClust90_IDPAEINK02253|1__4|SGB89725
SRR33750959.2849479__2.2812575	UniClust90_PKNCJFOJ02657|16__22|SGB56640
SRR33750959.2849422__2.2812519	UniRef90_A0A1X0K0X3|1__20|SGB207621
SRR33750959.2849447__2.2812544	UniRef90_A0A2C2TI15|1__4|SGB7684
SRR33750959.2852695__2.2815760	UniClust90_OCJAPFEA01889|1__12|SGB125949
SRR33750959.2853526__2.2816582	UniClust90_LHBKLJGB01452|1__10|SGB133248
SRR33750959.2853556__2.2816611	UniClust90_GFHGLNMO01409|5__18|SGB133091
SRR33750959.2853866__2.2816920	UniClust90_ANDLCEDJ01036|1__4|SGB133091
SRR33750959.2855383__2.2818423	UniRef90_A0A1I1WCD7|1__14|SGB8289
SRR33750959.2855470__2.2818510	UniClust90_ACDABMLJ00709|2__5|SGB133090
SRR33750959.2857353__2.2820377	UniClust90_EDNFDLAG00534|1__5|SGB84078
SRR33750959.2857857__2.2820876	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750959.2859000__2.2822005	UniRef90_A0A1Q7BJI7|1__5|SGB56640
SRR33750959.2858952__2.2821959	UniClust90_JJIPPMBI00649|1__6|SGB133090
SRR33750959.2858977__2.2821984	UniClust90_JJIPPMBI00649|1__6|SGB133090
SRR33750959.2859726__2.2822722	UniClust90_FGHPNAPC00244|1__4|SGB89423
SRR33750959.2861162__2.2824147	UniClust90_FNPCGKEP00624|1__10|SGB84078
SRR33750959.2864330__2.2827280	UniClust90_DCJCBMEC03036|3__7|SGB122526
SRR33750959.2866175__2.2829110	UniClust90_MPMDCIEI01990|1__7|SGB86925
SRR33750959.2866545__2.2829475	UniClust90_IPILMJNJ03912|1__16|SGB131083
SRR33750959.2867198__2.2830125	UniClust90_KMEALJDO01893|2__6|SGB84078
SRR33750959.2867907__2.2830827	UniClust90_MFOHBBJG00049|1__6|SGB89423
SRR33750959.2868817__2.2831736	UniRef90_A0A1Q7B686|1__7|SGB73517
SRR33750959.2868949__2.2831867	UniClust90_NHAODOGE02542|1__6|SGB131282
SRR33750959.2869263__2.2832179	UniClust90_FCPHDNIE00678|1__8|SGB74780
SRR33750959.2869885__2.2832796	UniClust90_HJKNIEHA00328|1__16|SGB89408
SRR33750959.2870333__2.2833241	UniClust90_LLIEHLNH02323|1__5|SGB130007
SRR33750959.2870711__2.2833615	UniClust90_EFEMIJHI02377|1__3|SGB89423
SRR33750959.2871246__2.2834146	UniClust90_OAHKOOFD02689|4__9|SGB122526
SRR33750959.2872808__2.2835701	UniClust90_IDPAEINK02471|1__5|SGB89725
SRR33750959.2872780__2.2835673	UniRef90_A0A1Q7N7D9|1__10|SGB56062
SRR33750959.2873638__2.2836521	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750959.2874220__2.2837099	UniClust90_ECJGCIND01436|1__9|SGB89409
SRR33750959.2875193__2.2838055	UniClust90_MMNEGHNP01839|1__12|SGB128178
SRR33750959.2876614__2.2839459	UniClust90_OKAHMNHB00696|4__8|SGB74789
SRR33750959.2877298__2.2840140	UniClust90_HJKNIEHA00314|3__11|SGB89408
SRR33750959.2879103__2.2841919	UniClust90_KKDIGBNC01120|1__5|SGB74789
SRR33750959.2879131__2.2841947	UniClust90_EHIAFBHG01758|1__12|SGB128778
SRR33750959.2879572__2.2842384	UniClust90_GANILFCG01315|1__8|SGB74789
SRR33750959.2880404__2.2843209	UniClust90_PEODAMJP01267|1__13|SGB128471
SRR33750959.2880081__2.2842887	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750959.2880841__2.2843636	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.2881534__2.2844321	UniClust90_HGJNCPHJ03907|1__8|SGB125949
SRR33750959.2882609__2.2845387	UniClust90_DPLIHBNC00975|1__15|SGB89725
