SRR33750937.876__1.866	UniRef90_A0A1Q7B3L9|1__5|SGB56640
SRR33750937.3480565__2.3439733	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750937.3480647__2.3439815	UniClust90_GEHFPKBH04297|1__9|SGB84075
SRR33750937.3480756__2.3439921	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750937.3480331__2.3439504	UniClust90_NOGJJOAE01177|1__8|SGB128677
SRR33750937.3481274__2.3440437	UniClust90_KPGCMLFP03264|1__7|SGB89408
SRR33750937.3481887__2.3441046	UniRef90_A0A2V8HDR1|1__4|SGB17587
SRR33750937.3482550__2.3441700	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750937.3485883__2.3445002	UniClust90_MEABCEIN00530|1__7|SGB84078
SRR33750937.3486762__2.3445872	UniClust90_ALPEOPJM00385|1__5|SGB84331
SRR33750937.3486819__2.3445929	UniClust90_GMEAMNGB03477|1__5|SGB134112
SRR33750937.3487810__2.3446905	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750937.3487947__2.3447042	UniClust90_ANKLIGBF00061|4__9|SGB133334
SRR33750937.3489280__2.3448352	UniRef90_UPI000401A649|1__8|SGB31987
SRR33750937.3492248__2.3451287	UniClust90_PIHLJOEE00258|1__13|SGB84075
SRR33750937.3492813__2.3451847	UniClust90_GFEHHOJN00754|1__14|SGB132218
SRR33750937.3494181__2.3453205	UniClust90_MHJDNOKO00550|1__10|SGB128178
SRR33750937.3495067__2.3454083	UniClust90_DEHNPGMG01644|1__4|SGB89423
SRR33750937.3496214__2.3455219	UniClust90_CENPGEFH01006|1__11|SGB131987
SRR33750937.3498992__2.3457962	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750937.3499481__2.3458450	UniClust90_LACEKAON02220|1__10|SGB129874
SRR33750937.3501437__2.3460388	UniClust90_MFOHBBJG00049|1__6|SGB89423
SRR33750937.3502995__2.3461925	UniClust90_PPJAIDOO03506|1__6|SGB84075
SRR33750937.3503560__2.3462488	UniClust90_BDGBANDJ00193|1__8|SGB127159
SRR33750937.3503561__2.3462489	UniClust90_BDGBANDJ00193|1__8|SGB127159
SRR33750937.3503951__2.3462879	UniClust90_OELLCOID02153|1__10|SGB128218
SRR33750937.3504072__2.3462998	UniClust90_GIMAHFHH00543|3__9|SGB89408
SRR33750937.3504162__2.3463088	UniRef90_A0A2V5TPG6|1__16|SGB52719
SRR33750937.3507167__2.3466067	UniClust90_DEHNPGMG00716|1__6|SGB89423
SRR33750937.3507602__2.3466494	UniRef90_A0A2V8H1W6|1__20|SGB17587
SRR33750937.3507829__2.3466721	UniClust90_ENBABIAF00927|1__8|SGB128778
SRR33750937.3508657__2.3467541	UniClust90_MELOLLPK00766|1__6|SGB133334
SRR33750937.3509727__2.3468604	UniClust90_EFEMIJHI01076|1__8|SGB89423
SRR33750937.3510238__2.3469109	UniRef90_UPI000381F291|1__11|SGB30171
SRR33750937.3511706__2.3470565	UniClust90_BGDHDLNA03257|1__5|SGB84075
SRR33750937.3512911__2.3471760	UniClust90_AOMEFECO00986|1__9|SGB133090
SRR33750937.3512727__2.3471578	UniClust90_LLIEHLNH02640|1__5|SGB130007
SRR33750937.3513300__2.3472148	UniClust90_KMEALJDO01266|1__4|SGB84078
SRR33750937.3513929__2.3472775	UniClust90_DAPCNGMP02202|1__5|SGB133334
SRR33750937.3514736__2.3473574	UniRef90_A0A2V8GY36|10__18|SGB17587
SRR33750937.3515996__2.3474823	UniClust90_ODIECPCH03517|5__17|SGB89410
SRR33750937.3516427__2.3475251	UniClust90_GFFODJNA02080|1__6|SGB82162
SRR33750937.3516602__2.3475425	UniClust90_BOKHIPMC05206|1__5|SGB130007
SRR33750937.3517012__2.3475832	UniClust90_EKCLMAKM04922|10__23|SGB89408
SRR33750937.3518598__2.3477402	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750937.3519293__2.3478092	UniRef90_A0A1Q7B6A7|1__11|SGB56638
SRR33750937.3519202__2.3478002	UniClust90_GBLMBOPO00279|16__19|SGB133090
SRR33750937.3520118__2.3478911	UniRef90_A0A2A8SIB5|2__6|SGB7708
SRR33750937.3519780__2.3478576	UniClust90_DIBLBONP01737|1__8|SGB84078
SRR33750937.3521095__2.3479880	UniClust90_IMMCPGKG02021|1__7|SGB128778
SRR33750937.3521368__2.3480151	UniClust90_DIAGDOFC00191|1__11|SGB127197
SRR33750937.3521452__2.3480235	UniClust90_JOBGHFKE02985|1__14|SGB128677
SRR33750937.3523163__2.3481928	UniClust90_CHLBPEBB01238|1__4|SGB89725
SRR33750937.3523396__2.3482160	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750937.3523209__2.3481974	UniClust90_CHLBPEBB01238|1__4|SGB89725
SRR33750937.3523990__2.3482747	UniClust90_PIENKCND02897|1__3|SGB56638
SRR33750937.3524634__2.3483382	UniClust90_BIEFPEBK03789|1__6|SGB56638
SRR33750937.3525448__2.3484193	UniRef90_A0A2V5RP98|1__5|SGB52719
SRR33750937.3525484__2.3484229	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750937.3525677__2.3484422	UniClust90_DPLIHBNC01543|1__15|SGB89725
SRR33750937.3526934__2.3485674	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750937.3528151__2.3486878	UniClust90_IOFPBIHC00948|1__8|SGB130007
SRR33750937.3528881__2.3487603	UniClust90_FNPCGKEP05217|4__9|SGB84078
SRR33750937.3530911__2.3489610	UniClust90_KMEALJDO02053|1__8|SGB84078
SRR33750937.3531433__2.3490128	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750937.3532089__2.3490778	UniRef90_A0A1Q7BGK8|1__6|SGB73517
SRR33750937.3535683__2.3494344	UniRef90_A0A2V7PFP1|1__9|SGB24043
SRR33750937.3538845__2.3497466	UniClust90_BHLGKCAN05823|1__4|SGB56640
SRR33750937.3538901__2.3497522	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750937.3540568__2.3499171	UniClust90_NJGLCGCL00709|1__5|SGB122683
SRR33750937.3540038__2.3498644	UniClust90_JBOFJENC02806|1__7|SGB56104
SRR33750937.3541608__2.3500204	UniClust90_EOFGAKMC01830|1__7|SGB84075
SRR33750937.3542689__2.3501276	UniClust90_BGDHDLNA05938|1__15|SGB84075
SRR33750937.3542893__2.3501479	UniClust90_MELMFMAP02545|1__16|SGB172931
SRR33750937.3542895__2.3501481	UniRef90_A0A2V8IE59|1__16|SGB22097
SRR33750937.3543074__2.3501658	UniClust90_OPLEJCPF05100|1__9|SGB125949
SRR33750937.3544199__2.3502772	UniRef90_A0A2V8JR76|1__5|SGB17587
SRR33750937.3544151__2.3502724	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750937.3544528__2.3503099	UniClust90_EJAHAFID04658|1__9|SGB130007
SRR33750937.3545999__2.3504559	UniClust90_JJIPPMBI00978|1__9|SGB133090
SRR33750937.3546591__2.3505140	UniRef90_A0A2A7G1W9|1__4|SGB30171
SRR33750937.3546925__2.3505469	UniClust90_DIBLBONP00786|2__6|SGB84078
SRR33750937.3547049__2.3505592	UniClust90_AOMEFECO01297|3__10|SGB133090
SRR33750937.3547815__2.3506351	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750937.3547957__2.3506492	UniClust90_MKHCHFDP01607|1__6|SGB133332
SRR33750937.3549035__2.3507562	UniClust90_GCEPBNKN00031|1__5|SGB122683
SRR33750937.3550175__2.3508696	UniClust90_GIMAHFHH01502|1__15|SGB89408
SRR33750937.3549978__2.3508500	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750937.3551857__2.3510365	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750937.3553262__2.3511756	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750937.3553650__2.3512140	UniClust90_BGDHDLNA04884|1__8|SGB84075
SRR33750937.3553897__2.3512385	UniClust90_MGMAIHDG01012|1__6|SGB128178
SRR33750937.3554138__2.3512624	UniClust90_HLGHMMDO07589|1__11|SGB176303
SRR33750937.3554880__2.3513360	UniClust90_NHHHKJJE01013|1__8|SGB125949
SRR33750937.3554853__2.3513333	UniClust90_GIMAHFHH05060|1__10|SGB89408
SRR33750937.3556269__2.3514739	UniClust90_DAODNPOA00870|1__5|SGB89725
SRR33750937.3556604__2.3515074	UniClust90_AHBBACPJ02014|1__9|SGB122683
SRR33750937.3556970__2.3515437	UniClust90_BKEMCFBC01982|1__5|SGB131913
SRR33750937.3557731__2.3516188	UniRef90_A0A2V6QVE5|1__5|SGB24058
SRR33750937.3558053__2.3516507	UniRef90_A0A3M2KZH9|1__14|SGB33959
SRR33750937.3558314__2.3516766	UniClust90_OCJAPFEA04909|1__14|SGB125949
SRR33750937.3558564__2.3517012	UniRef90_A0A2V8L3L1|2__9|SGB17587
SRR33750937.3559233__2.3517675	UniClust90_GEOIGCOH01607|1__5|SGB133334
SRR33750937.3559421__2.3517861	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750937.3559595__2.3518035	UniClust90_DJBDGBNB03147|1__4|SGB89725
SRR33750937.3561402__2.3519832	UniClust90_IIEDOAEF02571|1__21|SGB128218
SRR33750937.3561566__2.3519993	UniClust90_PPJAIDOO03052|1__7|SGB84075
SRR33750937.3561988__2.3520410	UniClust90_CHMIEHDJ03241|5__12|SGB56640
SRR33750937.3562563__2.3520981	UniClust90_OELLCOID00136|1__16|SGB128218
SRR33750937.3564316__2.3522715	UniClust90_BHLGKCAN03061|1__9|SGB56640
SRR33750937.3564840__2.3523237	UniClust90_LACEKAON02817|1__13|SGB129874
SRR33750937.3565293__2.3523687	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3565687__2.3524077	UniRef90_A0A2V5SKZ0|2__8|SGB52719
SRR33750937.3565996__2.3524383	UniClust90_MEABCEIN01071|1__9|SGB84078
SRR33750937.3566198__2.3524584	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750937.3566293__2.3524677	UniRef90_A0A1Q7BFB1|1__5|SGB56640
SRR33750937.3565484__2.3523876	UniClust90_OPLEJCPF03450|1__9|SGB125949
SRR33750937.3567107__2.3525484	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3567118__2.3525495	UniClust90_CEPMHJNC07340|1__14|SGB127269
SRR33750937.3567232__2.3525608	UniRef90_A0A2V5RGC3|1__7|SGB52719
SRR33750937.3567729__2.3526098	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750937.3568450__2.3526815	UniClust90_FOHPGMFB01996|1__4|SGB56638
SRR33750937.3568563__2.3526927	UniClust90_KPGCMLFP02027|2__11|SGB89408
SRR33750937.3568586__2.3526950	UniClust90_LLIEHLNH01378|1__5|SGB130007
SRR33750937.3570098__2.3528444	UniClust90_NHHHKJJE03728|1__12|SGB125949
SRR33750937.3572981__2.3531306	UniClust90_BHLGKCAN03129|1__6|SGB56640
SRR33750937.3573564__2.3531883	UniRef90_A0A1I1TFW4|3__14|SGB8289
SRR33750937.3573958__2.3532273	UniClust90_DBMLCDNA01143|1__15|SGB130909
SRR33750937.3577846__2.3536126	UniClust90_AOMEFECO00583|14__17|SGB133090
SRR33750937.3579519__2.3537780	UniRef90_A0A2V5LXC2|1__4|SGB52719
SRR33750937.3580072__2.3538330	UniClust90_DPJLILCC00965|1__4|SGB89725
SRR33750937.3580433__2.3538688	UniClust90_EDBNNBOB01009|1__5|SGB56640
SRR33750937.3580526__2.3538781	UniClust90_HGJNCPHJ00708|1__9|SGB125949
SRR33750937.3585248__2.3543448	UniClust90_MADMLNLG01413|1__5|SGB89423
SRR33750937.3585741__2.3543938	UniClust90_JECPCDAH04076|1__7|SGB175408
SRR33750937.3587829__2.3546005	UniClust90_ICJPFPDN00914|1__5|SGB74789
SRR33750937.3588032__2.3546206	UniClust90_PPJAIDOO03964|1__9|SGB84075
SRR33750937.3589581__2.3547744	UniClust90_IOFPBIHC03172|1__6|SGB130007
SRR33750937.3589844__2.3548006	UniClust90_PKNFPICM04278|1__29|SGB135296
SRR33750937.3590087__2.3548248	UniRef90_A0A2V5L8X0|1__4|SGB52720
SRR33750937.3590116__2.3548276	UniClust90_FNPCGKEP00614|1__6|SGB84078
SRR33750937.3590367__2.3548526	UniClust90_HGJNCPHJ05057|1__8|SGB125949
SRR33750937.3592204__2.3550347	UniClust90_BAPLPFGG05475|1__8|SGB175678
SRR33750937.3592864__2.3551002	UniClust90_KIMNEABG01814|1__8|SGB131913
SRR33750937.3593537__2.3551671	UniClust90_BLCHLCBI00849|1__4|SGB133090
SRR33750937.3595110__2.3553232	UniClust90_NIILFFCI01616|1__5|SGB89423
SRR33750937.3596513__2.3554620	UniClust90_DAODNPOA00540|1__5|SGB89725
SRR33750937.3596557__2.3554664	UniRef90_A0A2V6AC39|1__7|SGB52717
SRR33750937.3596586__2.3554693	UniRef90_A0A2V5SQ32|1__10|SGB52719
SRR33750937.3597554__2.3555651	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3598851__2.3556939	UniClust90_JJDEJDCI01861|2__8|SGB89423
SRR33750937.3601296__2.3559369	UniClust90_OJGLOKOM00750|1__5|SGB84075
SRR33750937.3601304__2.3559377	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750937.3601342__2.3559415	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750937.3602598__2.3560652	UniClust90_GEHFPKBH04297|1__9|SGB84075
SRR33750937.3603830__2.3561871	UniRef90_A0A2V5RCY2|1__7|SGB52719
SRR33750937.3603995__2.3562033	UniClust90_DPJLILCC01896|1__9|SGB89725
SRR33750937.3604113__2.3562150	UniClust90_IPILMJNJ03564|1__21|SGB131083
SRR33750937.3604971__2.3562998	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750937.3604917__2.3562945	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750937.3606158__2.3564181	UniClust90_LJMOGHMP00392|1__12|SGB128778
SRR33750937.3606643__2.3564660	UniClust90_BIEFPEBK03789|1__6|SGB56638
SRR33750937.3606760__2.3564777	UniClust90_PIHLJOEE03750|1__5|SGB84075
SRR33750937.3609489__2.3567488	UniClust90_LJMOGHMP01172|1__7|SGB128778
SRR33750937.3609544__2.3567543	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3609841__2.3567837	UniClust90_PIHLJOEE02563|1__7|SGB84075
SRR33750937.3610372__2.3568358	UniClust90_GJBLDLDM02015|1__6|SGB89423
SRR33750937.3611554__2.3569530	UniClust90_DNHFNNMD00376|1__10|SGB130183
SRR33750937.3615693__2.3573634	UniClust90_PPJAIDOO03964|1__9|SGB84075
SRR33750937.3615984__2.3573925	UniClust90_DPLIHBNC01730|1__8|SGB89725
SRR33750937.3616720__2.3574654	UniClust90_EBKBLHBP00589|1__6|SGB133090
SRR33750937.3617563__2.3575492	UniRef90_A0A1Q6XFW1|1__5|SGB55834
SRR33750937.3617619__2.3575548	UniClust90_OPLEJCPF02982|1__12|SGB125949
SRR33750937.3618019__2.3575948	UniClust90_OJFAJFEC01728|1__3|SGB89423
SRR33750937.3618146__2.3576075	UniClust90_IOFPBIHC02500|1__7|SGB130007
SRR33750937.3619609__2.3577524	UniClust90_EMIDINFL04630|1__10|SGB73712
SRR33750937.3619808__2.3577722	UniClust90_PPJAIDOO03507|1__5|SGB84075
SRR33750937.3619800__2.3577714	UniClust90_PPJAIDOO03507|1__5|SGB84075
SRR33750937.3623103__2.3580998	UniClust90_OEKPEMHO03351|1__22|SGB129874
SRR33750937.3623908__2.3581797	UniClust90_DPJLILCC02461|1__5|SGB89725
SRR33750937.3624099__2.3581987	UniClust90_NOMIGGEC04463|1__9|SGB125949
SRR33750937.3624697__2.3582582	UniClust90_IMMCPGKG00059|1__10|SGB128778
SRR33750937.3624795__2.3582679	UniClust90_HNBLJKFC01725|1__11|SGB128778
SRR33750937.3624940__2.3582823	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750937.3624185__2.3582073	UniRef90_A0A176ZFF7|1__11|SGB11303
SRR33750937.3624189__2.3582077	UniClust90_NMMEDCHE00382|2__8|SGB89423
SRR33750937.3626359__2.3584233	UniClust90_BGDHDLNA04821|1__5|SGB84075
SRR33750937.3627779__2.3585643	UniClust90_OEKPEMHO00512|1__11|SGB129874
SRR33750937.3628085__2.3585942	UniClust90_GEHFPKBH03668|1__6|SGB84075
SRR33750937.3628903__2.3586748	UniRef90_A0A0R3N4Y8|1__7|SGB11343
SRR33750937.3629315__2.3587157	UniClust90_PKNCJFOJ01291|5__10|SGB56640
SRR33750937.3629860__2.3587700	UniClust90_IJHKGIGD01052|1__8|SGB128471
SRR33750937.3630698__2.3588530	UniClust90_EJAHAFID03406|1__6|SGB130007
SRR33750937.3632403__2.3590217	UniClust90_GKMCGFLC01139|1__8|SGB133052
SRR33750937.3633404__2.3591209	UniClust90_OJGLOKOM01699|1__8|SGB84075
SRR33750937.3633789__2.3591590	UniRef90_A0A1F9KUS2|2__8|SGB73886
SRR33750937.3633725__2.3591526	UniRef90_A0A1F9KUS2|2__8|SGB73886
SRR33750937.3634969__2.3592758	UniRef90_A0A1Q8B7L2|1__7|SGB17587
SRR33750937.3636034__2.3593814	UniRef90_A0A1Q7B780|1__7|SGB73517
SRR33750937.3636980__2.3594751	UniClust90_EDNFDLAG02139|1__8|SGB84078
SRR33750937.3637119__2.3594890	UniRef90_A0A1Q7N5J2|1__7|SGB17587
SRR33750937.3638094__2.3595860	UniRef90_A0A2V5T3L2|1__3|SGB52719
SRR33750937.3638913__2.3596672	UniClust90_PMFDADHG02524|1__8|SGB131987
SRR33750937.3639388__2.3597147	UniClust90_JHHAJKKH05649|1__14|SGB154096
SRR33750937.3641887__2.3599632	UniClust90_PPJAIDOO03630|1__10|SGB84075
SRR33750937.3643269__2.3601001	UniClust90_LLEBNNCN01690|3__6|SGB130045
SRR33750937.3644095__2.3601822	UniClust90_AMDOLPBA01060|1__15|SGB73712
SRR33750937.3644579__2.3602305	UniClust90_CMJGEBLA04294|1__9|SGB89408
SRR33750937.3645241__2.3602962	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750937.3645227__2.3602948	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750937.3645616__2.3603336	UniClust90_DBINOMHF01452|1__5|SGB56638
SRR33750937.3648511__2.3606219	UniRef90_A0A1Q7J9K3|4__11|SGB84078
SRR33750937.3648716__2.3606420	UniClust90_JHHAJKKH02982|1__16|SGB154096
SRR33750937.3648721__2.3606425	UniClust90_JHHAJKKH02982|1__16|SGB154096
SRR33750937.3648765__2.3606468	UniClust90_DEHNPGMG00163|1__7|SGB89423
SRR33750937.3648622__2.3606327	UniRef90_A0A1F2XUH9|1__4|SGB89423
SRR33750937.3648041__2.3605751	UniClust90_ADNPOEOK04513|1__11|SGB73712
SRR33750937.3649004__2.3606704	UniClust90_KMEALJDO02797|3__6|SGB84078
SRR33750937.3649285__2.3606983	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750937.3651229__2.3608912	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750937.3651355__2.3609037	UniClust90_OGMCPKGA00169|1__5|SGB56638
SRR33750937.3651497__2.3609179	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750937.3651830__2.3609511	UniRef90_A0A1F2XUH9|1__4|SGB89423
SRR33750937.3651710__2.3609392	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750937.3651717__2.3609399	UniClust90_KPGCMLFP02027|2__11|SGB89408
SRR33750937.3654936__2.3612595	UniClust90_OEKPEMHO00271|1__12|SGB129874
SRR33750937.3655156__2.3612813	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750937.3659447__2.3617069	UniClust90_HOMJAIDI00249|2__5|SGB89423
SRR33750937.3660629__2.3618244	UniClust90_DBMLCDNA05811|1__15|SGB130909
SRR33750937.3660744__2.3618358	UniClust90_DBMLCDNA05811|1__15|SGB130909
SRR33750937.3662008__2.3619612	UniClust90_DAODNPOA02194|1__5|SGB89725
SRR33750937.3662814__2.3620408	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750937.3662683__2.3620279	UniRef90_A0A317KCB9|2__8|SGB23743
SRR33750937.3666200__2.3623763	UniClust90_CHLBPEBB00072|1__8|SGB89725
SRR33750937.3666168__2.3623731	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750937.3668345__2.3625885	UniClust90_DCCDKMAG02483|1__10|SGB132736
SRR33750937.3668633__2.3626170	UniClust90_IOFPBIHC02652|1__5|SGB130007
SRR33750937.3669003__2.3626535	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750937.3669441__2.3626969	UniClust90_DKPIMPKF01796|1__14|SGB84079
SRR33750937.3669674__2.3627201	UniClust90_OALLKAFI01276|1__7|SGB84078
SRR33750937.3670138__2.3627663	UniClust90_JKKHKAPH04850|1__7|SGB89408
SRR33750937.3670725__2.3628246	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750937.3672211__2.3629717	UniRef90_A0A2V5KTQ2|1__11|SGB52719
SRR33750937.3672036__2.3629544	UniRef90_A0A2V6AZJ5|1__6|SGB52714
SRR33750937.3673242__2.3630741	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750937.3673436__2.3630933	UniClust90_NOMIGGEC02686|1__9|SGB125949
SRR33750937.3673589__2.3631083	UniClust90_OIPOEBPA02129|1__6|SGB84075
SRR33750937.3674831__2.3632312	UniClust90_IMMCPGKG00872|1__16|SGB128778
SRR33750937.3676679__2.3634148	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750937.3676690__2.3634159	UniClust90_DAODNPOA02748|2__11|SGB89725
SRR33750937.3676885__2.3634353	UniClust90_FNPCGKEP00283|1__5|SGB84078
SRR33750937.3677761__2.3635219	UniClust90_JJIPPMBI00066|1__6|SGB133090
SRR33750937.3679690__2.3637130	UniClust90_PFBNAPOO00639|1__3|SGB89423
SRR33750937.3679884__2.3637319	UniRef90_A0A2V5LXQ9|1__6|SGB52720
SRR33750937.3680048__2.3637481	UniRef90_A0A2V5SQ32|1__10|SGB52719
SRR33750937.3680315__2.3637746	UniRef90_A0A1Q7RVD7|1__4|SGB17587
SRR33750937.3681327__2.3638754	UniRef90_A0A1Q7BIY2|3__9|SGB56638
SRR33750937.3682144__2.3639569	UniClust90_EDNFDLAG02240|1__3|SGB84078
SRR33750937.3682858__2.3640278	UniClust90_NOMIGGEC02686|1__9|SGB125949
SRR33750937.3682885__2.3640305	UniRef90_UPI001044A21C|2__10|SGB38963
SRR33750937.3683966__2.3641376	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750937.3684208__2.3641617	UniClust90_PIHLJOEE00225|1__6|SGB84075
SRR33750937.3685287__2.3642683	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750937.3687830__2.3645198	UniClust90_HGJNCPHJ02716|1__11|SGB125949
SRR33750937.3688010__2.3645374	UniClust90_MEABCEIN01334|1__6|SGB84078
SRR33750937.3689277__2.3646622	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750937.3689358__2.3646701	UniClust90_LCIBFGAE00035|1__10|SGB127159
SRR33750937.3689789__2.3647127	UniClust90_MKNNHAML02635|1__3|SGB56638
SRR33750937.3691126__2.3648440	UniClust90_GMKONCKM00188|1__7|SGB89423
SRR33750937.3691800__2.3649110	UniClust90_FEAKDNOF00501|1__9|SGB176230
SRR33750937.3692586__2.3649879	UniClust90_OJGLOKOM02845|1__6|SGB84075
SRR33750937.3693161__2.3650447	UniClust90_GJBLDLDM02199|1__6|SGB89423
SRR33750937.3693258__2.3650542	UniClust90_GJBLDLDM02199|1__6|SGB89423
SRR33750937.3694601__2.3651868	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750937.3694527__2.3651794	UniClust90_CEPMHJNC07340|1__14|SGB127269
SRR33750937.3694664__2.3651931	UniClust90_ENBABIAF01870|1__9|SGB128778
SRR33750937.3696022__2.3653264	UniClust90_HNBLJKFC00328|1__8|SGB128778
SRR33750937.3696254__2.3653494	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750937.3696728__2.3653963	UniClust90_IOFPBIHC01994|1__9|SGB130007
SRR33750937.3696949__2.3654181	UniRef90_A0A1Q7B6A6|1__9|SGB56638
SRR33750937.3697494__2.3654719	UniRef90_A0A2V5XP85|1__5|SGB52727
SRR33750937.3697967__2.3655186	UniClust90_NMMEDCHE00382|2__8|SGB89423
SRR33750937.3698780__2.3655989	UniClust90_BGDHDLNA03257|1__5|SGB84075
SRR33750937.3698392__2.3655603	UniClust90_CHLBPEBB01237|1__6|SGB89725
SRR33750937.3700318__2.3657497	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750937.3700390__2.3657568	UniClust90_EJAHAFID01978|1__10|SGB130007
SRR33750937.3701120__2.3658287	UniRef90_A0A1Q7BHH1|1__10|SGB56640
SRR33750937.3701540__2.3658705	UniRef90_A0A2V8L3E9|1__9|SGB17587
SRR33750937.3701544__2.3658709	UniRef90_A0A2V8L3E9|1__9|SGB17587
SRR33750937.3701679__2.3658843	UniClust90_LHPBCBPG00165|1__5|SGB74780
SRR33750937.3702814__2.3659968	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750937.3702995__2.3660148	UniClust90_OEKPEMHO03930|1__10|SGB129874
SRR33750937.3705086__2.3662192	UniClust90_BGDHDLNA06425|1__6|SGB84075
SRR33750937.3705930__2.3663021	UniRef90_A0A3D5DS77|2__6|SGB130007
SRR33750937.3705584__2.3662680	UniClust90_GPDICDPN01528|1__5|SGB89423
SRR33750937.3707024__2.3664104	UniClust90_ENBABIAF00632|1__8|SGB128778
SRR33750937.3708905__2.3665950	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750937.3709113__2.3666158	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750937.3711665__2.3668670	UniClust90_LPLBNIJN02855|1__13|SGB131050
SRR33750937.3712523__2.3669515	UniClust90_IOFPBIHC03763|1__9|SGB130007
SRR33750937.3714812__2.3671773	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.3716902__2.3673846	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750937.3717075__2.3674015	UniClust90_GEHFPKBH01715|1__8|SGB84075
SRR33750937.3717349__2.3674285	UniClust90_JKKHKAPH00965|7__20|SGB89408
SRR33750937.3718723__2.3675635	UniRef90_A0A2V5KVT7|1__5|SGB52720
SRR33750937.3719198__2.3676103	UniRef90_A0A1B9YJA3|2__7|SGB11348
SRR33750937.3719668__2.3676564	UniRef90_A0A2V8JN49|1__7|SGB17587
SRR33750937.3719908__2.3676801	UniClust90_GCEPBNKN01125|1__6|SGB122683
SRR33750937.3720608__2.3677487	UniRef90_A0A1Q7N5J2|1__7|SGB17587
SRR33750937.3720222__2.3677109	UniClust90_HNBLJKFC01725|1__11|SGB128778
SRR33750937.3720741__2.3677619	UniClust90_HJKNIEHA04363|1__10|SGB89408
SRR33750937.3720660__2.3677539	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3721017__2.3677891	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750937.3721520__2.3678386	UniClust90_EDPJDPJO00441|1__3|SGB125699
SRR33750937.3722543__2.3679398	UniClust90_ECPMDCCK02653|4__7|SGB56638
SRR33750937.3723109__2.3679956	UniClust90_HGJNCPHJ03635|1__9|SGB125949
SRR33750937.3725104__2.3681920	UniClust90_CHLBPEBB01237|1__6|SGB89725
SRR33750937.3725198__2.3682010	UniClust90_DIBLBONP01245|1__6|SGB84078
SRR33750937.3725388__2.3682199	UniClust90_PPJAIDOO03393|1__13|SGB84075
