SRR33750958.128__1.127	UniClust90_PLNJEBMN01166|1__4|SGB133091
SRR33750958.12992411__1.12810143	UniClust90_IOFPBIHC03172|1__6|SGB130007
SRR33750958.12992073__1.12809818	UniClust90_DPJLILCC01931|1__5|SGB89725
SRR33750958.12994460__1.12812151	UniClust90_JMFJJCJA02527|1__6|SGB130007
SRR33750958.12995813__1.12813482	UniClust90_BHLGKCAN05273|1__7|SGB56640
SRR33750958.12996048__1.12813715	UniClust90_EJFOFLBH00513|1__3|SGB133091
SRR33750958.12996177__1.12813842	UniClust90_EJAHAFID01736|1__5|SGB130007
SRR33750958.12997409__1.12815055	UniClust90_DPLIHBNC00783|7__12|SGB89725
SRR33750958.12997643__1.12815283	UniClust90_OCJAPFEA05580|1__8|SGB125949
SRR33750958.12998290__1.12815924	UniClust90_PKNCJFOJ01298|9__13|SGB56640
SRR33750958.12998813__1.12816444	UniClust90_EMAEKJAG00926|1__18|SGB128987
SRR33750958.12999095__1.12816720	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750958.12999367__1.12816991	UniClust90_PLNJEBMN00114|1__5|SGB133091
SRR33750958.13000819__1.12818415	UniClust90_FNPCGKEP02384|1__7|SGB84078
SRR33750958.13004140__1.12821688	UniRef90_A0A2V5JTN2|1__5|SGB52720
SRR33750958.13005398__1.12822916	UniRef90_A0A2V7UAW9|1__10|SGB24060
SRR33750958.13005742__1.12823255	UniClust90_PKMOJOJK04438|1__6|SGB84078
SRR33750958.13005696__1.12823211	UniClust90_PKMOJOJK04438|1__6|SGB84078
SRR33750958.13005716__1.12823230	UniClust90_BNNPPPCD02647|1__23|SGB94640
SRR33750958.13005721__1.12823235	UniClust90_BNNPPPCD02647|1__23|SGB94640
SRR33750958.13008792__1.12826250	UniClust90_GLCCIAAD00405|1__3|SGB89423
SRR33750958.13010504__1.12827933	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750958.13010982__1.12828409	UniClust90_IOFPBIHC00363|10__14|SGB130007
SRR33750958.13011785__1.12829194	UniClust90_MEABCEIN01411|1__6|SGB84078
SRR33750958.13013105__1.12830482	UniClust90_BNAJGECC03080|1__7|SGB131938
SRR33750958.13013860__1.12831230	UniRef90_A0A2U3NVG4|1__9|SGB23518
SRR33750958.13016834__1.12834157	UniClust90_EIAMMEDP00194|1__3|SGB74789
SRR33750958.13019976__1.12837231	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750958.13020490__1.12837737	UniClust90_DAODNPOA02194|1__5|SGB89725
SRR33750958.13020841__1.12838084	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750958.13021061__1.12838300	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750958.13021793__1.12839028	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750958.13022424__1.12839652	UniClust90_DPLIHBNC01353|1__10|SGB89725
SRR33750958.13023932__1.12841140	UniClust90_NMMIMHEL01066|1__6|SGB122683
SRR33750958.13024649__1.12841848	UniClust90_GNADLFLM01972|1__22|SGB126432
SRR33750958.13024710__1.12841908	UniClust90_NHHHKJJE03393|1__9|SGB125949
SRR33750958.13025750__1.12842939	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750958.13026424__1.12843606	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750958.13028957__1.12846103	UniRef90_A0A1Q7BQQ4|1__5|SGB56640
SRR33750958.13029025__1.12846170	UniClust90_DIBLBONP01702|3__13|SGB84078
SRR33750958.13030183__1.12847302	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750958.13033351__1.12850423	UniClust90_LCIBFGAE00036|1__10|SGB127159
SRR33750958.13034140__1.12851189	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750958.13034407__1.12851452	UniClust90_MDEMLJDA02653|1__12|SGB94605
SRR33750958.13037473__1.12854471	UniClust90_BKEMCFBC04394|1__8|SGB131913
SRR33750958.13038766__1.12855745	UniClust90_PIHLJOEE01053|1__5|SGB84075
SRR33750958.13039423__1.12856389	UniClust90_EDNFDLAG01708|2__7|SGB84078
SRR33750958.13039743__1.12856705	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750958.13039865__1.12856827	UniClust90_HGJNCPHJ01376|1__12|SGB125949
SRR33750958.13039917__1.12856878	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750958.13040461__1.12857414	UniClust90_DHFBAFBN02989|1__8|SGB133121
SRR33750958.13040391__1.12857345	UniRef90_A0A1I1UXB5|1__12|SGB8289
SRR33750958.13041955__1.12858893	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750958.13042425__1.12859357	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750958.13043028__1.12859953	UniClust90_HGJNCPHJ00225|1__14|SGB125949
SRR33750958.13042999__1.12859924	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750958.13043334__1.12860256	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750958.13043434__1.12860354	UniClust90_HGJNCPHJ00225|1__14|SGB125949
SRR33750958.13043421__1.12860341	UniClust90_NOJMICAI00592|1__15|SGB86773
SRR33750958.13044451__1.12861350	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750958.13045603__1.12862480	UniRef90_A0A1S5Y239|1__9|SGB125949
SRR33750958.13045821__1.12862696	UniClust90_DCJCBMEC01203|1__10|SGB122526
SRR33750958.13047570__1.12864404	UniClust90_IJHKGIGD01815|1__8|SGB128471
SRR33750958.13048939__1.12865756	UniClust90_DPJLILCC02530|1__9|SGB89725
SRR33750958.13048323__1.12865146	UniClust90_AOMEFECO00986|1__9|SGB133090
SRR33750958.13049453__1.12866261	UniClust90_JMFJJCJA03385|1__6|SGB130007
SRR33750958.13050075__1.12866872	UniClust90_DAODNPOA02193|1__5|SGB89725
SRR33750958.13051375__1.12868151	UniClust90_JMJHPHJK01038|1__9|SGB134112
SRR33750958.13055076__1.12871796	UniClust90_AICCGNAA02665|1__13|SGB129206
SRR33750958.13055579__1.12872293	UniRef90_A0A2V6B703|1__13|SGB52714
SRR33750958.13055911__1.12872622	UniClust90_NOMIGGEC01663|1__12|SGB125949
SRR33750958.13056868__1.12873569	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750958.13058338__1.12875016	UniRef90_A0A345ZY02|1__11|SGB89408
SRR33750958.13058791__1.12875463	UniClust90_KIMNEABG00574|1__5|SGB131913
SRR33750958.13059124__1.12875791	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750958.13059306__1.12875971	UniClust90_OCJAPFEA01311|1__9|SGB125949
SRR33750958.13058900__1.12875570	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750958.13059145__1.12875812	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750958.13059948__1.12876603	UniClust90_PLNJEBMN01188|1__5|SGB133091
SRR33750958.13060401__1.12877046	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750958.13061797__1.12878423	UniClust90_NOHGIMHJ01038|1__3|SGB74789
SRR33750958.13061124__1.12877761	UniClust90_PDOELGOI03204|1__12|SGB133052
SRR33750958.13061925__1.12878550	UniClust90_NOMIGGEC04507|1__10|SGB125949
SRR33750958.13064580__1.12881166	UniClust90_AMDOLPBA01414|1__10|SGB73712
SRR33750958.13066931__1.12883480	UniClust90_PPJAIDOO04400|1__4|SGB84075
SRR33750958.13067213__1.12883757	UniClust90_DEFNONOM00486|1__5|SGB56640
SRR33750958.13067221__1.12883765	UniClust90_PPJAIDOO04400|1__4|SGB84075
SRR33750958.13067910__1.12884444	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.13068130__1.12884663	UniClust90_BDPFKHKJ07929|5__28|SGB93382
SRR33750958.13068574__1.12885105	UniClust90_NFEHNLLP05436|1__21|SGB184291
SRR33750958.13067970__1.12884504	UniClust90_DEFNONOM00486|1__5|SGB56640
SRR33750958.13069170__1.12885690	UniClust90_MEABCEIN01333|1__6|SGB84078
SRR33750958.13069173__1.12885693	UniClust90_MEABCEIN01333|1__6|SGB84078
SRR33750958.13069611__1.12886124	UniClust90_BKEMCFBC04394|1__8|SGB131913
SRR33750958.13070247__1.12886748	UniClust90_NOMIGGEC03977|1__9|SGB125949
SRR33750958.13070582__1.12887077	UniClust90_DPLIHBNC00783|7__12|SGB89725
SRR33750958.13072981__1.12889441	UniClust90_ECJGCIND01436|1__9|SGB89409
SRR33750958.13073204__1.12889657	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750958.13074123__1.12890557	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750958.13073624__1.12890072	UniClust90_DPLIHBNC01575|1__6|SGB89725
SRR33750958.13074171__1.12890605	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750958.13075304__1.12891711	UniRef90_A0A2V5SEH4|1__8|SGB52719
SRR33750958.13075308__1.12891715	UniRef90_A0A2V5SEH4|1__8|SGB52719
SRR33750958.13075760__1.12892162	UniClust90_DPJLILCC01550|1__4|SGB89725
SRR33750958.13076547__1.12892940	UniRef90_A0A2V5RFJ6|1__9|SGB52729
SRR33750958.13076745__1.12893133	UniClust90_IDPAEINK02213|7__13|SGB89725
SRR33750958.13077213__1.12893597	UniRef90_A0A1Q7BK40|1__5|SGB56640
SRR33750958.13077624__1.12894003	UniClust90_IDPAEINK00794|1__8|SGB89725
SRR33750958.13078471__1.12894836	UniClust90_LHPBCBPG02346|1__4|SGB74780
SRR33750958.13078691__1.12895052	UniRef90_A0A2V6JEK6|1__9|SGB52719
SRR33750958.13080207__1.12896557	UniClust90_OCJAPFEA02165|1__9|SGB125949
SRR33750958.13080031__1.12896381	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750958.13080526__1.12896872	UniClust90_OPLEJCPF04736|1__13|SGB125949
SRR33750958.13081895__1.12898225	UniClust90_KMEALJDO00327|1__5|SGB84078
SRR33750958.13083932__1.12900227	UniClust90_OPLEJCPF04120|1__8|SGB125949
SRR33750958.13084436__1.12900721	UniClust90_OPFCPGGL00660|1__5|SGB89423
SRR33750958.13084459__1.12900744	UniClust90_BGMDAEJF00944|8__19|SGB122526
SRR33750958.13084894__1.12901171	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750958.13085146__1.12901421	UniClust90_BJBPKEBE01118|1__7|SGB38117
SRR33750958.13085415__1.12901688	UniClust90_OCJAPFEA04719|1__9|SGB125949
SRR33750958.13085598__1.12901864	UniClust90_OPLEJCPF01349|1__11|SGB125949
SRR33750958.13085682__1.12901947	UniClust90_LLIEHLNH03555|1__6|SGB130007
SRR33750958.13086503__1.12902751	UniClust90_BHLGKCAN05823|1__4|SGB56640
SRR33750958.13087023__1.12903264	UniClust90_CMHDMJOM04410|1__6|SGB56640
SRR33750958.13087929__1.12904151	UniClust90_LCIBFGAE02508|1__7|SGB127159
SRR33750958.13088297__1.12904516	UniClust90_GEHFPKBH00848|1__9|SGB84075
SRR33750958.13090244__1.12906431	UniClust90_NOMIGGEC01489|1__8|SGB125949
SRR33750958.13090265__1.12906452	UniClust90_NOMIGGEC01377|1__10|SGB125949
SRR33750958.13090311__1.12906497	UniClust90_NPJFIJGC03840|8__29|SGB87341
SRR33750958.13090181__1.12906369	UniClust90_LCIBFGAE02366|1__8|SGB127159
SRR33750958.13092440__1.12908596	UniRef90_UPI00082C335B|8__18|SGB207724
SRR33750958.13093572__1.12909710	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.13093641__1.12909779	UniClust90_OJFFJDAM00771|1__5|SGB89423
SRR33750958.13094018__1.12910148	UniClust90_OJFFJDAM00771|1__5|SGB89423
SRR33750958.13095148__1.12911257	UniClust90_DCJCBMEC03048|1__6|SGB122526
SRR33750958.13096949__1.12913020	UniClust90_NIILFFCI01616|1__5|SGB89423
SRR33750958.13097710__1.12913767	UniRef90_UPI000400EF3F|1__7|SGB31987
SRR33750958.13098242__1.12914291	UniClust90_ANDLCEDJ00505|2__6|SGB133091
SRR33750958.13099212__1.12915248	UniClust90_FCCJMKHN00634|1__20|SGB134782
SRR33750958.13102484__1.12918485	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750958.13103117__1.12919110	UniClust90_EDNFDLAG02139|1__8|SGB84078
SRR33750958.13103070__1.12919064	UniClust90_DJBDGBNB02960|1__8|SGB89725
SRR33750958.13103330__1.12919320	UniClust90_EDNFDLAG02139|1__8|SGB84078
SRR33750958.13105205__1.12921164	UniClust90_BGMDAEJF02455|4__8|SGB122526
SRR33750958.13105709__1.12921664	UniClust90_BODOLCOE00536|1__4|SGB89423
SRR33750958.13105584__1.12921539	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.13106759__1.12922688	UniClust90_JLLPHIPH02535|1__6|SGB87571
SRR33750958.13107126__1.12923052	UniClust90_OPLEJCPF04706|1__9|SGB125949
SRR33750958.13107174__1.12923100	UniClust90_KCEKLPAN00972|1__4|SGB74789
SRR33750958.13107551__1.12923472	UniClust90_IMMCPGKG00910|1__8|SGB128778
SRR33750958.13112031__1.12927904	UniClust90_EDNFDLAG00998|1__4|SGB84078
SRR33750958.13113894__1.12929735	UniClust90_OAHKOOFD02667|1__5|SGB122526
SRR33750958.13114050__1.12929890	UniClust90_FNPCGKEP01305|1__7|SGB84078
SRR33750958.13116322__1.12932126	UniClust90_DCJCBMEC03224|1__5|SGB122526
SRR33750958.13116560__1.12932363	UniClust90_GJEIHIOJ02558|1__6|SGB122526
SRR33750958.13117691__1.12933480	UniRef90_A0A1Q7BFV0|1__5|SGB56640
SRR33750958.13118105__1.12933891	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750958.13119087__1.12934861	UniClust90_NOMIGGEC02686|1__9|SGB125949
SRR33750958.13119003__1.12934777	UniClust90_HDGMGAGN01242|1__5|SGB74789
SRR33750958.13119006__1.12934780	UniClust90_OPLEJCPF02982|1__12|SGB125949
SRR33750958.13120272__1.12936027	UniClust90_CHLBPEBB01237|1__6|SGB89725
SRR33750958.13121758__1.12937489	UniRef90_A0A1Q7BT41|1__13|SGB56640
SRR33750958.13123420__1.12939133	UniClust90_HGJNCPHJ05057|1__8|SGB125949
SRR33750958.13124419__1.12940119	UniClust90_OPLEJCPF02170|1__10|SGB125949
SRR33750958.13125142__1.12940829	UniClust90_BGDHDLNA04617|1__7|SGB84075
SRR33750958.13125457__1.12941139	UniClust90_DGFEMHEF00124|7__10|SGB73715
SRR33750958.13126171__1.12941839	UniClust90_JHNMEHIJ02458|1__5|SGB56640
SRR33750958.13128587__1.12944220	UniClust90_BODOLCOE00974|3__7|SGB89423
SRR33750958.13128706__1.12944337	UniClust90_GIDCBJMF00760|1__5|SGB134112
SRR33750958.13128971__1.12944596	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750958.13128949__1.12944576	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750958.13129587__1.12945202	UniClust90_DEFNONOM00486|1__5|SGB56640
SRR33750958.13130355__1.12945961	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750958.13130325__1.12945931	UniClust90_HMPPKHGP01982|4__8|SGB133091
SRR33750958.13130908__1.12946507	UniClust90_GNADLFLM02948|1__20|SGB126432
SRR33750958.13134392__1.12949935	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750958.13135222__1.12950756	UniClust90_ACDABMLJ01933|1__4|SGB133090
SRR33750958.13135048__1.12950583	UniClust90_OPLEJCPF04736|1__13|SGB125949
SRR33750958.13135696__1.12951227	UniClust90_HGJNCPHJ01100|1__9|SGB125949
SRR33750958.13136439__1.12951963	UniClust90_GJEIHIOJ01769|3__7|SGB122526
SRR33750958.13137901__1.12953402	UniClust90_FNPCGKEP00588|1__8|SGB84078
SRR33750958.13139826__1.12955300	UniClust90_IJHKGIGD02342|1__7|SGB128471
SRR33750958.13140210__1.12955679	UniRef90_A0A1I2P0J2|1__9|SGB15728
SRR33750958.13141888__1.12957328	UniClust90_JCMEFMGF03384|1__9|SGB74780
SRR33750958.13141963__1.12957402	UniClust90_OPLEJCPF04122|1__10|SGB125949
SRR33750958.13142284__1.12957718	UniRef90_A0A1J4NY20|1__14|SGB176317
SRR33750958.13142294__1.12957728	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750958.13143561__1.12958976	UniClust90_JOMGGAEL01133|1__7|SGB74789
SRR33750958.13144283__1.12959696	UniClust90_PLNJEBMN01209|1__3|SGB133091
SRR33750958.13145126__1.12960530	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750958.13147741__1.12963112	UniClust90_DPJLILCC01896|1__9|SGB89725
SRR33750958.13147978__1.12963348	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.13150119__1.12965469	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750958.13153635__1.12968941	UniRef90_A0A2V6L8L2|1__5|SGB52714
SRR33750958.13153731__1.12969036	UniClust90_PEODAMJP01116|1__10|SGB128471
SRR33750958.13153895__1.12969199	UniClust90_LDGOLCGN00370|1__3|SGB127277
SRR33750958.13154455__1.12969749	UniRef90_UPI0004283F91|1__9|SGB7799
SRR33750958.13154490__1.12969784	UniClust90_JHNMEHIJ02294|1__7|SGB56640
SRR33750958.13156588__1.12971850	UniClust90_OPLEJCPF05522|1__14|SGB125949
SRR33750958.13157186__1.12972442	UniClust90_EHIAFBHG01587|1__9|SGB128778
SRR33750958.13158536__1.12973768	UniClust90_GOONEHOM02038|1__10|SGB73712
SRR33750958.13160838__1.12976037	UniClust90_LACCAJLF07780|1__13|SGB93363
SRR33750958.13161039__1.12976235	UniClust90_KIMIJBHB04537|1__21|SGB126432
SRR33750958.13161682__1.12976873	UniClust90_EPPJCMCE01636|1__7|SGB55915
SRR33750958.13162997__1.12978176	UniClust90_PKNCJFOJ03816|3__6|SGB56640
SRR33750958.13164925__1.12980082	UniClust90_BKIEHKJF00660|1__6|SGB131913
SRR33750958.13166979__1.12982108	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750958.13167956__1.12983075	UniClust90_PCBLJEDO04175|1__7|SGB184319
SRR33750958.13168315__1.12983430	UniClust90_GJEIHIOJ00683|5__8|SGB122526
SRR33750958.13169715__1.12984814	UniClust90_OALLKAFI03596|1__7|SGB84078
SRR33750958.13170122__1.12985217	UniClust90_JMFJJCJA00751|1__6|SGB130007
SRR33750958.13170199__1.12985293	UniClust90_HGFGGOBL01241|1__6|SGB84331
SRR33750958.13170818__1.12985902	UniRef90_A0A2V5UJ18|1__3|SGB52710
SRR33750958.13171233__1.12986315	UniClust90_BGDHDLNA00132|1__6|SGB84075
SRR33750958.13171516__1.12986594	UniClust90_DJBDGBNB03147|1__4|SGB89725
SRR33750958.13172511__1.12987578	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750958.13172925__1.12987991	UniRef90_A0A1Q7BFF0|1__6|SGB56640
SRR33750958.13174535__1.12989584	UniClust90_KIMNEABG03163|1__10|SGB131913
SRR33750958.13176039__1.12991064	UniRef90_A0A2V6DS00|1__8|SGB22169
SRR33750958.13176113__1.12991138	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.13176786__1.12991804	UniClust90_FIHOKOAF00221|1__4|SGB74789
SRR33750958.13177436__1.12992445	UniClust90_EDBNNBOB01936|1__5|SGB56640
SRR33750958.13177169__1.12992182	UniRef90_A0A3D5DTJ9|2__6|SGB130007
SRR33750958.13178207__1.12993205	UniClust90_DIBLBONP01365|5__8|SGB84078
SRR33750958.13178808__1.12993794	UniClust90_NHHHKJJE01123|1__8|SGB125949
SRR33750958.13179466__1.12994442	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750958.13180518__1.12995485	UniClust90_OIPOEBPA04237|1__7|SGB84075
SRR33750958.13180639__1.12995603	UniClust90_NHHHKJJE02677|1__11|SGB125949
SRR33750958.13184887__1.12999790	UniClust90_ENBABIAF01560|6__12|SGB128778
SRR33750958.13185032__1.12999932	UniClust90_ENBABIAF01560|6__12|SGB128778
SRR33750958.13186750__1.13001618	UniClust90_BPMJODAH00164|3__14|SGB52730
SRR33750958.13187364__1.13002227	UniClust90_OAHKOOFD03391|1__6|SGB122526
SRR33750958.13189135__1.13003985	UniRef90_A0A0Q7TLA0|1__9|SGB89408
SRR33750958.13189285__1.13004135	UniRef90_A0A1Q7BU20|3__8|SGB56640
SRR33750958.13189655__1.13004498	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750958.13188929__1.13003780	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750958.13190287__1.13005123	UniClust90_BLBJCNPA03039|1__7|SGB86925
SRR33750958.13190448__1.13005284	UniClust90_GMEAMNGB02090|2__10|SGB134112
SRR33750958.13190188__1.13005027	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750958.13191345__1.13006170	UniRef90_G8TR91|1__20|SGB3455
SRR33750958.13191552__1.13006370	UniRef90_G8TR91|1__20|SGB3455
SRR33750958.13192966__1.13007766	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750958.13193142__1.13007941	UniClust90_NFEHNLLP04841|1__13|SGB184291
SRR33750958.13193490__1.13008287	UniClust90_KMEALJDO00397|1__6|SGB84078
SRR33750958.13193698__1.13008493	UniClust90_GFHGLNMO00228|1__5|SGB133091
SRR33750958.13195335__1.13010113	UniClust90_BGMDAEJF01430|4__8|SGB122526
SRR33750958.13196677__1.13011447	UniClust90_GIDCBJMF00308|6__18|SGB134112
SRR33750958.13195500__1.13010278	UniClust90_BGMDAEJF01430|4__8|SGB122526
SRR33750958.13198821__1.13013564	UniClust90_CMJBJMEA01105|1__24|SGB133129
SRR33750958.13201978__1.13016671	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750958.13202293__1.13016983	UniRef90_A0A2V5YZE4|1__17|SGB52714
SRR33750958.13202949__1.13017633	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.13203856__1.13018530	UniClust90_OCJAPFEA01948|1__11|SGB125949
SRR33750958.13205101__1.13019764	UniClust90_PKNCJFOJ04636|1__9|SGB56640
SRR33750958.13205787__1.13020443	UniClust90_AICCGNAA01077|1__15|SGB129206
SRR33750958.13206057__1.13020711	UniClust90_HGJNCPHJ01094|1__14|SGB125949
SRR33750958.13206678__1.13021327	UniClust90_GJEIHIOJ00203|1__4|SGB122526
SRR33750958.13207161__1.13021807	UniRef90_A0A1A3Q4K5|1__10|SGB15763
SRR33750958.13207043__1.13021689	UniClust90_GOONEHOM04149|1__15|SGB73712
SRR33750958.13207594__1.13022234	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750958.13210227__1.13024835	UniClust90_CBDIOHJF04268|1__4|SGB89725
SRR33750958.13210762__1.13025365	UniClust90_GJEIHIOJ01766|1__4|SGB122526
SRR33750958.13213829__1.13028395	UniClust90_IDPAEINK00126|1__8|SGB89725
SRR33750958.13214197__1.13028759	UniClust90_CBNLCMFD00284|1__9|SGB74789
SRR33750958.13214190__1.13028752	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.13214240__1.13028802	UniClust90_DPJLILCC01896|1__9|SGB89725
SRR33750958.13214418__1.13028978	UniClust90_PNFNDIME01310|1__12|SGB55831
SRR33750958.13215978__1.13030519	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750958.13216021__1.13030561	UniClust90_LHDDKOIO00617|1__10|SGB127500
SRR33750958.13216098__1.13030637	UniClust90_IIEDOAEF01079|1__12|SGB128218
SRR33750958.13217416__1.13031943	UniClust90_IGKPANEM01975|1__9|SGB128987
SRR33750958.13218441__1.13032958	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750958.13220337__1.13034836	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750958.13221440__1.13035923	UniClust90_CGHAKFKK02258|5__8|SGB74789
SRR33750958.13222267__1.13036746	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750958.13222414__1.13036892	UniClust90_PCIJFCLC00205|1__7|SGB132245
SRR33750958.13224081__1.13038538	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750958.13225028__1.13039475	UniRef90_A0A090DSN3|1__6|SGB11034
SRR33750958.13227633__1.13042058	UniClust90_DPLIHBNC01729|1__6|SGB89725
SRR33750958.13227613__1.13042038	UniClust90_OOJDGJFL02188|3__9|SGB74789
SRR33750958.13227243__1.13041671	UniRef90_UPI0009DBF010|1__17|SGB33791
SRR33750958.13228612__1.13043030	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750958.13229057__1.13043472	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750958.13229503__1.13043916	UniClust90_HNBLJKFC00328|1__8|SGB128778
SRR33750958.13228972__1.13043387	UniClust90_MEABCEIN00888|1__7|SGB84078
SRR33750958.13229975__1.13044379	UniClust90_DPLIHBNC01385|4__12|SGB89725
SRR33750958.13230885__1.13045283	UniClust90_BNNPPPCD01503|1__14|SGB94640
SRR33750958.13231750__1.13046133	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750958.13233187__1.13047554	UniClust90_LLIEHLNH00543|1__8|SGB130007
SRR33750958.13233723__1.13048086	UniRef90_UPI001047DFE2|1__16|SGB34741
SRR33750958.13233945__1.13048304	UniRef90_A0A3D9MAB3|1__15|SGB23669
SRR33750958.13234578__1.13048930	UniClust90_JCMEFMGF03992|1__6|SGB74780
SRR33750958.13236167__1.13050501	UniClust90_DPJLILCC01622|1__9|SGB89725
SRR33750958.13236428__1.13050758	UniClust90_AMMJOKDD00944|1__4|SGB74780
SRR33750958.13236827__1.13051157	UniClust90_DBBCBONN01625|1__21|SGB126432
SRR33750958.13236831__1.13051161	UniRef90_A0A2V5ZK58|1__10|SGB84331
SRR33750958.13237232__1.13051556	UniClust90_OIPOEBPA04106|1__8|SGB84075
SRR33750958.13238959__1.13053264	UniClust90_OPLEJCPF00852|1__10|SGB125949
SRR33750958.13240342__1.13054625	UniClust90_NOMIGGEC01377|1__10|SGB125949
SRR33750958.13240752__1.13055030	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750958.13242458__1.13056723	UniClust90_DCJCBMEC04068|5__9|SGB122526
SRR33750958.13243533__1.13057787	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.13244245__1.13058488	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750958.13247195__1.13061400	UniClust90_GNADLFLM04121|1__21|SGB126432
SRR33750958.13247387__1.13061585	UniClust90_KPGCMLFP03268|1__7|SGB89408
SRR33750958.13247963__1.13062152	UniClust90_OCJAPFEA05580|1__8|SGB125949
SRR33750958.13248458__1.13062644	UniClust90_MIBHHFDL02965|1__11|SGB89387
SRR33750958.13248574__1.13062759	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750958.13249293__1.13063470	UniClust90_HGJNCPHJ04583|1__12|SGB125949
SRR33750958.13249710__1.13063886	UniClust90_KIMNEABG03122|1__8|SGB131913
SRR33750958.13250259__1.13064429	UniClust90_DPJLILCC00965|1__4|SGB89725
SRR33750958.13251393__1.13065553	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750958.13251465__1.13065624	UniClust90_DIAGDOFC02075|1__12|SGB127197
SRR33750958.13251516__1.13065675	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750958.13251585__1.13065743	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750958.13251891__1.13066047	UniClust90_PLNJEBMN01767|3__6|SGB133091
SRR33750958.13252874__1.13067015	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.13254209__1.13068339	UniRef90_A0A1Q7BSE5|1__6|SGB56640
SRR33750958.13254619__1.13068746	UniRef90_A0A1F2XUF3|1__5|SGB89423
