SRR33750957.1655__1.1620	UniRef90_A0A2V6AUU0|1__6|SGB52714
SRR33750957.2272215__2.2246273	UniRef90_A0A2V8KQ88|1__3|SGB17587
SRR33750957.2272599__2.2246654	UniRef90_A0A1Q6WXE6|1__7|SGB52720
SRR33750957.2272645__2.2246699	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750957.2273249__2.2247295	UniRef90_A0A2V8L1H1|1__5|SGB17587
SRR33750957.2275456__2.2249476	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750957.2275041__2.2249067	UniClust90_CKDECKMG00587|1__8|SGB133121
SRR33750957.2276688__2.2250694	UniClust90_PIHLJOEE04246|1__6|SGB84075
SRR33750957.2277458__2.2251457	UniClust90_EJAHAFID02835|1__6|SGB130007
SRR33750957.2279346__2.2253319	UniClust90_NKFDNCBD00695|1__16|SGB135184
SRR33750957.2281709__2.2255650	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750957.2282366__2.2256295	UniRef90_A0A2V5QL08|1__6|SGB52719
SRR33750957.2284048__2.2257960	UniClust90_ALPEOPJM01209|1__4|SGB84331
SRR33750957.2284583__2.2258491	UniClust90_BGMDAEJF01557|1__4|SGB122526
SRR33750957.2285150__2.2259052	UniClust90_DLOKBJPP00081|1__8|SGB131913
SRR33750957.2286735__2.2260619	UniClust90_DFFDBJFB01635|1__7|SGB125699
SRR33750957.2287145__2.2261023	UniClust90_DFFDBJFB01635|1__7|SGB125699
SRR33750957.2289106__2.2262965	UniClust90_PJKCPLGD00328|1__5|SGB89423
SRR33750957.2289990__2.2263840	UniClust90_IAFJOFII01433|1__3|SGB134112
SRR33750957.2290305__2.2264152	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.2291120__2.2264960	UniClust90_DLOKBJPP00235|1__8|SGB131913
SRR33750957.2292948__2.2266767	UniClust90_EOGAHIKI01003|1__13|SGB184486
SRR33750957.2293024__2.2266843	UniClust90_IDPAEINK00124|1__4|SGB89725
SRR33750957.2293169__2.2266986	UniClust90_PKNCJFOJ01291|5__10|SGB56640
SRR33750957.2293597__2.2267406	UniClust90_BOAKGFPK03829|1__15|SGB130909
SRR33750957.2293720__2.2267527	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750957.2294040__2.2267846	UniRef90_A0A2V6RR95|1__7|SGB56143
SRR33750957.2294999__2.2268797	UniClust90_AHMCBMKF01410|1__5|SGB89423
SRR33750957.2295395__2.2269185	UniRef90_A0A2V5YTW9|1__11|SGB52714
SRR33750957.2295525__2.2269314	UniRef90_A0A1Q7GAD9|1__4|SGB17587
SRR33750957.2295570__2.2269357	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750957.2296765__2.2270543	UniClust90_MEABCEIN01304|1__9|SGB84078
SRR33750957.2296791__2.2270569	UniClust90_PIHLJOEE02765|1__6|SGB84075
SRR33750957.2299240__2.2272993	UniRef90_A0A2V5JLZ2|1__7|SGB52720
SRR33750957.2299462__2.2273212	UniClust90_OJGLOKOM01578|1__6|SGB84075
SRR33750957.2299467__2.2273217	UniClust90_OEKPEMHO01569|1__10|SGB129874
SRR33750957.2299592__2.2273341	UniClust90_OEKPEMHO01569|1__10|SGB129874
SRR33750957.2299612__2.2273361	UniClust90_DJBDGBNB01993|1__5|SGB89725
SRR33750957.2300239__2.2273985	UniClust90_BGDHDLNA07468|1__6|SGB84075
SRR33750957.2300480__2.2274224	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750957.2301717__2.2275440	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750957.2303053__2.2276760	UniClust90_DEFNONOM00677|1__6|SGB56640
SRR33750957.2303823__2.2277519	UniClust90_JMFJJCJA02527|1__6|SGB130007
SRR33750957.2306766__2.2280431	UniRef90_A0A2V8IHI4|1__5|SGB17587
SRR33750957.2307372__2.2281035	UniClust90_EJFOFLBH00699|1__7|SGB133091
SRR33750957.2308578__2.2282232	UniClust90_JMFJJCJA04124|1__5|SGB130007
SRR33750957.2309802__2.2283441	UniClust90_LLIEHLNH01857|1__8|SGB130007
SRR33750957.2310208__2.2283845	UniClust90_EGBAJGJI00580|1__11|SGB126057
SRR33750957.2313928__2.2287525	UniRef90_A0A1I1S9F1|1__13|SGB8289
SRR33750957.2314511__2.2288104	UniClust90_IDPAEINK01080|1__5|SGB89725
SRR33750957.2315120__2.2288708	UniClust90_BOKHIPMC01249|1__5|SGB130007
SRR33750957.2317492__2.2291056	UniClust90_LACEKAON00692|1__11|SGB129874
SRR33750957.2317903__2.2291462	UniClust90_GEHFPKBH03668|1__6|SGB84075
SRR33750957.2318039__2.2291597	UniRef90_A0A1Q7BGM5|1__5|SGB73517
SRR33750957.2319243__2.2292785	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750957.2319364__2.2292905	UniRef90_A0A2V6AMR1|1__4|SGB52714
SRR33750957.2319918__2.2293451	UniClust90_JMFJJCJA04673|1__5|SGB130007
SRR33750957.2320470__2.2293999	UniClust90_DEFNONOM00486|1__5|SGB56640
SRR33750957.2325899__2.2299375	UniClust90_ODALAGMH01223|1__5|SGB89423
SRR33750957.2326388__2.2299860	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750957.2326390__2.2299862	UniRef90_A0A1Q7BTM4|1__15|SGB56640
SRR33750957.2326928__2.2300396	UniClust90_CBDKFAGD01173|1__10|SGB73712
SRR33750957.2327138__2.2300602	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750957.2327589__2.2301048	UniClust90_LACEKAON03261|1__11|SGB129874
SRR33750957.2328258__2.2301711	UniClust90_MEABCEIN01012|1__7|SGB84078
SRR33750957.2329361__2.2302804	UniRef90_A0A0U1NZ20|1__16|SGB7574
SRR33750957.2330027__2.2303464	UniClust90_LACEKAON03261|1__11|SGB129874
SRR33750957.2330530__2.2303961	UniRef90_A0A1Q7RVE2|1__7|SGB17587
SRR33750957.2330551__2.2303982	UniRef90_A0A2V5R756|2__7|SGB52719
SRR33750957.2330213__2.2303647	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750957.2332150__2.2305556	UniClust90_NMMIMHEL01664|1__4|SGB122683
SRR33750957.2332168__2.2305572	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.2333730__2.2307116	UniRef90_A0A1Q7RVE2|1__7|SGB17587
SRR33750957.2334541__2.2307922	UniClust90_PLNJEBMN00114|1__5|SGB133091
SRR33750957.2336720__2.2310088	UniClust90_OCJAPFEA01889|1__12|SGB125949
SRR33750957.2338225__2.2311578	UniClust90_LACEKAON03618|4__12|SGB129874
SRR33750957.2338291__2.2311644	UniClust90_FNPCGKEP01305|1__7|SGB84078
SRR33750957.2337477__2.2310834	UniClust90_EJAHAFID04658|1__9|SGB130007
SRR33750957.2339064__2.2312408	UniClust90_OALLKAFI04015|1__5|SGB84078
SRR33750957.2338927__2.2312273	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.2340820__2.2314130	UniRef90_A0A2V8L318|1__11|SGB17587
SRR33750957.2341667__2.2314964	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750957.2342452__2.2315740	UniClust90_INAHCMGI00753|1__12|SGB128685
SRR33750957.2342567__2.2315853	UniClust90_FABLHINO04485|1__6|SGB73718
SRR33750957.2343390__2.2316670	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750957.2344514__2.2317778	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750957.2345645__2.2318894	UniClust90_LACEKAON01989|1__19|SGB129874
SRR33750957.2346784__2.2320023	UniRef90_A0A2V5L7A3|1__7|SGB52720
SRR33750957.2346872__2.2320110	UniClust90_AMOCLKLN00224|1__7|SGB122683
SRR33750957.2347978__2.2321205	UniRef90_A0A1Q7BYF1|1__6|SGB73517
SRR33750957.2348707__2.2321930	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750957.2349950__2.2323160	UniRef90_A0A1Q7B849|1__4|SGB56640
SRR33750957.2350005__2.2323215	UniClust90_PIHLJOEE05668|1__7|SGB84075
SRR33750957.2350484__2.2323691	UniClust90_PPJAIDOO02802|1__6|SGB84075
SRR33750957.2350662__2.2323867	UniClust90_IMMCPGKG02094|1__14|SGB128778
SRR33750957.2350260__2.2323468	UniClust90_LOGOHNGJ01801|1__11|SGB126057
SRR33750957.2351174__2.2324374	UniClust90_DPLIHBNC00784|1__9|SGB89725
SRR33750957.2351405__2.2324602	UniClust90_DBMLCDNA05453|1__12|SGB130909
SRR33750957.2352756__2.2325937	UniClust90_NNEGPIJI01859|1__6|SGB127159
SRR33750957.2352967__2.2326145	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750957.2355260__2.2328418	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2355293__2.2328451	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2356781__2.2329921	UniRef90_A0A1Q7B7G5|1__8|SGB73517
SRR33750957.2357324__2.2330458	UniRef90_A0A1Q7NBV6|2__9|SGB17587
SRR33750957.2357359__2.2330493	UniClust90_OALLKAFI01589|1__6|SGB84078
SRR33750957.2357603__2.2330737	UniClust90_JBMBCDML00319|1__3|SGB89725
SRR33750957.2358088__2.2331218	UniClust90_LACEKAON02550|1__10|SGB129874
SRR33750957.2358445__2.2331569	UniClust90_FNPCGKEP00329|1__5|SGB84078
SRR33750957.2357697__2.2330830	UniClust90_OPLEJCPF04706|1__9|SGB125949
SRR33750957.2358701__2.2331821	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750957.2360254__2.2333356	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2360307__2.2333409	UniClust90_BOKHIPMC00669|1__11|SGB130007
SRR33750957.2360648__2.2333747	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750957.2361384__2.2334475	UniRef90_A0A2V8K9Y1|4__12|SGB22097
SRR33750957.2362627__2.2335707	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750957.2363363__2.2336434	UniClust90_NNEGPIJI01859|1__6|SGB127159
SRR33750957.2363421__2.2336492	UniClust90_JHNMEHIJ05018|1__8|SGB56640
SRR33750957.2363473__2.2336544	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750957.2363287__2.2336359	UniRef90_A0A1Q7B874|1__5|SGB56640
SRR33750957.2363711__2.2336781	UniClust90_BODOLCOE00974|3__7|SGB89423
SRR33750957.2363459__2.2336530	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750957.2364572__2.2337633	UniRef90_A0A1Q8BDU9|2__8|SGB17587
SRR33750957.2365308__2.2338359	UniClust90_IJHKGIGD02716|1__10|SGB128471
SRR33750957.2365311__2.2338362	UniClust90_IJHKGIGD02716|1__10|SGB128471
SRR33750957.2366738__2.2339761	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750957.2367630__2.2340644	UniClust90_IOFPBIHC01994|1__9|SGB130007
SRR33750957.2367185__2.2340204	UniClust90_IBMDDACE01329|1__10|SGB128778
SRR33750957.2367493__2.2340508	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.2368159__2.2341168	UniRef90_A0A1Q8BDF9|1__9|SGB17587
SRR33750957.2367938__2.2340947	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750957.2369242__2.2342242	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750957.2370116__2.2343112	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750957.2370472__2.2343463	UniRef90_A0A1Q8B6F9|1__6|SGB17587
SRR33750957.2373845__2.2346794	UniClust90_BOKHIPMC03426|1__8|SGB130007
SRR33750957.2374724__2.2347665	UniRef90_A0A0Q7TLA0|1__9|SGB89408
SRR33750957.2376250__2.2349180	UniClust90_EMIDINFL01992|1__11|SGB73712
SRR33750957.2376479__2.2349408	UniClust90_CMJGEBLA02782|1__8|SGB89408
SRR33750957.2378269__2.2351176	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750957.2378192__2.2351102	UniClust90_LAOIKIBA00752|1__4|SGB126014
SRR33750957.2378908__2.2351809	UniClust90_GFHGLNMO01431|1__4|SGB133091
SRR33750957.2379185__2.2352084	UniClust90_OJGLOKOM02226|1__9|SGB84075
SRR33750957.2379120__2.2352019	UniClust90_HGAMACDH01496|1__9|SGB128778
SRR33750957.2380309__2.2353195	UniRef90_A0A1Q7B6A6|1__9|SGB56638
SRR33750957.2380356__2.2353242	UniRef90_A0A2A8SCS1|4__10|SGB7708
SRR33750957.2380939__2.2353822	UniClust90_BGDHDLNA01032|1__5|SGB84075
SRR33750957.2381495__2.2354375	UniClust90_LLIEHLNH01378|1__5|SGB130007
SRR33750957.2381809__2.2354686	UniClust90_LLIEHLNH02640|1__5|SGB130007
SRR33750957.2383829__2.2356688	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750957.2383921__2.2356780	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750957.2384916__2.2357765	UniClust90_OEKPEMHO02014|1__9|SGB129874
SRR33750957.2385193__2.2358042	UniClust90_NOMIGGEC03977|1__9|SGB125949
SRR33750957.2385982__2.2358821	UniClust90_DCOEIGHC00639|1__6|SGB89423
SRR33750957.2387337__2.2360163	UniClust90_JKONEDMA03796|1__5|SGB130007
SRR33750957.2387441__2.2360265	UniClust90_LGJBDPMI02476|1__6|SGB133334
SRR33750957.2389492__2.2362295	UniClust90_GGBJCGHK03406|1__16|SGB89892
SRR33750957.2390837__2.2363629	UniClust90_CMEKGFCC00942|1__8|SGB127159
SRR33750957.2391128__2.2363917	UniClust90_MELOLLPK00093|1__6|SGB133334
SRR33750957.2392467__2.2365249	UniClust90_GMKONCKM01113|1__5|SGB89423
SRR33750957.2392480__2.2365262	UniClust90_GMKONCKM01113|1__5|SGB89423
SRR33750957.2393506__2.2366276	UniClust90_GMEAMNGB00164|1__13|SGB134112
SRR33750957.2393572__2.2366342	UniClust90_DONCHACG01846|1__10|SGB73712
SRR33750957.2393738__2.2366507	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750957.2393755__2.2366523	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750957.2395253__2.2368003	UniClust90_AOMEFECO01387|5__13|SGB133090
SRR33750957.2396168__2.2368907	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750957.2396337__2.2369076	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750957.2396710__2.2369447	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750957.2397838__2.2370565	UniClust90_IMMCPGKG02021|1__7|SGB128778
SRR33750957.2398017__2.2370740	UniClust90_DPLIHBNC01349|1__19|SGB89725
SRR33750957.2398081__2.2370802	UniClust90_MDGCCGDH01361|1__8|SGB56640
SRR33750957.2399203__2.2371917	UniClust90_KAOLHNMA02533|4__10|SGB73609
SRR33750957.2399406__2.2372119	UniClust90_AHPFANAF03764|1__5|SGB133354
SRR33750957.2400292__2.2372995	UniRef90_A0A2V8KDW3|4__8|SGB17587
SRR33750957.2401795__2.2374479	UniClust90_ENCMJEIO00356|1__16|SGB87004
SRR33750957.2402482__2.2375162	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750957.2402677__2.2375355	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750957.2404147__2.2376815	UniClust90_BOAKGFPK00529|1__14|SGB130909
SRR33750957.2404501__2.2377165	UniClust90_EHIAFBHG00778|1__7|SGB128778
SRR33750957.2407378__2.2380007	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750957.2407899__2.2380526	UniClust90_BDGBANDJ00138|1__10|SGB127159
SRR33750957.2410294__2.2382891	UniClust90_DLOKBJPP01084|1__4|SGB131913
SRR33750957.2410962__2.2383554	UniRef90_A0A2V6DF73|1__15|SGB22169
SRR33750957.2411390__2.2383977	UniClust90_CMHDMJOM01131|4__9|SGB56640
SRR33750957.2411475__2.2384062	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750957.2413656__2.2386221	UniRef90_A0A1Q7BYS5|1__6|SGB56640
SRR33750957.2413936__2.2386495	UniClust90_OECKFAOL00951|1__9|SGB89423
SRR33750957.2413948__2.2386507	UniClust90_JKONEDMA00207|1__6|SGB130007
SRR33750957.2414629__2.2387182	UniClust90_PPJAIDOO03992|1__7|SGB84075
SRR33750957.2416633__2.2389167	UniClust90_EDBNNBOB00316|1__5|SGB56640
SRR33750957.2416918__2.2389450	UniClust90_NHHHKJJE00160|1__13|SGB125949
SRR33750957.2418033__2.2390559	UniClust90_PIHLJOEE05668|1__7|SGB84075
SRR33750957.2419599__2.2392112	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750957.2421068__2.2393566	UniClust90_FOJGPGMP01307|1__10|SGB133334
SRR33750957.2423077__2.2395544	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750957.2428912__2.2401336	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750957.2428830__2.2401254	UniRef90_A0A2V8KXH3|1__9|SGB17587
SRR33750957.2429788__2.2402200	UniRef90_A0A1Q7BQI0|1__7|SGB56640
SRR33750957.2429965__2.2402373	UniClust90_IMMCPGKG00744|1__10|SGB128778
SRR33750957.2430250__2.2402655	UniClust90_HMPPKHGP01288|1__7|SGB133091
SRR33750957.2430946__2.2403349	UniClust90_MGMAIHDG02458|1__5|SGB128178
SRR33750957.2431945__2.2404346	UniRef90_B9XAI7|1__23|SGB8678
SRR33750957.2433606__2.2405997	UniClust90_LJMOGHMP00580|1__13|SGB128778
SRR33750957.2433904__2.2406291	UniClust90_PKNCJFOJ01144|1__7|SGB56640
SRR33750957.2434180__2.2406564	UniClust90_NMMPJMDJ02951|1__4|SGB122683
SRR33750957.2435465__2.2407837	UniRef90_A0A2V8U719|1__20|SGB54509
SRR33750957.2435852__2.2408219	UniClust90_BOAKGFPK05114|1__19|SGB130909
SRR33750957.2436060__2.2408427	UniClust90_IMMCPGKG01619|1__8|SGB128778
SRR33750957.2437199__2.2409551	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750957.2438293__2.2410630	UniClust90_EEMCGFAP00619|1__20|SGB128685
SRR33750957.2438451__2.2410787	UniClust90_PPJAIDOO00352|1__6|SGB84075
SRR33750957.2438452__2.2410788	UniClust90_OCJAPFEA03769|1__15|SGB125949
SRR33750957.2440280__2.2412603	UniRef90_A0A3N5VDA6|1__3|SGB74789
SRR33750957.2440110__2.2412434	UniClust90_JJIPPMBI01329|9__13|SGB133090
SRR33750957.2441424__2.2413734	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750957.2442334__2.2414634	UniClust90_NIPOKJEO02152|1__9|SGB130183
SRR33750957.2442773__2.2415069	UniRef90_A0A2V8GTH9|1__13|SGB17587
SRR33750957.2443097__2.2415389	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750957.2443271__2.2415563	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750957.2443384__2.2415676	UniClust90_IDPAEINK02213|7__13|SGB89725
SRR33750957.2443173__2.2415465	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750957.2443667__2.2415957	UniClust90_IBMDDACE00584|7__22|SGB128778
SRR33750957.2444731__2.2417015	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2444925__2.2417206	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750957.2446044__2.2418314	UniClust90_ADNPOEOK04513|1__11|SGB73712
SRR33750957.2446090__2.2418360	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2445643__2.2417917	UniClust90_EJAHAFID01041|7__11|SGB130007
SRR33750957.2449326__2.2421559	UniRef90_A0A1Q7XDW9|1__3|SGB46343
SRR33750957.2449428__2.2421660	UniClust90_JINICEGA01527|1__8|SGB89423
SRR33750957.2450558__2.2422781	UniClust90_HNBLJKFC00895|1__8|SGB128778
SRR33750957.2451411__2.2423627	UniClust90_NHINAJKP00322|1__12|SGB128201
SRR33750957.2452019__2.2424234	UniClust90_DMLEJDCP02629|1__17|SGB86620
SRR33750957.2452627__2.2424836	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750957.2453135__2.2425340	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750957.2453123__2.2425328	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750957.2454221__2.2426419	UniClust90_AOMEFECO01623|2__6|SGB133090
SRR33750957.2454702__2.2426895	UniClust90_CJCGEBBP00414|1__15|SGB55930
SRR33750957.2454812__2.2427004	UniClust90_IMMCPGKG02094|1__14|SGB128778
SRR33750957.2454991__2.2427180	UniClust90_DCOEIGHC00639|1__6|SGB89423
SRR33750957.2454985__2.2427174	UniClust90_OALLKAFI02755|1__10|SGB84078
SRR33750957.2455607__2.2427787	UniClust90_LACEKAON00977|2__16|SGB129874
SRR33750957.2455942__2.2428121	UniClust90_KKIMMIEP00978|1__16|SGB131083
SRR33750957.2455975__2.2428154	UniClust90_ENCMJEIO07158|1__16|SGB87004
SRR33750957.2457539__2.2429707	UniClust90_KIHGAKFE00146|1__9|SGB128778
SRR33750957.2457746__2.2429914	UniRef90_A0A357CLP1|3__7|SGB133091
SRR33750957.2457647__2.2429815	UniClust90_OEKPEMHO01393|1__17|SGB129874
SRR33750957.2459261__2.2431422	UniRef90_A0A357CLP1|3__7|SGB133091
SRR33750957.2459661__2.2431820	UniClust90_PFBNAPOO00639|1__3|SGB89423
SRR33750957.2459806__2.2431961	UniClust90_PLNJEBMN00829|1__6|SGB133091
SRR33750957.2459244__2.2431405	UniClust90_HMPPKHGP01288|1__7|SGB133091
SRR33750957.2459464__2.2431624	UniClust90_CLKGBKMO01075|1__4|SGB56638
SRR33750957.2460369__2.2432523	UniRef90_A0A3N5V553|1__3|SGB74789
SRR33750957.2462049__2.2434184	UniClust90_PFCPNLMC04220|1__7|SGB73694
SRR33750957.2464763__2.2436869	UniClust90_OEKPEMHO01569|1__10|SGB129874
SRR33750957.2465483__2.2437583	UniClust90_JKKHKAPH03292|2__8|SGB89408
SRR33750957.2465485__2.2437585	UniClust90_JKKHKAPH03292|2__8|SGB89408
SRR33750957.2465635__2.2437732	UniRef90_A0A1Q7B4L6|1__6|SGB56640
SRR33750957.2466224__2.2438317	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750957.2467088__2.2439170	UniClust90_HNBLJKFC00893|1__10|SGB128778
SRR33750957.2467599__2.2439675	UniClust90_KIHGAKFE01694|1__13|SGB128778
SRR33750957.2468122__2.2440194	UniClust90_EJFOFLBH00374|1__3|SGB133091
SRR33750957.2468159__2.2440231	UniClust90_ANDLCEDJ01492|11__18|SGB133091
SRR33750957.2469266__2.2441329	UniClust90_ANDLCEDJ02046|5__8|SGB133091
SRR33750957.2470046__2.2442102	UniClust90_ANDLCEDJ02046|5__8|SGB133091
SRR33750957.2471379__2.2443430	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750957.2471412__2.2443463	UniRef90_A0A2V8KXH7|1__8|SGB17587
SRR33750957.2472452__2.2444494	UniClust90_HOPPLHLN00150|1__9|SGB128471
SRR33750957.2473174__2.2445206	UniClust90_OHDNDPPA04220|1__11|SGB128685
SRR33750957.2474043__2.2446070	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750957.2476071__2.2448081	UniClust90_EMAEKJAG00080|1__21|SGB128987
SRR33750957.2477503__2.2449500	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750957.2478775__2.2450762	UniClust90_MEABCEIN01411|1__6|SGB84078
SRR33750957.2478776__2.2450763	UniClust90_DBMLCDNA00401|1__19|SGB130909
SRR33750957.2479150__2.2451134	UniClust90_JKONEDMA00794|1__6|SGB130007
SRR33750957.2480629__2.2452601	UniRef90_V6IWY4|1__10|SGB8278
SRR33750957.2481097__2.2453067	UniClust90_HKBIJJBK02234|1__26|SGB110990
SRR33750957.2482445__2.2454403	UniClust90_GMEAMNGB02094|1__9|SGB134112
SRR33750957.2484498__2.2456448	UniClust90_PIHLJOEE04721|1__6|SGB84075
SRR33750957.2484661__2.2456611	UniClust90_NMMIMHEL00038|1__6|SGB122683
SRR33750957.2485430__2.2457371	UniClust90_OFJJKHAK02843|1__6|SGB84078
SRR33750957.2487441__2.2459365	UniClust90_HNBLJKFC01725|1__11|SGB128778
SRR33750957.2487916__2.2459839	UniClust90_HNBLJKFC01725|1__11|SGB128778
SRR33750957.2487973__2.2459896	UniClust90_HNBLJKFC01725|1__11|SGB128778
SRR33750957.2490028__2.2461931	UniRef90_A0A1I2E1U7|1__10|SGB8289
SRR33750957.2490193__2.2462096	UniClust90_HGAMACDH00962|1__7|SGB128778
SRR33750957.2490362__2.2462262	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750957.2492357__2.2464242	UniClust90_LCPAKKFI02440|1__7|SGB128178
SRR33750957.2493363__2.2465243	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750957.2493492__2.2465370	UniClust90_BGDHDLNA04491|1__13|SGB84075
SRR33750957.2493786__2.2465663	UniClust90_PJGBCOLC04239|1__18|SGB127291
SRR33750957.2494298__2.2466174	UniClust90_LOGOHNGJ00612|1__13|SGB126057
SRR33750957.2494527__2.2466401	UniClust90_LACEKAON00974|1__10|SGB129874
SRR33750957.2495014__2.2466888	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750957.2495515__2.2467383	UniRef90_A0A1Q7FLD3|1__4|SGB17587
SRR33750957.2495474__2.2467343	UniRef90_A0A2V6LGB0|2__6|SGB52714
SRR33750957.2496181__2.2468047	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750957.2498618__2.2470465	UniRef90_A0A1Q8B9M3|1__7|SGB17587
SRR33750957.2501450__2.2473265	UniRef90_A0A2V5SH95|1__3|SGB52719
SRR33750957.2504051__2.2475820	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750957.2504802__2.2476562	UniRef90_A0A2V8U5Z6|1__16|SGB54509
SRR33750957.2508111__2.2479828	UniClust90_EJAHAFID00710|1__7|SGB130007
SRR33750957.2508287__2.2479999	UniClust90_ANKLIGBF01736|1__9|SGB133334
SRR33750957.2509242__2.2480939	UniClust90_CBDKFAGD00617|1__16|SGB73712
SRR33750957.2509524__2.2481213	UniClust90_GMEAMNGB01192|1__5|SGB134112
SRR33750957.2510109__2.2481789	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750957.2510167__2.2481847	UniClust90_DPJLILCC02166|1__5|SGB89725
SRR33750957.2510932__2.2482598	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750957.2511165__2.2482824	UniClust90_GMEAMNGB01192|1__5|SGB134112
SRR33750957.2513545__2.2485170	UniClust90_ICLCAGBO02788|1__6|SGB131913
SRR33750957.2513994__2.2485612	UniRef90_A0A1Q7NBV6|2__9|SGB17587
SRR33750957.2514072__2.2485690	UniClust90_JONPJDIE02004|1__5|SGB56638
SRR33750957.2514932__2.2486534	UniClust90_GFFNGEKC03887|1__6|SGB56640
SRR33750957.2515808__2.2487397	UniClust90_NPCMNNGD04037|1__23|SGB130909
SRR33750957.2515980__2.2487566	UniRef90_UPI000400EF3F|1__7|SGB31987
SRR33750957.2516352__2.2487934	UniClust90_LJMOGHMP01238|1__10|SGB128778
SRR33750957.2516645__2.2488223	UniClust90_DBMLCDNA03603|1__12|SGB130909
SRR33750957.2516839__2.2488415	UniClust90_OEKPEMHO01566|1__13|SGB129874
SRR33750957.2516851__2.2488427	UniClust90_BGDHDLNA05938|1__15|SGB84075
SRR33750957.2516751__2.2488328	UniClust90_LJMOGHMP01675|1__8|SGB128778
SRR33750957.2519503__2.2491039	UniClust90_DIBLBONP00786|2__6|SGB84078
