SRR33750934.1002__1.987	UniRef90_A0A1Q7B5C4|2__6|SGB56640
SRR33750934.4794736__2.4734394	UniClust90_DPANJKLD03818|3__10|SGB122661
SRR33750934.4794755__2.4734413	UniClust90_KIHGAKFE00601|1__10|SGB128778
SRR33750934.4796001__2.4735648	UniRef90_A0A1Q7BHU7|1__5|SGB56640
SRR33750934.4796905__2.4736540	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750934.4797076__2.4736709	UniClust90_MEABCEIN01555|1__3|SGB84078
SRR33750934.4799160__2.4738768	UniClust90_PEMFFBNE00475|1__8|SGB74789
SRR33750934.4801352__2.4740934	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750934.4802770__2.4742341	UniRef90_A0A2V6D8R6|6__9|SGB52727
SRR33750934.4802818__2.4742389	UniClust90_OOJDGJFL02188|3__9|SGB74789
SRR33750934.4803553__2.4743113	UniClust90_IBMDDACE00639|1__15|SGB128778
SRR33750934.4803861__2.4743420	UniClust90_IPBGJNGD02076|1__13|SGB89408
SRR33750934.4804197__2.4743756	UniClust90_JKKHKAPH04527|1__12|SGB89408
SRR33750934.4805104__2.4744652	UniClust90_OJGLOKOM00757|1__6|SGB84075
SRR33750934.4806346__2.4745885	UniClust90_KPGCMLFP00719|1__10|SGB89408
SRR33750934.4806644__2.4746180	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750934.4806677__2.4746213	UniClust90_HGFGGOBL01562|1__7|SGB84331
SRR33750934.4806028__2.4745569	UniClust90_DCJCBMEC00256|1__6|SGB122526
SRR33750934.4806862__2.4746398	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750934.4808050__2.4747575	UniClust90_PPJAIDOO02958|1__8|SGB84075
SRR33750934.4808375__2.4747900	UniClust90_IOFPBIHC03175|1__5|SGB130007
SRR33750934.4808966__2.4748481	UniClust90_JMJHPHJK01852|1__8|SGB134112
SRR33750934.4811339__2.4750828	UniClust90_GIDCBJMF00671|1__4|SGB134112
SRR33750934.4811733__2.4751215	UniClust90_HBCNFADG01134|3__9|SGB74789
SRR33750934.4812029__2.4751507	UniClust90_EJAHAFID01736|1__5|SGB130007
SRR33750934.4812590__2.4752062	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750934.4812901__2.4752371	UniClust90_JMFJJCJA01596|1__6|SGB130007
SRR33750934.4812987__2.4752456	UniClust90_OOJLFJAP00494|1__6|SGB89423
SRR33750934.4813413__2.4752879	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750934.4813459__2.4752925	UniRef90_A0A3D5DKK3|1__6|SGB130007
SRR33750934.4815378__2.4754820	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750934.4816690__2.4756121	UniRef90_A0A2A8SDZ3|1__6|SGB7708
SRR33750934.4818786__2.4758193	UniClust90_FNPCGKEP00677|1__7|SGB84078
SRR33750934.4820015__2.4759405	UniClust90_HOJMKAEI03587|1__19|SGB132160
SRR33750934.4820119__2.4759507	UniRef90_A0A2V5TCR2|1__14|SGB52719
SRR33750934.4821048__2.4760424	UniClust90_FCKBNHJJ01150|1__8|SGB86769
SRR33750934.4821177__2.4760553	UniClust90_JHDCGHEC00819|1__6|SGB56104
SRR33750934.4820801__2.4760182	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750934.4821451__2.4760823	UniClust90_FNPCGKEP04507|4__7|SGB84078
SRR33750934.4821972__2.4761340	UniClust90_JHDCGHEC00819|1__6|SGB56104
SRR33750934.4823025__2.4762382	UniClust90_HFNDKKKP00391|1__5|SGB74789
SRR33750934.4822440__2.4761802	UniClust90_EJAHAFID00269|1__7|SGB130007
SRR33750934.4824294__2.4763642	UniClust90_LLIEHLNH02655|1__7|SGB130007
SRR33750934.4827579__2.4766892	UniClust90_EFEMIJHI01076|1__8|SGB89423
SRR33750934.4830248__2.4769537	UniClust90_FNPCGKEP00327|4__9|SGB84078
SRR33750934.4830476__2.4769764	UniClust90_PIJGIFJB00161|1__8|SGB89423
SRR33750934.4830738__2.4770021	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750934.4830748__2.4770031	UniClust90_GEHFPKBH03668|1__6|SGB84075
SRR33750934.4830882__2.4770163	UniRef90_A0A1I1Z1W8|1__13|SGB8289
SRR33750934.4831566__2.4770842	UniClust90_IMMCPGKG02024|1__20|SGB128778
SRR33750934.4832062__2.4771334	UniRef90_A0A3D5DM36|1__8|SGB130007
SRR33750934.4833337__2.4772597	UniClust90_EDNFDLAG01851|1__6|SGB84078
SRR33750934.4833524__2.4772780	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.4833662__2.4772918	UniClust90_PPJAIDOO02802|1__6|SGB84075
SRR33750934.4834107__2.4773358	UniRef90_A0A388RKL9|1__10|SGB179384
SRR33750934.4834887__2.4774130	UniClust90_ICLCAGBO00464|1__8|SGB131913
SRR33750934.4835036__2.4774277	UniClust90_JKKHKAPH00965|7__20|SGB89408
SRR33750934.4837801__2.4777009	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750934.4838063__2.4777269	UniClust90_PLNJEBMN01753|7__10|SGB133091
SRR33750934.4838045__2.4777251	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750934.4838297__2.4777501	UniClust90_AEJHOBEL02613|1__5|SGB73699
SRR33750934.4838913__2.4778108	UniClust90_FNPCGKEP01967|1__7|SGB84078
SRR33750934.4840148__2.4779319	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750934.4840393__2.4779562	UniClust90_OCJAPFEA04785|1__10|SGB125949
SRR33750934.4840930__2.4780085	UniClust90_MEABCEIN01304|1__9|SGB84078
SRR33750934.4841608__2.4780754	UniClust90_AICCGNAA02408|1__12|SGB129206
SRR33750934.4842088__2.4781219	UniRef90_A0A2V6C5F3|1__7|SGB22169
SRR33750934.4843413__2.4782527	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750934.4844454__2.4783546	UniClust90_PKNCJFOJ01377|3__6|SGB56640
SRR33750934.4844494__2.4783586	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.4844515__2.4783607	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.4846345__2.4785411	UniClust90_LLEBNNCN02129|1__5|SGB130045
SRR33750934.4847984__2.4787026	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750934.4849260__2.4788285	UniClust90_PPJAIDOO03507|1__5|SGB84075
SRR33750934.4851067__2.4790066	UniRef90_A0A1Q8B9C4|1__9|SGB17587
SRR33750934.4851119__2.4790115	UniClust90_PPJAIDOO03052|1__7|SGB84075
SRR33750934.4852974__2.4791950	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750934.4853018__2.4791993	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750934.4853289__2.4792262	UniRef90_A0A2V8KPJ5|1__6|SGB17587
SRR33750934.4854657__2.4793611	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750934.4854932__2.4793885	UniClust90_GPDICDPN01244|1__3|SGB89423
SRR33750934.4854865__2.4793818	UniClust90_GPDICDPN01244|1__3|SGB89423
SRR33750934.4855091__2.4794041	UniClust90_AGBJGNAA00057|1__5|SGB74789
SRR33750934.4855413__2.4794358	UniClust90_OPLEJCPF04122|1__10|SGB125949
SRR33750934.4855938__2.4794879	UniClust90_DAODNPOA01111|1__3|SGB89725
SRR33750934.4855601__2.4794546	UniClust90_OJGLOKOM02225|1__9|SGB84075
SRR33750934.4856942__2.4795869	UniClust90_EJAHAFID02026|1__8|SGB130007
SRR33750934.4858210__2.4797123	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.4858528__2.4797436	UniClust90_CJJELLGD00319|1__6|SGB84331
SRR33750934.4859832__2.4798713	UniClust90_PEBAJCBJ05387|4__20|SGB82427
SRR33750934.4860688__2.4799557	UniClust90_FNPCGKEP03897|2__6|SGB84078
SRR33750934.4861201__2.4800064	UniClust90_FPONEHLO01156|1__7|SGB86769
SRR33750934.4862921__2.4801764	UniClust90_MDILPPEF00618|1__5|SGB89423
SRR33750934.4863607__2.4802439	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750934.4863720__2.4802551	UniRef90_A0A1Q7J9K3|4__11|SGB84078
SRR33750934.4863779__2.4802608	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750934.4864087__2.4802913	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750934.4864249__2.4803073	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750934.4865470__2.4804278	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750934.4866473__2.4805269	UniClust90_MDGCCGDH03758|1__9|SGB56640
SRR33750934.4866710__2.4805505	UniRef90_A0A2V8GTH9|1__13|SGB17587
SRR33750934.4867503__2.4806285	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750934.4867642__2.4806422	UniClust90_BDNGBGFH02245|1__9|SGB125634
SRR33750934.4867742__2.4806520	UniClust90_ADGGMJFC00385|1__6|SGB74789
SRR33750934.4868015__2.4806787	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750934.4868019__2.4806791	UniClust90_IOFPBIHC03763|1__9|SGB130007
SRR33750934.4868134__2.4806903	UniClust90_IDPAEINK00796|1__6|SGB89725
SRR33750934.4868349__2.4807117	UniClust90_FKNELLKK00634|1__5|SGB122683
SRR33750934.4867608__2.4806388	UniClust90_BDNGBGFH02245|1__9|SGB125634
SRR33750934.4868327__2.4807095	UniClust90_PIJGIFJB02288|1__4|SGB89423
SRR33750934.4868397__2.4807165	UniClust90_IDPAEINK00796|1__6|SGB89725
SRR33750934.4870313__2.4809060	UniClust90_LAIOJIGH00940|1__6|SGB122683
SRR33750934.4873476__2.4812179	UniRef90_A0A2V6AV99|1__5|SGB52714
SRR33750934.4873492__2.4812195	UniClust90_OOJLFJAP01027|1__6|SGB89423
SRR33750934.4873281__2.4811988	UniClust90_IDPAEINK02216|1__6|SGB89725
SRR33750934.4874428__2.4813119	UniClust90_IDPAEINK02216|1__6|SGB89725
SRR33750934.4874653__2.4813344	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750934.4874922__2.4813610	UniClust90_DPLIHBNC01508|1__5|SGB89725
SRR33750934.4875789__2.4814463	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750934.4877109__2.4815770	UniRef90_A0A2V8CUV8|1__14|SGB24078
SRR33750934.4877221__2.4815879	UniClust90_NOHGIMHJ00868|1__5|SGB74789
SRR33750934.4877296__2.4815953	UniRef90_A0A2V8CUV8|1__14|SGB24078
SRR33750934.4880300__2.4818926	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750934.4880626__2.4819243	UniClust90_HGJNCPHJ01376|1__12|SGB125949
SRR33750934.4880697__2.4819313	UniClust90_NHHHKJJE00275|1__12|SGB125949
SRR33750934.4882773__2.4821369	UniClust90_ENCMJEIO07822|1__23|SGB87004
SRR33750934.4883162__2.4821748	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750934.4883073__2.4821660	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750934.4883450__2.4822029	UniClust90_BDGBANDJ03310|1__8|SGB127159
SRR33750934.4884079__2.4822645	UniClust90_OPLEJCPF03755|1__10|SGB125949
SRR33750934.4884148__2.4822711	UniClust90_DPLIHBNC00819|1__6|SGB89725
SRR33750934.4885393__2.4823946	UniClust90_HGJNCPHJ03693|1__9|SGB125949
SRR33750934.4888172__2.4826695	UniClust90_EGGMCINA01100|1__26|SGB131808
SRR33750934.4888786__2.4827303	UniRef90_A0A2A8S8T2|1__5|SGB7708
SRR33750934.4889828__2.4828331	UniClust90_JONPJDIE01998|1__3|SGB56638
SRR33750934.4890645__2.4829131	UniClust90_EKCLMAKM02393|1__10|SGB89408
SRR33750934.4890891__2.4829375	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.4891713__2.4830184	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.4891852__2.4830323	UniClust90_KIHGAKFE00146|1__9|SGB128778
SRR33750934.4892122__2.4830587	UniClust90_EJAHAFID02739|1__11|SGB130007
SRR33750934.4892403__2.4830863	UniClust90_KPGCMLFP03802|1__8|SGB89408
SRR33750934.4892765__2.4831220	UniClust90_OPLEJCPF01504|1__12|SGB125949
SRR33750934.4893817__2.4832257	UniClust90_NHHHKJJE02678|1__9|SGB125949
SRR33750934.4895853__2.4834261	UniClust90_JMFJJCJA05536|1__5|SGB130007
SRR33750934.4896142__2.4834545	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750934.4898648__2.4837023	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750934.4899390__2.4837757	UniClust90_OCJAPFEA00140|1__12|SGB125949
SRR33750934.4899550__2.4837915	UniClust90_ELBNJALK00495|1__4|SGB74789
SRR33750934.4900473__2.4838827	UniClust90_IABCABEO02227|1__8|SGB74789
SRR33750934.4901810__2.4840147	UniClust90_BOKHIPMC04801|1__7|SGB130007
SRR33750934.4902117__2.4840449	UniClust90_OEKPEMHO02809|1__12|SGB129874
SRR33750934.4903512__2.4841830	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750934.4903679__2.4841996	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750934.4903104__2.4841428	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.4903822__2.4842139	UniClust90_HMPPKHGP01440|1__5|SGB133091
SRR33750934.4904335__2.4842646	UniClust90_EDNFDLAG01057|1__6|SGB84078
SRR33750934.4903598__2.4841916	UniClust90_PICJGFGP01664|1__4|SGB89423
SRR33750934.4904498__2.4842808	UniClust90_FNPCGKEP00735|1__6|SGB84078
SRR33750934.4904542__2.4842849	UniClust90_FNPCGKEP00735|1__6|SGB84078
SRR33750934.4905089__2.4843389	UniClust90_PIHLJOEE05270|1__7|SGB84075
SRR33750934.4906559__2.4844839	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750934.4908007__2.4846268	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.4908989__2.4847238	UniClust90_ICLCAGBO02507|1__5|SGB131913
SRR33750934.4913297__2.4851501	UniClust90_LCIBFGAE02240|1__8|SGB127159
SRR33750934.4915532__2.4853704	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750934.4916077__2.4854241	UniClust90_NHHHKJJE01704|1__11|SGB125949
SRR33750934.4916465__2.4854622	UniRef90_A0A2V6DIZ4|1__9|SGB22169
SRR33750934.4916592__2.4854747	UniClust90_EBKBLHBP00589|1__6|SGB133090
SRR33750934.4916657__2.4854811	UniClust90_ANDLCEDJ01887|1__5|SGB133091
SRR33750934.4917363__2.4855504	UniClust90_OOJDGJFL01891|1__6|SGB74789
SRR33750934.4918418__2.4856548	UniClust90_NHHHKJJE01409|1__11|SGB125949
SRR33750934.4918419__2.4856549	UniRef90_A0A2V8H668|1__5|SGB17587
SRR33750934.4918393__2.4856523	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750934.4918773__2.4856899	UniClust90_IBMDDACE00584|7__22|SGB128778
SRR33750934.4919052__2.4857177	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750934.4919279__2.4857402	UniClust90_KDDPKKIL02422|1__8|SGB128471
SRR33750934.4920874__2.4858972	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.4922545__2.4860615	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750934.4922566__2.4860636	UniClust90_EKCLMAKM04097|1__10|SGB89408
SRR33750934.4922767__2.4860836	UniClust90_BGDHDLNA01428|1__5|SGB84075
SRR33750934.4923796__2.4861855	UniClust90_EKCLMAKM04097|1__10|SGB89408
SRR33750934.4923797__2.4861856	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750934.4923861__2.4861920	UniClust90_EKCLMAKM04097|1__10|SGB89408
SRR33750934.4924128__2.4862181	UniClust90_HAPCEGOL07175|1__22|SGB176228
SRR33750934.4925530__2.4863568	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750934.4926768__2.4864789	UniRef90_A0A1Q7JXR3|1__6|SGB56062
SRR33750934.4927759__2.4865763	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750934.4927882__2.4865885	UniClust90_FDLBAGNP02519|1__16|SGB154077
SRR33750934.4927844__2.4865847	UniClust90_EJAHAFID02780|1__7|SGB130007
SRR33750934.4928421__2.4866419	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750934.4928814__2.4866808	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750934.4929319__2.4867307	UniClust90_PEMFFBNE00680|1__7|SGB74789
SRR33750934.4929526__2.4867511	UniRef90_A0A1Q7BEL8|1__7|SGB56640
SRR33750934.4931484__2.4869450	UniClust90_MDGCCGDH01928|1__5|SGB56640
SRR33750934.4930574__2.4868550	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750934.4931448__2.4869414	UniClust90_OPLEJCPF03224|1__11|SGB125949
SRR33750934.4932028__2.4869985	UniClust90_LMGOGHNA02110|1__7|SGB74789
SRR33750934.4932363__2.4870313	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.4933437__2.4871377	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.4933254__2.4871197	UniClust90_HMPPKHGP01570|3__8|SGB133091
SRR33750934.4935080__2.4872999	UniClust90_IDKECNGD01292|1__5|SGB74789
SRR33750934.4935139__2.4873058	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.4934716__2.4872643	UniClust90_LLIEHLNH00544|1__6|SGB130007
SRR33750934.4935690__2.4873604	UniClust90_GIMAHFHH01502|1__15|SGB89408
SRR33750934.4935708__2.4873622	UniClust90_GIMAHFHH01502|1__15|SGB89408
SRR33750934.4936030__2.4873942	UniClust90_LPJBBDJH04701|1__13|SGB84076
SRR33750934.4937468__2.4875358	UniClust90_DCCDKMAG02483|1__10|SGB132736
SRR33750934.4937520__2.4875409	UniClust90_IOFPBIHC03204|1__6|SGB130007
SRR33750934.4937802__2.4875687	UniRef90_A0A2V5TPG6|1__16|SGB52719
SRR33750934.4938554__2.4876429	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750934.4938591__2.4876466	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750934.4939859__2.4877719	UniClust90_PJKCPLGD00328|1__5|SGB89423
SRR33750934.4940752__2.4878597	UniClust90_HMPPKHGP01570|3__8|SGB133091
SRR33750934.4941221__2.4879060	UniClust90_LLIEHLNH02566|1__7|SGB130007
SRR33750934.4941543__2.4879375	UniRef90_A0A2V5J5N5|1__8|SGB52720
SRR33750934.4942363__2.4880183	UniClust90_IBMDDACE01329|1__10|SGB128778
SRR33750934.4943272__2.4881081	UniClust90_EJFOFLBH00165|1__5|SGB133091
SRR33750934.4943880__2.4881682	UniClust90_OCJAPFEA01889|1__12|SGB125949
SRR33750934.4943776__2.4881579	UniClust90_HGJNCPHJ05057|1__8|SGB125949
SRR33750934.4944638__2.4882431	UniClust90_FNPCGKEP04824|1__7|SGB84078
SRR33750934.4945060__2.4882843	UniClust90_EDNFDLAG01851|1__6|SGB84078
SRR33750934.4946830__2.4884591	UniRef90_A0A2V6FH88|1__14|SGB22169
SRR33750934.4946701__2.4884462	UniClust90_ICLCAGBO03475|1__8|SGB131913
SRR33750934.4948369__2.4886114	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.4948031__2.4885780	UniClust90_JMFJJCJA01908|1__5|SGB130007
SRR33750934.4950058__2.4887786	UniClust90_OEKPEMHO04539|1__11|SGB129874
SRR33750934.4953364__2.4891053	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750934.4954631__2.4892301	UniClust90_JKKHKAPH00965|7__20|SGB89408
SRR33750934.4956678__2.4894315	UniClust90_ICLCAGBO03534|1__6|SGB131913
SRR33750934.4958045__2.4895664	UniClust90_GEHFPKBH04297|1__9|SGB84075
SRR33750934.4958331__2.4895945	UniClust90_FNPCGKEP02888|2__9|SGB84078
SRR33750934.4959314__2.4896917	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.4959348__2.4896951	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.4959813__2.4897413	UniClust90_KIHGAKFE01456|1__7|SGB128778
SRR33750934.4960824__2.4898415	UniClust90_FNPCGKEP00588|1__8|SGB84078
SRR33750934.4961823__2.4899398	UniRef90_A0A2V5KUR3|1__9|SGB52719
SRR33750934.4962480__2.4900040	UniClust90_FNPCGKEP03938|1__6|SGB84078
SRR33750934.4962904__2.4900462	UniClust90_KPGCMLFP01122|1__7|SGB89408
SRR33750934.4962513__2.4900073	UniClust90_IDPAEINK02219|1__4|SGB89725
SRR33750934.4963625__2.4901175	UniClust90_OPLEJCPF00667|1__12|SGB125949
SRR33750934.4965033__2.4902561	UniClust90_KIHGAKFE03063|1__8|SGB128778
SRR33750934.4965265__2.4902791	UniRef90_A0A3N5RR47|9__13|SGB74789
SRR33750934.4965482__2.4903005	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750934.4965540__2.4903063	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750934.4967586__2.4905086	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.4967678__2.4905178	UniClust90_PPJAIDOO02958|1__8|SGB84075
SRR33750934.4967827__2.4905325	UniClust90_HMPPKHGP01440|1__5|SGB133091
SRR33750934.4968050__2.4905544	UniRef90_A0A3D5DKK3|1__6|SGB130007
SRR33750934.4968477__2.4905964	UniClust90_KPGCMLFP02061|1__10|SGB89408
SRR33750934.4968367__2.4905855	UniClust90_GBLMBOPO01512|1__4|SGB133090
SRR33750934.4969764__2.4907234	UniClust90_BOKHIPMC04224|1__5|SGB130007
SRR33750934.4970488__2.4907948	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750934.4971939__2.4909375	UniClust90_ODHKCIBJ01387|1__4|SGB89423
SRR33750934.4972091__2.4909525	UniClust90_BGDHDLNA01150|1__9|SGB84075
SRR33750934.4972834__2.4910257	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750934.4976261__2.4913637	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750934.4977002__2.4914369	UniClust90_IJHKGIGD02745|1__11|SGB128471
SRR33750934.4977599__2.4914963	UniClust90_ENCMJEIO08569|1__14|SGB87004
SRR33750934.4979288__2.4916632	UniClust90_EAKADGJF04599|1__9|SGB131926
SRR33750934.4981114__2.4918439	UniClust90_EJFOFLBH00638|1__12|SGB133091
SRR33750934.4981170__2.4918494	UniClust90_OJGLOKOM03743|1__6|SGB84075
SRR33750934.4981499__2.4918820	UniClust90_HGJNCPHJ04504|1__8|SGB125949
SRR33750934.4983886__2.4921186	UniClust90_BOKHIPMC02522|6__11|SGB130007
SRR33750934.4983887__2.4921187	UniClust90_BOKHIPMC02522|6__11|SGB130007
SRR33750934.4984068__2.4921366	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750934.4984635__2.4921924	UniClust90_LLFOFLNB01769|1__6|SGB56638
SRR33750934.4985676__2.4922951	UniClust90_HOMJAIDI01562|1__5|SGB89423
SRR33750934.4986185__2.4923457	UniClust90_FECOCFCC02336|1__10|SGB128987
SRR33750934.4986872__2.4924137	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750934.4987044__2.4924308	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750934.4987066__2.4924330	UniClust90_HJKNIEHA03332|1__7|SGB89408
SRR33750934.4987488__2.4924747	UniClust90_OECKFAOL01866|1__5|SGB89423
SRR33750934.4988555__2.4925802	UniRef90_A0A317DT02|2__6|SGB23744
SRR33750934.4988629__2.4925874	UniClust90_DIODDMDK00129|1__10|SGB86758
SRR33750934.4991013__2.4928233	UniClust90_BKIEHKJF02203|1__5|SGB131913
SRR33750934.4992032__2.4929242	UniClust90_DIBLBONP00723|1__7|SGB84078
SRR33750934.4992542__2.4929750	UniRef90_A0A345ZZ40|5__10|SGB89408
SRR33750934.4993576__2.4930772	UniClust90_PKNCJFOJ01298|9__13|SGB56640
SRR33750934.4994573__2.4931756	UniClust90_PPICNGPD03478|1__16|SGB89460
SRR33750934.4995424__2.4932598	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750934.4996856__2.4934016	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750934.4997590__2.4934740	UniClust90_OOJDGJFL00115|1__7|SGB74789
SRR33750934.4998256__2.4935400	UniClust90_FIKNLCLL04219|1__10|SGB134825
SRR33750934.4998465__2.4935607	UniClust90_PPDCKKGL00670|1__9|SGB133090
SRR33750934.4998879__2.4936019	UniClust90_EDNFDLAG02295|1__6|SGB84078
SRR33750934.4999908__2.4937037	UniClust90_PEODAMJP00496|1__8|SGB128471
SRR33750934.5000501__2.4937628	UniClust90_FGHPNAPC00244|1__4|SGB89423
SRR33750934.5000609__2.4937736	UniClust90_KMEALJDO00550|3__6|SGB84078
SRR33750934.5001382__2.4938501	UniClust90_LLIEHLNH03282|1__7|SGB130007
SRR33750934.5001406__2.4938525	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750934.5002512__2.4939620	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750934.5002968__2.4940073	UniClust90_JDBHONHE04742|1__21|SGB87014
SRR33750934.5005117__2.4942192	UniClust90_IDPAEINK02539|1__3|SGB89725
SRR33750934.5005706__2.4942775	UniClust90_MADMLNLG01413|1__5|SGB89423
SRR33750934.5006477__2.4943537	UniClust90_ICLCAGBO02788|1__6|SGB131913
SRR33750934.5006805__2.4943862	UniRef90_A0A1Q7B6A6|1__9|SGB56638
SRR33750934.5006961__2.4944018	UniClust90_AHBBACPJ00048|1__6|SGB122683
SRR33750934.5007274__2.4944326	UniRef90_A0A2V8KW79|1__6|SGB17587
SRR33750934.5007466__2.4944516	UniClust90_CFIKCEGJ00910|1__16|SGB131808
SRR33750934.5008377__2.4945422	UniClust90_JHNMEHIJ02458|1__5|SGB56640
SRR33750934.5008506__2.4945549	UniClust90_MCIKAKAA05123|1__12|SGB89693
SRR33750934.5009270__2.4946304	UniClust90_HOPPLHLN00150|1__9|SGB128471
SRR33750934.5009298__2.4946331	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750934.5010765__2.4947785	UniClust90_PKNCJFOJ01291|5__10|SGB56640
SRR33750934.5011166__2.4948183	UniClust90_IJHKGIGD01048|1__19|SGB128471
SRR33750934.5011209__2.4948226	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750934.5011240__2.4948256	UniClust90_EJAHAFID02026|1__8|SGB130007
SRR33750934.5013457__2.4950449	UniClust90_FNPCGKEP00327|4__9|SGB84078
SRR33750934.5014265__2.4951250	UniClust90_DFFDBJFB02207|2__8|SGB125699
SRR33750934.5015473__2.4952446	UniClust90_AKHDHLEL06902|1__9|SGB206450
SRR33750934.5016992__2.4953944	UniClust90_ALPEOPJM00163|1__10|SGB84331
SRR33750934.5017745__2.4954686	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750934.5018228__2.4955164	UniClust90_CHMIEHDJ03726|1__4|SGB56640
SRR33750934.5018503__2.4955437	UniClust90_PIHLJOEE04123|1__13|SGB84075
SRR33750934.5019816__2.4956736	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750934.5019980__2.4956899	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750934.5020428__2.4957340	UniClust90_KMEALJDO00550|3__6|SGB84078
SRR33750934.5021536__2.4958436	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750934.5021567__2.4958467	UniClust90_JOMGGAEL00209|5__9|SGB74789
