SRR33750943.4918__1.4833	UniClust90_MKPDLIIB02020|1__8|SGB131913
SRR33750943.1092039__2.1076600	UniRef90_UPI0008536FB3|1__17|SGB34499
SRR33750943.1094097__2.1078631	UniClust90_KJKOKMFD00755|1__4|SGB74789
SRR33750943.1096540__2.1081026	UniClust90_ANDLCEDJ01039|1__10|SGB133091
SRR33750943.1097743__2.1082210	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750943.1097967__2.1082426	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750943.1100703__2.1085108	UniClust90_LLIEHLNH02323|1__5|SGB130007
SRR33750943.1101240__2.1085636	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750943.1100977__2.1085377	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750943.1102544__2.1086917	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750943.1102548__2.1086921	UniClust90_GHPINBAM01479|1__8|SGB84331
SRR33750943.1103320__2.1087685	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750943.1103961__2.1088320	UniClust90_OOJDGJFL02188|3__9|SGB74789
SRR33750943.1106284__2.1090615	UniClust90_OPLEJCPF02168|1__9|SGB125949
SRR33750943.1107922__2.1092221	UniClust90_PPJAIDOO00834|1__7|SGB84075
SRR33750943.1108187__2.1092476	UniClust90_EJAHAFID00491|1__5|SGB130007
SRR33750943.1110335__2.1094589	UniClust90_LAJMJDFC02912|1__15|SGB135296
SRR33750943.1110560__2.1094811	UniClust90_NOHGIMHJ00868|1__5|SGB74789
SRR33750943.1112411__2.1096633	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750943.1113784__2.1097980	UniClust90_NHHHKJJE01743|1__9|SGB125949
SRR33750943.1113866__2.1098060	UniClust90_MIEAKENA05253|1__17|SGB89887
SRR33750943.1115151__2.1099320	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750943.1116980__2.1101121	UniClust90_KIMNEABG03163|1__10|SGB131913
SRR33750943.1117190__2.1101328	UniClust90_EJAHAFID03501|1__5|SGB130007
SRR33750943.1117588__2.1101723	UniClust90_CHLBPEBB00072|1__8|SGB89725
SRR33750943.1118564__2.1102687	UniRef90_A0A127JX56|1__13|SGB12746
SRR33750943.1118585__2.1102708	UniClust90_JKKHKAPH04136|1__7|SGB89408
SRR33750943.1118789__2.1102909	UniClust90_HOMJAIDI00226|1__4|SGB89423
SRR33750943.1119244__2.1103355	UniRef90_A0A1Q7J9K3|4__11|SGB84078
SRR33750943.1122429__2.1106488	UniClust90_LLIEHLNH02566|1__7|SGB130007
SRR33750943.1123956__2.1107989	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750943.1125730__2.1109733	UniClust90_CFNDHIDG04739|1__4|SGB130045
SRR33750943.1125971__2.1109968	UniClust90_JKONEDMA00373|1__6|SGB130007
SRR33750943.1126741__2.1110731	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750943.1127159__2.1111144	UniClust90_MAPGAGMJ00526|1__5|SGB133334
SRR33750943.1127607__2.1111581	UniClust90_AFLGNPJA01360|1__5|SGB122683
SRR33750943.1128886__2.1112841	UniClust90_AMOFFOJE02152|1__7|SGB133121
SRR33750943.1128928__2.1112881	UniClust90_CHFDJDNA03234|1__9|SGB87014
SRR33750943.1130508__2.1114430	UniClust90_MFMNJDCA08373|8__25|SGB173992
SRR33750943.1132079__2.1115975	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750943.1133716__2.1117579	UniRef90_A0A176YX32|6__12|SGB11302
SRR33750943.1135996__2.1119822	UniClust90_GEHENAAJ01137|1__7|SGB74789
SRR33750943.1137387__2.1121183	UniClust90_HBCNFADG00720|1__6|SGB74789
SRR33750943.1138289__2.1122067	UniClust90_GIAODKAJ00364|1__13|SGB127197
SRR33750943.1141468__2.1125209	UniClust90_EJAHAFID02172|1__5|SGB130007
SRR33750943.1141476__2.1125217	UniClust90_EJAHAFID02172|1__5|SGB130007
SRR33750943.1142995__2.1126720	UniClust90_IJKGCFNK01664|1__15|SGB131808
SRR33750943.1143816__2.1127527	UniClust90_HOMJAIDI01562|1__5|SGB89423
SRR33750943.1145352__2.1129036	UniClust90_GIMAHFHH00842|1__8|SGB89408
SRR33750943.1144627__2.1128326	UniRef90_A0A2V6DDV1|1__10|SGB22169
SRR33750943.1145726__2.1129401	UniClust90_OJFAJFEC01694|1__6|SGB89423
SRR33750943.1147635__2.1131277	UniClust90_NDLOHHIE07569|1__8|SGB184459
SRR33750943.1149138__2.1132750	UniClust90_JMFJJCJA04673|1__5|SGB130007
SRR33750943.1150209__2.1133806	UniClust90_JHHAJKKH04738|1__17|SGB154096
SRR33750943.1150951__2.1134535	UniClust90_HNMMCIDG00272|1__4|SGB74789
SRR33750943.1150932__2.1134516	UniClust90_HNMMCIDG00272|1__4|SGB74789
SRR33750943.1151857__2.1135429	UniRef90_A0A2V6DRB9|1__7|SGB22169
SRR33750943.1151842__2.1135415	UniRef90_A0A2V6DRB9|1__7|SGB22169
SRR33750943.1153470__2.1137018	UniClust90_OALLKAFI01589|1__6|SGB84078
SRR33750943.1154568__2.1138100	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750943.1154514__2.1138046	UniClust90_JNDADBEG00490|5__17|SGB87826
SRR33750943.1154794__2.1138324	UniClust90_EKCLMAKM05168|1__8|SGB89408
SRR33750943.1155050__2.1138575	UniClust90_EKCLMAKM05168|1__8|SGB89408
SRR33750943.1155713__2.1139224	UniClust90_JINICEGA01527|1__8|SGB89423
SRR33750943.1156068__2.1139573	UniClust90_OPLEJCPF03046|1__11|SGB125949
SRR33750943.1156662__2.1140158	UniClust90_BOKHIPMC02014|1__6|SGB130007
SRR33750943.1157195__2.1140682	UniClust90_KDDPKKIL00013|1__7|SGB128471
SRR33750943.1157776__2.1141255	UniRef90_A0A1Q8BAA3|1__5|SGB17587
SRR33750943.1158086__2.1141559	UniClust90_IGKPANEM02997|1__12|SGB128987
SRR33750943.1158002__2.1141476	UniClust90_NAIAGGFH00009|1__9|SGB122683
SRR33750943.1159689__2.1143141	UniClust90_MDILPPEF00618|1__5|SGB89423
SRR33750943.1159892__2.1143343	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750943.1160789__2.1144230	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750943.1161384__2.1144817	UniClust90_JOMGGAEL00643|3__9|SGB74789
SRR33750943.1164599__2.1147986	UniClust90_ICLCAGBO01176|1__7|SGB131913
SRR33750943.1166046__2.1149417	UniClust90_NOMIGGEC01489|1__8|SGB125949
SRR33750943.1168576__2.1151918	UniClust90_GJEIHIOJ02099|5__10|SGB122526
SRR33750943.1169261__2.1152600	UniClust90_GIDCBJMF00454|1__9|SGB134112
SRR33750943.1170669__2.1153991	UniClust90_KKJOKJHL00261|1__8|SGB86773
SRR33750943.1173458__2.1156744	UniClust90_HGJNCPHJ04706|1__10|SGB125949
SRR33750943.1173615__2.1156899	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750943.1174030__2.1157308	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750943.1174848__2.1158117	UniClust90_NECMKPAF01917|1__16|SGB89408
SRR33750943.1175223__2.1158484	UniClust90_NEMDDJGI01192|1__10|SGB133209
SRR33750943.1176266__2.1159506	UniClust90_HGJNCPHJ02720|1__8|SGB125949
SRR33750943.1178426__2.1161635	UniClust90_DJBDGBNB02804|1__3|SGB89725
SRR33750943.1178520__2.1161727	UniClust90_OJGLOKOM02164|1__6|SGB84075
SRR33750943.1179499__2.1162689	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750943.1179864__2.1163050	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750943.1180912__2.1164085	UniClust90_AFLGNPJA00365|1__6|SGB122683
SRR33750943.1181312__2.1164478	UniClust90_KPOBKBPN05138|1__10|SGB93447
SRR33750943.1182731__2.1165872	UniClust90_OALLKAFI02536|2__7|SGB84078
SRR33750943.1183085__2.1166222	UniRef90_A0A3D5DS77|2__6|SGB130007
SRR33750943.1184391__2.1167510	UniRef90_A0A3N5UY74|1__3|SGB122608
SRR33750943.1185749__2.1168852	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750943.1186869__2.1169960	UniClust90_NHHHKJJE03592|1__9|SGB125949
SRR33750943.1187922__2.1170993	UniClust90_IINBCADG00470|2__6|SGB74789
SRR33750943.1188954__2.1172008	UniClust90_GFKOILFP04061|1__6|SGB71265
SRR33750943.1193350__2.1176339	UniRef90_A0A2V6HW40|1__9|SGB84331
SRR33750943.1194073__2.1177055	UniClust90_HDDMLDIO00843|1__6|SGB74789
SRR33750943.1195621__2.1178579	UniClust90_CLKOHAKG00192|1__4|SGB74789
SRR33750943.1195726__2.1178683	UniRef90_A0A246TXB2|1__6|SGB11141
SRR33750943.1198444__2.1181356	UniClust90_FNPCGKEP01720|1__3|SGB84078
SRR33750943.1199590__2.1182483	UniClust90_OECKFAOL00818|1__3|SGB89423
SRR33750943.1201913__2.1184782	UniClust90_NFOGPPOJ04179|1__9|SGB126100
SRR33750943.1202310__2.1185176	UniClust90_DPLIHBNC01044|1__6|SGB89725
SRR33750943.1203145__2.1186003	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750943.1203585__2.1186437	UniClust90_GJEIHIOJ01051|17__20|SGB122526
SRR33750943.1203925__2.1186773	UniClust90_AICCGNAA01000|1__16|SGB129206
SRR33750943.1205898__2.1188723	UniClust90_GIMAHFHH00711|6__12|SGB89408
SRR33750943.1206253__2.1189074	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750943.1206387__2.1189207	UniClust90_OPLEJCPF02255|1__8|SGB125949
SRR33750943.1205351__2.1188178	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750943.1207162__2.1189975	UniClust90_KKDIGBNC01453|1__4|SGB74789
SRR33750943.1208559__2.1191363	UniClust90_PICJGFGP02237|1__6|SGB89423
SRR33750943.1209101__2.1191899	UniClust90_GJEIHIOJ01655|1__6|SGB122526
SRR33750943.1210025__2.1192814	UniRef90_A0A2V6FI72|1__11|SGB22169
SRR33750943.1210993__2.1193775	UniClust90_JBMBCDML00149|1__6|SGB89725
SRR33750943.1211067__2.1193849	UniClust90_DIBLBONP00756|1__7|SGB84078
SRR33750943.1211280__2.1194061	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.1211285__2.1194066	UniClust90_ALPEOPJM00389|2__7|SGB84331
SRR33750943.1211747__2.1194525	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.1211947__2.1194723	UniRef90_A0A3N5UXJ7|4__9|SGB74789
SRR33750943.1213209__2.1195968	UniClust90_AJOJABBL01679|1__6|SGB89423
SRR33750943.1213387__2.1196143	UniClust90_HGJNCPHJ03629|1__11|SGB125949
SRR33750943.1213534__2.1196289	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750943.1213574__2.1196329	UniClust90_EDNFDLAG02091|1__6|SGB84078
SRR33750943.1216139__2.1198862	UniClust90_FFPHGKCO00270|1__5|SGB74789
SRR33750943.1216301__2.1199021	UniRef90_A0A1Q7BCP8|1__3|SGB56638
SRR33750943.1216327__2.1199047	UniClust90_CBDIOHJF04268|1__4|SGB89725
SRR33750943.1216513__2.1199229	UniClust90_CPDHIADM00671|1__4|SGB74789
SRR33750943.1218816__2.1201497	UniClust90_MDGCCGDH01476|1__5|SGB56640
SRR33750943.1220012__2.1202680	UniClust90_LLFOFLNB01769|1__6|SGB56638
SRR33750943.1220909__2.1203568	UniClust90_LOGOHNGJ01095|1__13|SGB126057
SRR33750943.1223932__2.1206560	UniClust90_MKPDLIIB00220|1__6|SGB131913
SRR33750943.1225205__2.1207809	UniClust90_KIMNEABG00317|1__5|SGB131913
SRR33750943.1226145__2.1208736	UniClust90_KMEALJDO02053|1__8|SGB84078
SRR33750943.1227377__2.1209953	UniClust90_PICJGFGP02237|1__6|SGB89423
SRR33750943.1227625__2.1210198	UniClust90_MNMOOGIJ00314|1__5|SGB122608
SRR33750943.1229508__2.1212060	UniClust90_HGJNCPHJ01683|1__9|SGB125949
SRR33750943.1229652__2.1212203	UniClust90_LLIEHLNH02861|1__7|SGB130007
SRR33750943.1230681__2.1213211	UniRef90_A0A1F2Y1X2|1__8|SGB128781
SRR33750943.1231274__2.1213791	UniClust90_AHBBACPJ01048|1__4|SGB122683
SRR33750943.1234773__2.1217248	UniClust90_BGDHDLNA05938|1__15|SGB84075
SRR33750943.1234883__2.1217355	UniClust90_GLIMGMKC01692|1__16|SGB86634
SRR33750943.1236370__2.1218824	UniClust90_BKIEHKJF01391|1__5|SGB131913
SRR33750943.1236951__2.1219398	UniRef90_A0A2V6DRI5|1__16|SGB22169
SRR33750943.1238924__2.1221351	UniRef90_A0A1Q7B865|1__5|SGB56640
SRR33750943.1239372__2.1221793	UniClust90_GIMAHFHH00543|3__9|SGB89408
SRR33750943.1240159__2.1222573	UniClust90_NNOGEMDJ02379|1__14|SGB128987
SRR33750943.1240695__2.1223104	UniClust90_OPLEJCPF02846|1__11|SGB125949
SRR33750943.1240996__2.1223401	UniClust90_BPNLEABE02535|1__7|SGB89423
SRR33750943.1241455__2.1223856	UniClust90_JKKHKAPH04135|1__8|SGB89408
SRR33750943.1245996__2.1228348	UniClust90_CBNLCMFD00766|1__4|SGB74789
SRR33750943.1247968__2.1230298	UniClust90_HGJNCPHJ00708|1__9|SGB125949
SRR33750943.1248135__2.1230464	UniClust90_BOKHIPMC01249|1__5|SGB130007
SRR33750943.1249372__2.1231682	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750943.1249587__2.1231892	UniClust90_HFNDKKKP00054|1__6|SGB74789
SRR33750943.1256062__2.1238297	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750943.1255863__2.1238100	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750943.1256792__2.1239012	UniClust90_GBLMBOPO00783|1__4|SGB133090
SRR33750943.1257497__2.1239701	UniClust90_JBMBCDML00319|1__3|SGB89725
SRR33750943.1258352__2.1240550	UniClust90_JOMGGAEL00643|3__9|SGB74789
SRR33750943.1258493__2.1240689	UniClust90_OALLKAFI06503|1__7|SGB84078
SRR33750943.1261064__2.1243229	UniRef90_A0A2V5UJ18|1__3|SGB52710
SRR33750943.1260720__2.1242891	UniRef90_A0A2V5UJ18|1__3|SGB52710
SRR33750943.1263288__2.1245432	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750943.1263528__2.1245670	UniClust90_NAPFMOJB03132|1__9|SGB173077
SRR33750943.1265385__2.1247511	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750943.1266634__2.1248744	UniClust90_KDDPKKIL02562|1__9|SGB128471
SRR33750943.1267819__2.1249917	UniClust90_GHPINBAM00865|1__6|SGB84331
SRR33750943.1268163__2.1250257	UniClust90_DMCDKPDB00905|1__7|SGB89423
SRR33750943.1268291__2.1250384	UniClust90_CGHAKFKK00814|1__6|SGB74789
SRR33750943.1272041__2.1254085	UniClust90_OEIEJBAE01172|1__5|SGB56638
SRR33750943.1272538__2.1254579	UniClust90_NAPFMOJB03132|1__9|SGB173077
SRR33750943.1273082__2.1255117	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750943.1274030__2.1256056	UniClust90_NNEGPIJI00045|1__9|SGB127159
SRR33750943.1275684__2.1257690	UniRef90_A0A2V6DKJ5|1__16|SGB22169
SRR33750943.1275871__2.1257872	UniClust90_IDPAEINK00796|1__6|SGB89725
SRR33750943.1277548__2.1259536	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750943.1278394__2.1260373	UniClust90_HNBLJKFC01763|1__17|SGB128778
SRR33750943.1279505__2.1261471	UniClust90_IBNNDEFK00344|1__11|SGB89408
SRR33750943.1281960__2.1263891	UniRef90_A0A345ZY02|1__11|SGB89408
SRR33750943.1281736__2.1263672	UniClust90_OFJFLJEC01638|1__4|SGB74789
SRR33750943.1283286__2.1265205	UniClust90_OJFAJFEC01694|1__6|SGB89423
SRR33750943.1283884__2.1265798	UniClust90_JKONEDMA00373|1__6|SGB130007
SRR33750943.1284297__2.1266204	UniClust90_OJGLOKOM02164|1__6|SGB84075
SRR33750943.1284565__2.1266470	UniClust90_EJAHAFID00030|1__5|SGB130007
SRR33750943.1284867__2.1266767	UniClust90_NHHHKJJE03539|1__8|SGB125949
SRR33750943.1285849__2.1267737	UniClust90_GEHENAAJ00966|1__9|SGB74789
SRR33750943.1286792__2.1268671	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750943.1286520__2.1268402	UniClust90_KIMNEABG02224|1__6|SGB131913
SRR33750943.1287512__2.1269382	UniRef90_A0A2V7VZY7|1__24|SGB24021
SRR33750943.1288519__2.1270379	UniClust90_NHHHKJJE02731|1__12|SGB125949
SRR33750943.1291646__2.1273468	UniClust90_JMFJJCJA05536|1__5|SGB130007
SRR33750943.1292217__2.1274030	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750943.1292227__2.1274040	UniClust90_IABCABEO01568|1__4|SGB74789
SRR33750943.1292195__2.1274008	UniClust90_IABCABEO01568|1__4|SGB74789
SRR33750943.1292601__2.1274407	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750943.1292662__2.1274467	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750943.1293580__2.1275371	UniClust90_ACDABMLJ01009|1__8|SGB133090
SRR33750943.1294586__2.1276369	UniClust90_HGJNCPHJ00225|1__14|SGB125949
SRR33750943.1294471__2.1276255	UniClust90_EGHDPCEB02380|1__6|SGB129519
SRR33750943.1294963__2.1276742	UniClust90_OALLKAFI03588|1__4|SGB84078
SRR33750943.1296076__2.1277841	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750943.1299040__2.1280767	UniClust90_PKCJLHDA02008|1__7|SGB89408
SRR33750943.1300208__2.1281920	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750943.1300916__2.1282623	UniClust90_OLPPFLML00162|1__5|SGB74789
SRR33750943.1301995__2.1283692	UniClust90_NMMEDCHE01638|1__4|SGB89423
SRR33750943.1302358__2.1284052	UniClust90_PKCJLHDA02008|1__7|SGB89408
SRR33750943.1303056__2.1284740	UniClust90_FNPCGKEP04507|4__7|SGB84078
SRR33750943.1303286__2.1284967	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.1304878__2.1286542	UniClust90_IFHFCMJI02810|1__7|SGB125699
SRR33750943.1306100__2.1287752	UniClust90_NOMIGGEC04507|1__10|SGB125949
SRR33750943.1306324__2.1287969	UniClust90_HMPPKHGP00058|1__4|SGB133091
SRR33750943.1307942__2.1289571	UniClust90_JMJHPHJK00448|1__10|SGB134112
SRR33750943.1308734__2.1290354	UniClust90_CMHDMJOM01131|4__9|SGB56640
SRR33750943.1312317__2.1293897	UniRef90_A0A1Q7BH36|1__5|SGB56638
SRR33750943.1312769__2.1294348	UniClust90_GIMAHFHH00711|6__12|SGB89408
SRR33750943.1312936__2.1294514	UniClust90_OFHGBGGN01239|1__4|SGB89423
SRR33750943.1314030__2.1295604	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750943.1315750__2.1297311	UniClust90_NNOGEMDJ02743|1__9|SGB128987
SRR33750943.1316919__2.1298467	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750943.1316991__2.1298538	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750943.1317174__2.1298720	UniRef90_A0A178LJ38|5__14|SGB175773
SRR33750943.1316521__2.1298074	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750943.1317958__2.1299497	UniClust90_JECBPFMH02149|1__8|SGB125677
SRR33750943.1319225__2.1300748	UniRef90_A0A1Q7BS55|6__10|SGB56640
SRR33750943.1320122__2.1301628	UniClust90_JMJHPHJK00003|1__6|SGB134112
SRR33750943.1320127__2.1301633	UniClust90_JMJHPHJK00003|1__6|SGB134112
SRR33750943.1323093__2.1304568	UniClust90_IABCABEO00205|1__8|SGB74789
SRR33750943.1323109__2.1304584	UniClust90_IABCABEO00205|1__8|SGB74789
SRR33750943.1324432__2.1305893	UniClust90_KJKPAONA01686|1__9|SGB133122
SRR33750943.1324735__2.1306194	UniClust90_DIBLBONP01346|1__6|SGB84078
SRR33750943.1325059__2.1306516	UniClust90_MEFGMMLP01481|6__15|SGB129139
SRR33750943.1325180__2.1306636	UniClust90_EMAEKJAG00007|1__14|SGB128987
SRR33750943.1326182__2.1307628	UniClust90_JHNMEHIJ04550|1__6|SGB56640
SRR33750943.1328534__2.1309959	UniClust90_EKCLMAKM04922|10__23|SGB89408
SRR33750943.1328799__2.1310219	UniClust90_EEMCGFAP00581|1__16|SGB128685
SRR33750943.1330687__2.1312084	UniClust90_JKKHKAPH04497|1__7|SGB89408
SRR33750943.1331239__2.1312627	UniClust90_GIDCBJMF00799|1__6|SGB134112
SRR33750943.1332058__2.1313438	UniClust90_AICCGNAA00602|1__16|SGB129206
SRR33750943.1333897__2.1315256	UniClust90_PKCJLHDA02375|1__8|SGB89408
SRR33750943.1336624__2.1317968	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750943.1336756__2.1318099	UniClust90_DAODNPOA01615|5__9|SGB89725
SRR33750943.1336823__2.1318166	UniClust90_OCJAPFEA00132|1__8|SGB125949
SRR33750943.1336318__2.1317665	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750943.1337031__2.1318372	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750943.1337883__2.1319216	UniClust90_BGMDAEJF01561|1__7|SGB122526
SRR33750943.1337931__2.1319263	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.1338418__2.1319745	UniClust90_BDNGBGFH02672|5__13|SGB125634
SRR33750943.1338572__2.1319897	UniClust90_GIAODKAJ01200|1__19|SGB127197
SRR33750943.1339261__2.1320577	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750943.1339941__2.1321252	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750943.1340014__2.1321325	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750943.1341582__2.1322871	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750943.1342136__2.1323422	UniClust90_FNPCGKEP00614|1__6|SGB84078
SRR33750943.1342729__2.1324009	UniClust90_HGJNCPHJ03935|1__11|SGB125949
SRR33750943.1343190__2.1324469	UniClust90_NHHHKJJE02842|1__8|SGB125949
SRR33750943.1344222__2.1325494	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.1344216__2.1325488	UniClust90_HJKNIEHA01810|1__7|SGB89408
SRR33750943.1345165__2.1326427	UniClust90_IABCABEO01568|1__4|SGB74789
SRR33750943.1346595__2.1327846	UniClust90_OALLKAFI03588|1__4|SGB84078
SRR33750943.1346352__2.1327604	UniClust90_AABABCCC01567|1__3|SGB74789
SRR33750943.1348314__2.1329549	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750943.1350304__2.1331521	UniClust90_EBGAMEMI01791|1__20|SGB133121
SRR33750943.1350359__2.1331574	UniClust90_AABABCCC01567|1__3|SGB74789
SRR33750943.1350927__2.1332136	UniClust90_IDPAEINK02219|1__4|SGB89725
SRR33750943.1351139__2.1332344	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750943.1352630__2.1333821	UniClust90_PPJAIDOO00352|1__6|SGB84075
SRR33750943.1354158__2.1335328	UniRef90_A0A345ZZ40|5__10|SGB89408
SRR33750943.1354166__2.1335336	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.1354774__2.1335939	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750943.1355664__2.1336817	UniClust90_OECKFAOL01866|1__5|SGB89423
SRR33750943.1357051__2.1338191	UniClust90_AGJDNOHG02232|1__6|SGB89423
SRR33750943.1358697__2.1339824	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.1359272__2.1340396	UniClust90_NABJMNEK01228|2__6|SGB89423
SRR33750943.1359817__2.1340937	UniClust90_IDPAEINK00794|15__25|SGB89725
SRR33750943.1360439__2.1341554	UniClust90_DEFNONOM01302|1__5|SGB56640
SRR33750943.1360551__2.1341666	UniClust90_KIHGAKFE00895|1__8|SGB128778
SRR33750943.1360598__2.1341713	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750943.1361267__2.1342374	UniClust90_DCJCBMEC03730|1__6|SGB122526
SRR33750943.1361420__2.1342524	UniClust90_GFHGLNMO00861|1__5|SGB133091
SRR33750943.1362227__2.1343325	UniClust90_HNKPPMIJ02424|1__9|SGB89616
SRR33750943.1364211__2.1345284	UniClust90_AHMCBMKF02138|1__4|SGB89423
SRR33750943.1365731__2.1346790	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750943.1366489__2.1347542	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750943.1368146__2.1349186	UniClust90_GMGIGFBN00260|1__11|SGB128987
SRR33750943.1369492__2.1350514	UniClust90_AJOJABBL01679|1__6|SGB89423
SRR33750943.1369929__2.1350947	UniClust90_MEABCEIN00888|1__7|SGB84078
SRR33750943.1370301__2.1351310	UniClust90_BKEMCFBC01286|1__15|SGB131913
SRR33750943.1370864__2.1351869	UniClust90_CMJGEBLA03512|1__6|SGB89408
SRR33750943.1371672__2.1352667	UniClust90_CJJELLGD00627|1__6|SGB84331
SRR33750943.1373666__2.1354646	UniRef90_A0A1F2XPV1|2__7|SGB89423
SRR33750943.1374135__2.1355114	UniClust90_KMEALJDO01266|1__4|SGB84078
SRR33750943.1374595__2.1355569	UniRef90_A0A1Q7BY99|1__6|SGB56640
SRR33750943.1375656__2.1356618	UniClust90_BODOLCOE00536|1__4|SGB89423
SRR33750943.1375687__2.1356649	UniClust90_NPIFNJGA02780|5__8|SGB131926
SRR33750943.1376527__2.1357480	UniClust90_IOFPBIHC03172|1__6|SGB130007
SRR33750943.1377977__2.1358918	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750943.1377282__2.1358228	UniClust90_JCMEFMGF03781|1__15|SGB74780
SRR33750943.1379155__2.1360083	UniClust90_MEABCEIN00888|1__7|SGB84078
SRR33750943.1381205__2.1362110	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750943.1381429__2.1362330	UniClust90_AFLGNPJA03673|5__13|SGB122683
SRR33750943.1381538__2.1362439	UniClust90_CGHAKFKK00814|1__6|SGB74789
SRR33750943.1381830__2.1362728	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750943.1382276__2.1363169	UniClust90_DEFNONOM00890|1__7|SGB56640
SRR33750943.1383277__2.1364160	UniRef90_I8UFV5|2__11|SGB8289
SRR33750943.1383492__2.1364375	UniClust90_OJGLOKOM02885|1__5|SGB84075
SRR33750943.1383457__2.1364340	UniClust90_JAIHKEGN01559|1__4|SGB74789
SRR33750943.1383740__2.1364622	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750943.1383190__2.1364073	UniClust90_EDNFDLAG02295|1__6|SGB84078
SRR33750943.1384804__2.1365671	UniClust90_DJBDGBNB02806|1__5|SGB89725
SRR33750943.1385399__2.1366258	UniClust90_PFBNAPOO01310|1__6|SGB89423
SRR33750943.1387588__2.1368428	UniClust90_CCDBOPAJ01903|2__7|SGB129867
SRR33750943.1387750__2.1368588	UniClust90_GHPINBAM01215|1__12|SGB84331
SRR33750943.1388536__2.1369364	UniClust90_FFPHGKCO00326|1__5|SGB74789
SRR33750943.1389515__2.1370329	UniClust90_OPLEJCPF03450|1__9|SGB125949
SRR33750943.1389680__2.1370494	UniClust90_BNLDOIIO00426|1__7|SGB89410
SRR33750943.1389813__2.1370627	UniClust90_HBCNFADG00720|1__6|SGB74789
