SRR33750947.51__1.51	UniRef90_UPI0004982413|1__12|SGB31998
SRR33750947.3824196__2.3779306	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750947.3824271__2.3779381	UniClust90_KDNIELLA04022|1__10|SGB184482
SRR33750947.3824986__2.3780091	UniClust90_IBMDDACE00639|1__15|SGB128778
SRR33750947.3826286__2.3781377	UniClust90_DANEOINA02087|1__6|SGB128178
SRR33750947.3826462__2.3781552	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750947.3827431__2.3782518	UniClust90_OAGJJAJI01200|1__6|SGB122683
SRR33750947.3827302__2.3782389	UniClust90_PLNJEBMN01445|4__8|SGB133091
SRR33750947.3828742__2.3783820	UniClust90_NOMIGGEC03977|1__9|SGB125949
SRR33750947.3828856__2.3783933	UniClust90_OFJJKHAK01408|1__10|SGB84078
SRR33750947.3829051__2.3784127	UniRef90_A0A109JI15|1__8|SGB11143
SRR33750947.3829578__2.3784651	UniClust90_PIHLJOEE04376|1__4|SGB84075
SRR33750947.3830610__2.3785676	UniClust90_NMGFMEAG03632|1__7|SGB93406
SRR33750947.3830664__2.3785730	UniClust90_CBDIOHJF00241|1__7|SGB89725
SRR33750947.3831325__2.3786388	UniClust90_DDAMLBDP00576|1__21|SGB135296
SRR33750947.3831540__2.3786603	UniClust90_DDAMLBDP00576|1__21|SGB135296
SRR33750947.3831884__2.3786946	UniClust90_EDNFDLAG02265|1__12|SGB84078
SRR33750947.3832237__2.3787298	UniClust90_AMOFFOJE01263|1__7|SGB133121
SRR33750947.3832521__2.3787578	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750947.3832562__2.3787619	UniClust90_OLPPFLML00088|1__4|SGB74789
SRR33750947.3834456__2.3789499	UniClust90_DJBDGBNB03147|1__4|SGB89725
SRR33750947.3836144__2.3791172	UniClust90_IMMCPGKG02023|1__8|SGB128778
SRR33750947.3837055__2.3792077	UniClust90_PEMFFBNE01094|1__6|SGB74789
SRR33750947.3836686__2.3791711	UniClust90_PEMFFBNE00295|1__5|SGB74789
SRR33750947.3837584__2.3792600	UniRef90_UPI0006E407E9|20__28|SGB34616
SRR33750947.3839051__2.3794060	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750947.3839363__2.3794370	UniClust90_LJMOGHMP00392|1__12|SGB128778
SRR33750947.3839522__2.3794529	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750947.3840773__2.3795769	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750947.3841357__2.3796344	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750947.3841778__2.3796759	UniRef90_A0A2V6JHP6|1__9|SGB52719
SRR33750947.3841952__2.3796931	UniClust90_FPPJKHLH03076|1__25|SGB126808
SRR33750947.3842498__2.3797468	UniClust90_JLPBLLOE00044|8__11|SGB132462
SRR33750947.3843066__2.3798029	UniClust90_NOMIGGEC01489|1__8|SGB125949
SRR33750947.3843247__2.3798209	UniClust90_DAODNPOA01190|1__12|SGB89725
SRR33750947.3844983__2.3799932	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750947.3845222__2.3800171	UniClust90_HNBLJKFC01245|1__8|SGB128778
SRR33750947.3845891__2.3800837	UniClust90_HGAMACDH01319|1__8|SGB128778
SRR33750947.3846114__2.3801058	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750947.3846670__2.3801612	UniClust90_ECOHMLGB00268|7__13|SGB56640
SRR33750947.3847923__2.3802853	UniClust90_CFHHLMOK01470|1__16|SGB128201
SRR33750947.3848241__2.3803168	UniClust90_AOMEFECO00144|1__6|SGB133090
SRR33750947.3848403__2.3803327	UniClust90_EMIDINFL06246|1__10|SGB73712
SRR33750947.3850234__2.3805138	UniClust90_ADNPOEOK04513|1__11|SGB73712
SRR33750947.3851193__2.3806088	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750947.3851769__2.3806662	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750947.3851955__2.3806848	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750947.3852853__2.3807736	UniClust90_OOJDGJFL01198|5__10|SGB74789
SRR33750947.3853487__2.3808361	UniClust90_LLIEHLNH00543|1__8|SGB130007
SRR33750947.3854117__2.3808982	UniClust90_LLIEHLNH00543|1__8|SGB130007
SRR33750947.3854791__2.3809649	UniClust90_DPJLILCC02530|1__9|SGB89725
SRR33750947.3855276__2.3810131	UniClust90_GOONEHOM06485|1__10|SGB73712
SRR33750947.3855978__2.3810826	UniClust90_EDNFDLAG02784|1__7|SGB84078
SRR33750947.3856881__2.3811723	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750947.3857087__2.3811928	UniClust90_KKDIGBNC01206|1__6|SGB74789
SRR33750947.3857773__2.3812608	UniClust90_EJAHAFID00324|1__8|SGB130007
SRR33750947.3857841__2.3812676	UniClust90_LDOGOBHG00785|5__11|SGB125634
SRR33750947.3859765__2.3814579	UniClust90_PICJGFGP01664|1__4|SGB89423
SRR33750947.3861196__2.3816002	UniClust90_CGHAKFKK00814|1__6|SGB74789
SRR33750947.3861643__2.3816446	UniClust90_DPLIHBNC00784|1__9|SGB89725
SRR33750947.3861878__2.3816680	UniClust90_EHFFKAJJ00818|2__7|SGB74780
SRR33750947.3862694__2.3817489	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750947.3862810__2.3817605	UniClust90_FKNELLKK02057|1__5|SGB122683
SRR33750947.3863026__2.3817819	UniClust90_CBDIOHJF04268|1__4|SGB89725
SRR33750947.3863417__2.3818208	UniClust90_BGMDAEJF00944|8__19|SGB122526
SRR33750947.3864402__2.3819182	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750947.3865243__2.3820014	UniClust90_DPJLILCC00535|1__15|SGB89725
SRR33750947.3866755__2.3821515	UniClust90_GDFOBPMK02114|1__7|SGB89410
SRR33750947.3867667__2.3822420	UniClust90_CKDECKMG01602|1__12|SGB133121
SRR33750947.3867788__2.3822538	UniClust90_ICLCAGBO03475|1__8|SGB131913
SRR33750947.3868377__2.3823119	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750947.3869149__2.3823883	UniClust90_FNPCGKEP00329|1__5|SGB84078
SRR33750947.3869629__2.3824356	UniClust90_NJEAKIIN00819|1__11|SGB125628
SRR33750947.3870034__2.3824758	UniClust90_HNBLJKFC01542|1__12|SGB128778
SRR33750947.3873735__2.3828431	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750947.3874729__2.3829407	UniClust90_JEHCBLFF00956|1__4|SGB74789
SRR33750947.3876918__2.3831559	UniClust90_BOKHIPMC05698|1__5|SGB130007
SRR33750947.3877285__2.3831920	UniClust90_HNBLJKFC02208|1__12|SGB128778
SRR33750947.3877799__2.3832426	UniClust90_MELOLLPK01007|1__3|SGB133334
SRR33750947.3878781__2.3833397	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750947.3879199__2.3833810	UniRef90_A0A2V5NP22|1__4|SGB52719
SRR33750947.3879023__2.3833635	UniClust90_MEABCEIN00919|1__6|SGB84078
SRR33750947.3880010__2.3834610	UniClust90_FNPCGKEP00614|1__6|SGB84078
SRR33750947.3881659__2.3836230	UniClust90_LLIEHLNH00803|1__7|SGB130007
SRR33750947.3881761__2.3836331	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750947.3882385__2.3836946	UniClust90_EHIAFBHG01446|1__9|SGB128778
SRR33750947.3885807__2.3840303	UniClust90_DPJLILCC01622|1__9|SGB89725
SRR33750947.3886118__2.3840613	UniClust90_GIDCBJMF00146|1__4|SGB134112
SRR33750947.3886783__2.3841265	UniClust90_KPBPIMMN01462|1__8|SGB132736
SRR33750947.3887317__2.3841791	UniClust90_KIMNEABG03122|1__8|SGB131913
SRR33750947.3886054__2.3840549	UniClust90_GIDCBJMF00146|1__4|SGB134112
SRR33750947.3888729__2.3843184	UniClust90_KPBPIMMN01462|1__8|SGB132736
SRR33750947.3893062__2.3847446	UniClust90_BJEHKANM00141|1__5|SGB89410
SRR33750947.3893450__2.3847832	UniClust90_IBMDDACE01007|1__8|SGB128778
SRR33750947.3894238__2.3848611	UniRef90_A0A1Q7B621|1__9|SGB56640
SRR33750947.3894552__2.3848920	UniClust90_MEABCEIN00530|1__7|SGB84078
SRR33750947.3894952__2.3849310	UniClust90_JMFJJCJA04124|1__5|SGB130007
SRR33750947.3896120__2.3850462	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750947.3896899__2.3851233	UniClust90_HOMJAIDI00227|1__3|SGB89423
SRR33750947.3897003__2.3851337	UniClust90_HGJNCPHJ01376|1__12|SGB125949
SRR33750947.3897639__2.3851965	UniClust90_IBMDDACE00649|1__7|SGB128778
SRR33750947.3898238__2.3852555	UniClust90_GIDCBJMF00150|1__12|SGB134112
SRR33750947.3898588__2.3852903	UniClust90_HIBDPJBA03989|1__5|SGB131926
SRR33750947.3898868__2.3853177	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750947.3899181__2.3853487	UniClust90_CHLBPEBB02874|1__5|SGB89725
SRR33750947.3899243__2.3853548	UniClust90_PIHLJOEE00229|1__9|SGB84075
SRR33750947.3900131__2.3854419	UniClust90_JBMBCDML02119|1__6|SGB89725
SRR33750947.3901030__2.3855303	UniClust90_HMPPKHGP01419|1__5|SGB133091
SRR33750947.3901382__2.3855649	UniClust90_DPLIHBNC01730|1__8|SGB89725
SRR33750947.3903698__2.3857917	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750947.3904251__2.3858461	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750947.3905460__2.3859652	UniClust90_KMEALJDO01923|1__7|SGB84078
SRR33750947.3906040__2.3860215	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750947.3910686__2.3864781	UniClust90_HGJNCPHJ01223|1__14|SGB125949
SRR33750947.3911488__2.3865570	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750947.3912242__2.3866314	UniClust90_DJBDGBNB02813|1__4|SGB89725
SRR33750947.3912367__2.3866437	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750947.3912384__2.3866453	UniClust90_EHFFKAJJ04822|1__5|SGB74780
SRR33750947.3913092__2.3867148	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750947.3913355__2.3867405	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750947.3914481__2.3868522	UniClust90_LGBMFDOL02530|1__15|SGB129206
SRR33750947.3915273__2.3869299	UniClust90_NABJMNEK01194|1__4|SGB89423
SRR33750947.3916010__2.3870023	UniClust90_OCJAPFEA05758|1__9|SGB125949
SRR33750947.3916307__2.3870314	UniClust90_AICCGNAA04613|1__12|SGB129206
SRR33750947.3916606__2.3870606	UniRef90_A0A2V5SEH4|1__8|SGB52719
SRR33750947.3916989__2.3870983	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750947.3917524__2.3871509	UniClust90_OCJAPFEA02165|1__9|SGB125949
SRR33750947.3918151__2.3872129	UniClust90_GMKONCKM00188|1__7|SGB89423
SRR33750947.3918671__2.3872640	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750947.3921783__2.3875709	UniClust90_OCJAPFEA05893|1__11|SGB125949
SRR33750947.3923423__2.3877328	UniClust90_DIBLBONP01702|3__13|SGB84078
SRR33750947.3923601__2.3877502	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750947.3923841__2.3877739	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750947.3924049__2.3877946	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750947.3924693__2.3878577	UniClust90_JMFJJCJA01029|1__6|SGB130007
SRR33750947.3925502__2.3879376	UniRef90_A0A1Q7BFB4|2__6|SGB56640
SRR33750947.3926356__2.3880219	UniRef90_A0A127EQG7|1__14|SGB11360
SRR33750947.3925470__2.3879344	UniClust90_DPLIHBNC00783|1__5|SGB89725
SRR33750947.3927260__2.3881110	UniClust90_NOMIGGEC04447|1__10|SGB125949
SRR33750947.3927464__2.3881312	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750947.3928618__2.3882449	UniClust90_EJAHAFID03501|1__5|SGB130007
SRR33750947.3928912__2.3882740	UniClust90_OPLEJCPF02170|1__10|SGB125949
SRR33750947.3927932__2.3881774	UniClust90_IDPAEINK02633|1__4|SGB89725
SRR33750947.3929179__2.3883005	UniClust90_EKCLMAKM03706|1__9|SGB89408
SRR33750947.3930657__2.3884458	UniClust90_MADMLNLG01808|1__6|SGB89423
SRR33750947.3931289__2.3885082	UniClust90_NHHHKJJE03728|1__12|SGB125949
SRR33750947.3931614__2.3885403	UniClust90_OPFCPGGL00889|1__7|SGB89423
SRR33750947.3932743__2.3886515	UniClust90_DPLIHBNC01576|1__6|SGB89725
SRR33750947.3934354__2.3888106	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750947.3934755__2.3888503	UniRef90_A0A2V8KV13|1__6|SGB17587
SRR33750947.3935063__2.3888806	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.3935149__2.3888891	UniRef90_A0A2V5KGS3|1__6|SGB52719
SRR33750947.3935360__2.3889097	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.3937316__2.3891027	UniClust90_OBEJBAOE01747|1__10|SGB128218
SRR33750947.3937238__2.3890954	UniClust90_OPLEJCPF06363|1__10|SGB125949
SRR33750947.3939553__2.3893232	UniClust90_GGHBCCPB03051|3__10|SGB73754
SRR33750947.3939825__2.3893504	UniClust90_OPLEJCPF06363|1__10|SGB125949
SRR33750947.3940065__2.3893743	UniClust90_FNPCGKEP04026|1__4|SGB84078
SRR33750947.3940620__2.3894290	UniClust90_PEODAMJP00709|1__11|SGB128471
SRR33750947.3940673__2.3894343	UniClust90_FECOCFCC00066|1__10|SGB128987
SRR33750947.3940828__2.3894498	UniClust90_IOFPBIHC00612|1__5|SGB130007
SRR33750947.3940954__2.3894620	UniClust90_IDPAEINK02634|1__4|SGB89725
SRR33750947.3940723__2.3894393	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750947.3941290__2.3894953	UniClust90_GBLMBOPO01054|11__16|SGB133090
SRR33750947.3941418__2.3895078	UniRef90_A0A2V6DKU2|1__11|SGB22169
SRR33750947.3942489__2.3896136	UniClust90_FNPCGKEP04477|1__8|SGB84078
SRR33750947.3942820__2.3896461	UniRef90_A0A1Q7J9K3|4__11|SGB84078
SRR33750947.3943020__2.3896659	UniClust90_NABJMNEK01228|2__6|SGB89423
SRR33750947.3943510__2.3897141	UniClust90_AOMEFECO00927|11__17|SGB133090
SRR33750947.3943842__2.3897469	UniRef90_A0A0R3KMM6|1__14|SGB11346
SRR33750947.3944174__2.3897797	UniClust90_KDDPKKIL02422|1__8|SGB128471
SRR33750947.3944723__2.3898338	UniRef90_A0A2V5LQJ4|1__9|SGB52714
SRR33750947.3945190__2.3898792	UniRef90_A0A357CLP1|3__7|SGB133091
SRR33750947.3945771__2.3899366	UniRef90_A0A1Q7BJT8|1__6|SGB73517
SRR33750947.3945923__2.3899516	UniRef90_A0A1Q7J9K3|4__11|SGB84078
SRR33750947.3946023__2.3899615	UniClust90_JBKDJFMD02611|1__21|SGB62198
SRR33750947.3946589__2.3900172	UniClust90_FCPHDNIE01787|1__4|SGB74780
SRR33750947.3947146__2.3900724	UniClust90_HGAMACDH01519|1__9|SGB128778
SRR33750947.3947702__2.3901268	UniClust90_FGJPHCGC00658|1__26|SGB154097
SRR33750947.3948459__2.3902013	UniClust90_GMEAMNGB03167|1__6|SGB134112
SRR33750947.3948709__2.3902258	UniClust90_GMEAMNGB03167|1__6|SGB134112
SRR33750947.3949098__2.3902645	UniClust90_JOMGGAEL00209|5__9|SGB74789
SRR33750947.3950748__2.3904268	UniClust90_BOKHIPMC05211|1__6|SGB130007
SRR33750947.3951018__2.3904535	UniClust90_MKPDLIIB00635|1__12|SGB131913
SRR33750947.3951022__2.3904539	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.3952276__2.3905776	UniClust90_CFHHLMOK01301|1__24|SGB128201
SRR33750947.3953569__2.3907059	UniClust90_OJGLOKOM02567|1__10|SGB84075
SRR33750947.3955647__2.3909107	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750947.3957661__2.3911097	UniClust90_DPJLILCC00535|1__15|SGB89725
SRR33750947.3958216__2.3911647	UniClust90_CBDIOHJF04333|1__8|SGB89725
SRR33750947.3958169__2.3911600	UniClust90_CHLBPEBB02874|1__5|SGB89725
SRR33750947.3958887__2.3912311	UniRef90_A0A2V7ZHY8|1__9|SGB24079
SRR33750947.3960014__2.3913422	UniClust90_DPLIHBNC01044|1__6|SGB89725
SRR33750947.3961967__2.3915347	UniClust90_EHIAFBHG01547|1__11|SGB128778
SRR33750947.3964900__2.3918234	UniClust90_GBLMBOPO01054|11__16|SGB133090
SRR33750947.3966612__2.3919922	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750947.3967500__2.3920793	UniClust90_HGAMACDH01246|1__9|SGB128778
SRR33750947.3967531__2.3920824	UniRef90_A0A2V5KWV3|11__17|SGB52720
SRR33750947.3967793__2.3921082	UniClust90_HGJNCPHJ02354|1__13|SGB125949
SRR33750947.3968078__2.3921364	UniRef90_A0A357CG32|2__6|SGB89423
SRR33750947.3969217__2.3922494	UniClust90_IDPAEINK02219|1__4|SGB89725
SRR33750947.3969526__2.3922802	UniClust90_AMMJOKDD00484|1__7|SGB74780
SRR33750947.3971089__2.3924344	UniClust90_JHNMEHIJ02458|1__5|SGB56640
SRR33750947.3972110__2.3925342	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750947.3972429__2.3925659	UniClust90_LOGOHNGJ01801|1__11|SGB126057
SRR33750947.3973237__2.3926456	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750947.3973317__2.3926536	UniClust90_FNPCGKEP03763|1__6|SGB84078
SRR33750947.3973441__2.3926659	UniClust90_JHNMEHIJ05018|1__8|SGB56640
SRR33750947.3973907__2.3927124	UniClust90_MDILPPEF00160|1__5|SGB89423
SRR33750947.3973847__2.3927064	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750947.3974900__2.3928108	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750947.3975510__2.3928712	UniClust90_EHIAFBHG01616|1__8|SGB128778
SRR33750947.3975360__2.3928562	UniRef90_D7C425|11__16|SGB16126
SRR33750947.3975719__2.3928917	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750947.3976169__2.3929357	UniClust90_MIFDONLI00107|1__6|SGB89423
SRR33750947.3976405__2.3929592	UniClust90_GOONEHOM00757|1__12|SGB73712
SRR33750947.3977288__2.3930460	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750947.3977813__2.3930974	UniClust90_GAEJHPDC03400|1__14|SGB128753
SRR33750947.3978683__2.3931830	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750947.3979130__2.3932272	UniClust90_ECOHMLGB01351|2__8|SGB56640
SRR33750947.3979817__2.3932951	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750947.3980072__2.3933203	UniRef90_A0A1Q7BFB4|2__6|SGB56640
SRR33750947.3980221__2.3933351	UniClust90_AMMJOKDD01595|3__10|SGB74780
SRR33750947.3981840__2.3934948	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750947.3983109__2.3936207	UniClust90_GFHGLNMO01409|5__18|SGB133091
SRR33750947.3982787__2.3935889	UniClust90_GEHFPKBH00122|1__8|SGB84075
SRR33750947.3984323__2.3937407	UniClust90_DPJLILCC00732|1__9|SGB89725
SRR33750947.3984795__2.3937873	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750947.3986635__2.3939695	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750947.3987299__2.3940349	UniClust90_OFJJKHAK00488|1__5|SGB84078
SRR33750947.3987963__2.3941009	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750947.3989057__2.3942090	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750947.3990050__2.3943071	UniClust90_OCJAPFEA01889|1__12|SGB125949
SRR33750947.3989717__2.3942740	UniClust90_LACEKAON04151|1__11|SGB129874
SRR33750947.3990692__2.3943707	UniClust90_PKMOJOJK00953|4__11|SGB84078
SRR33750947.3990786__2.3943799	UniClust90_LLIEHLNH00803|1__7|SGB130007
SRR33750947.3991896__2.3944898	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750947.3992232__2.3945234	UniClust90_OCJAPFEA05578|1__10|SGB125949
SRR33750947.3993177__2.3946170	UniClust90_LACEKAON04151|1__11|SGB129874
SRR33750947.3994562__2.3947542	UniClust90_DPLIHBNC01350|1__9|SGB89725
SRR33750947.3995042__2.3948020	UniClust90_GPDICDPN01528|1__5|SGB89423
SRR33750947.3995410__2.3948383	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750947.3995584__2.3948555	UniClust90_LLIEHLNH02861|1__7|SGB130007
SRR33750947.3996635__2.3949596	UniClust90_LLIEHLNH02915|1__12|SGB130007
SRR33750947.3997114__2.3950065	UniClust90_PEMFFBNE00405|1__12|SGB74789
SRR33750947.3997178__2.3950128	UniClust90_GMEAMNGB01732|1__9|SGB134112
SRR33750947.3997393__2.3950340	UniClust90_FNPCGKEP01659|1__4|SGB84078
SRR33750947.3997273__2.3950222	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750947.3999808__2.3952729	UniClust90_IDPAEINK01080|1__5|SGB89725
SRR33750947.4002678__2.3955568	UniClust90_BKEMCFBC00613|1__8|SGB131913
SRR33750947.4003985__2.3956859	UniClust90_EJAHAFID04665|1__8|SGB130007
SRR33750947.4004760__2.3957625	UniClust90_DPJLILCC00968|1__4|SGB89725
SRR33750947.4005066__2.3957930	UniClust90_AHBBACPJ01284|1__5|SGB122683
SRR33750947.4006455__2.3959301	UniClust90_OBEJBAOE00955|1__11|SGB128218
SRR33750947.4006907__2.3959752	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750947.4009484__2.3962309	UniClust90_IJKGCFNK00882|1__26|SGB131808
SRR33750947.4009541__2.3962366	UniClust90_OCJAPFEA03112|1__16|SGB125949
SRR33750947.4009632__2.3962457	UniClust90_IJKGCFNK00882|1__26|SGB131808
SRR33750947.4009662__2.3962486	UniClust90_IJKGCFNK00882|1__26|SGB131808
SRR33750947.4010301__2.3963117	UniClust90_ENBABIAF01872|5__11|SGB128778
SRR33750947.4011611__2.3964422	UniClust90_PEMFFBNE00680|1__7|SGB74789
SRR33750947.4011469__2.3964280	UniClust90_EDNFDLAG00359|1__3|SGB84078
SRR33750947.4011929__2.3964735	UniClust90_NOMIGGEC04447|1__10|SGB125949
SRR33750947.4011770__2.3964580	UniClust90_MELOLLPK00093|1__6|SGB133334
SRR33750947.4012659__2.3965455	UniClust90_ECOHMLGB01351|2__8|SGB56640
SRR33750947.4014287__2.3967056	UniClust90_CMHDMJOM03759|1__5|SGB56640
SRR33750947.4015513__2.3968269	UniClust90_JIPJIICG01106|1__13|SGB154098
SRR33750947.4016760__2.3969506	UniClust90_OBEJBAOE02949|3__12|SGB128218
SRR33750947.4016878__2.3969623	UniClust90_OBEJBAOE02949|3__12|SGB128218
SRR33750947.4018137__2.3970868	UniClust90_POLAANGI03684|1__3|SGB130045
SRR33750947.4018615__2.3971343	UniClust90_HGAMACDH01092|1__8|SGB128778
SRR33750947.4018964__2.3971689	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750947.4020741__2.3973443	UniRef90_A0A2V5YWH4|1__10|SGB52714
SRR33750947.4020986__2.3973684	UniClust90_OPLEJCPF03508|1__23|SGB125949
SRR33750947.4021524__2.3974212	UniClust90_DAODNPOA02193|1__5|SGB89725
SRR33750947.4021673__2.3974358	UniClust90_CBDIOHJF04333|1__8|SGB89725
SRR33750947.4022502__2.3975179	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750947.4022737__2.3975413	UniClust90_BOKHIPMC05241|1__6|SGB130007
SRR33750947.4023053__2.3975725	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750947.4023396__2.3976065	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750947.4023828__2.3976493	UniClust90_CHLBPEBB01872|1__4|SGB89725
SRR33750947.4024091__2.3976753	UniClust90_LDOGOBHG00757|1__20|SGB125634
SRR33750947.4024692__2.3977352	UniClust90_HGFGGOBL01401|1__11|SGB84331
SRR33750947.4024736__2.3977396	UniClust90_DAODNPOA02193|1__5|SGB89725
SRR33750947.4024859__2.3977516	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750947.4025481__2.3978130	UniClust90_FPHENAGN01813|1__10|SGB135135
SRR33750947.4026460__2.3979102	UniClust90_KPGCMLFP03264|1__7|SGB89408
SRR33750947.4026512__2.3979154	UniClust90_EHIAFBHG01479|1__9|SGB128778
SRR33750947.4029123__2.3981726	UniClust90_BOKHIPMC02050|1__5|SGB130007
SRR33750947.4029686__2.3982284	UniClust90_DPJLILCC01895|1__7|SGB89725
SRR33750947.4029569__2.3982167	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750947.4030209__2.3982803	UniRef90_A0A1Q7BI03|2__7|SGB56640
SRR33750947.4032293__2.3984864	UniClust90_PEMFFBNE01094|1__6|SGB74789
SRR33750947.4032390__2.3984960	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.4032432__2.3985001	UniClust90_FNPCGKEP04816|1__4|SGB84078
SRR33750947.4032806__2.3985371	UniClust90_OPLEJCPF04282|1__12|SGB125949
SRR33750947.4032857__2.3985421	UniClust90_HOMJAIDI01111|1__5|SGB89423
SRR33750947.4032941__2.3985503	UniRef90_A0A1Q7BHW9|1__5|SGB56638
SRR33750947.4036674__2.3989200	UniClust90_DLOKBJPP00658|1__5|SGB131913
SRR33750947.4036958__2.3989482	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750947.4037021__2.3989545	UniClust90_DLOKBJPP00658|1__5|SGB131913
SRR33750947.4037675__2.3990192	UniClust90_HIBDPJBA03989|1__5|SGB131926
SRR33750947.4038237__2.3990746	UniClust90_IJHKGIGD01795|1__11|SGB128471
SRR33750947.4038508__2.3991016	UniClust90_OJGLOKOM01601|1__7|SGB84075
SRR33750947.4038818__2.3991323	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750947.4039380__2.3991878	UniClust90_JMJHPHJK01529|7__15|SGB134112
SRR33750947.4039959__2.3992453	UniRef90_A0A2V5SQT3|1__4|SGB52719
SRR33750947.4041579__2.3994058	UniClust90_OAHKOOFD00162|1__5|SGB122526
SRR33750947.4042446__2.3994914	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750947.4042946__2.3995406	UniClust90_NKFDNCBD01398|1__16|SGB135184
SRR33750947.4042613__2.3995080	UniClust90_CHMIEHDJ03241|5__12|SGB56640
SRR33750947.4043772__2.3996221	UniClust90_EJAHAFID02026|1__8|SGB130007
SRR33750947.4044161__2.3996602	UniRef90_UPI0009FE50CD|1__6|SGB31987
SRR33750947.4046444__2.3998863	UniClust90_IMMCPGKG02090|1__9|SGB128778
SRR33750947.4047109__2.3999525	UniClust90_IJHKGIGD01048|1__19|SGB128471
SRR33750947.4047156__2.3999572	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750947.4047480__2.3999894	UniClust90_HGJNCPHJ01376|1__12|SGB125949
SRR33750947.4049170__2.4001572	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750947.4049474__2.4001876	UniClust90_BPMJODAH00164|3__14|SGB52730
