SRR33750935.444__1.436	UniClust90_ICLCAGBO00366|1__6|SGB131913
SRR33750935.3023266__2.2981926	UniRef90_UPI000481037C|1__8|SGB31987
SRR33750935.3023913__2.2982563	UniClust90_GIMAHFHH01502|1__15|SGB89408
SRR33750935.3024251__2.2982897	UniClust90_EKLBIJBN00467|2__15|SGB73711
SRR33750935.3024284__2.2982930	UniClust90_OCJAPFEA05355|1__8|SGB125949
SRR33750935.3025425__2.2984057	UniRef90_A0A1Q7B755|1__5|SGB56640
SRR33750935.3026841__2.2985458	UniClust90_HGFGGOBL00368|3__9|SGB84331
SRR33750935.3027717__2.2986322	UniClust90_OJGLOKOM01578|1__6|SGB84075
SRR33750935.3028399__2.2987000	UniClust90_BDGBANDJ03657|1__8|SGB127159
SRR33750935.3028432__2.2987033	UniClust90_ODGFFLBP06002|1__9|SGB31998
SRR33750935.3027867__2.2986472	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750935.3031185__2.2989756	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750935.3031535__2.2990103	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750935.3031272__2.2989843	UniClust90_OPLEJCPF01626|1__13|SGB125949
SRR33750935.3033743__2.2992288	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750935.3033777__2.2992321	UniClust90_OBPNKPOH01986|1__6|SGB133334
SRR33750935.3035195__2.2993724	UniClust90_OPLEJCPF00852|1__10|SGB125949
SRR33750935.3035629__2.2994151	UniClust90_EDBNNBOB00316|1__5|SGB56640
SRR33750935.3036267__2.2994783	UniClust90_ENBABIAF00036|1__11|SGB128778
SRR33750935.3037001__2.2995506	UniClust90_CKIMIKLI05157|1__15|SGB133129
SRR33750935.3036816__2.2995326	UniRef90_A0A1Q7BRY4|1__5|SGB56640
SRR33750935.3038094__2.2996584	UniClust90_IIEDOAEF02571|1__21|SGB128218
SRR33750935.3038545__2.2997031	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750935.3039414__2.2997892	UniClust90_IOFPBIHC00363|1__8|SGB130007
SRR33750935.3040497__2.2998959	UniRef90_A0A3N5VDA6|1__3|SGB74789
SRR33750935.3041794__2.3000241	UniClust90_GJEIHIOJ02506|1__7|SGB122526
SRR33750935.3042159__2.3000600	UniClust90_GANILFCG01315|1__8|SGB74789
SRR33750935.3042287__2.3000725	UniClust90_DPJLILCC00219|1__5|SGB89725
SRR33750935.3042499__2.3000937	UniClust90_PEODAMJP01643|1__8|SGB128471
SRR33750935.3043380__2.3001806	UniClust90_OOJLFJAP01027|1__6|SGB89423
SRR33750935.3044485__2.3002898	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750935.3046171__2.3004566	UniClust90_PIHLJOEE03750|1__5|SGB84075
SRR33750935.3046989__2.3005379	UniClust90_IMMCPGKG02093|1__8|SGB128778
SRR33750935.3050397__2.3008743	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750935.3052615__2.3010940	UniClust90_OCJAPFEA03769|1__15|SGB125949
SRR33750935.3053874__2.3012180	UniClust90_BHLGKCAN05273|1__7|SGB56640
SRR33750935.3054540__2.3012842	UniClust90_OCJAPFEA03769|1__15|SGB125949
SRR33750935.3054893__2.3013192	UniClust90_DCJCBMEC03349|2__9|SGB122526
SRR33750935.3055426__2.3013721	UniClust90_EDNFDLAG01057|1__6|SGB84078
SRR33750935.3057277__2.3015543	UniClust90_OBPNKPOH02404|1__6|SGB133334
SRR33750935.3058064__2.3016323	UniClust90_FCKBNHJJ00265|1__5|SGB86769
SRR33750935.3059147__2.3017392	UniClust90_BOKHIPMC02522|6__11|SGB130007
SRR33750935.3059277__2.3017521	UniClust90_IPFPHDNG02976|10__17|SGB131926
SRR33750935.3059968__2.3018199	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750935.3060611__2.3018837	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.3061159__2.3019377	UniRef90_A0A2V6KCP0|1__11|SGB52719
SRR33750935.3061553__2.3019766	UniClust90_FNPCGKEP04821|1__8|SGB84078
SRR33750935.3061921__2.3020127	UniRef90_A0A353YFI2|1__5|SGB89423
SRR33750935.3060551__2.3018778	UniClust90_JBKDJFMD02057|1__14|SGB62198
SRR33750935.3062042__2.3020248	UniClust90_IABCABEO02190|1__5|SGB74789
SRR33750935.3062610__2.3020809	UniClust90_GBALCFDI05652|1__27|SGB111019
SRR33750935.3063040__2.3021234	UniClust90_IJHKGIGD03099|1__7|SGB128471
SRR33750935.3062897__2.3021092	UniClust90_LLIEHLNH02566|1__7|SGB130007
SRR33750935.3064175__2.3022351	UniRef90_UPI000484B097|1__6|SGB31987
SRR33750935.3064407__2.3022580	UniClust90_OCJAPFEA05578|1__10|SGB125949
SRR33750935.3065157__2.3023320	UniClust90_DIBLBONP00756|1__7|SGB84078
SRR33750935.3065594__2.3023752	UniClust90_FNPCGKEP04824|1__7|SGB84078
SRR33750935.3065588__2.3023746	UniClust90_CKAHGCJD01011|1__5|SGB89423
SRR33750935.3065876__2.3024031	UniClust90_EHFFKAJJ01204|1__7|SGB74780
SRR33750935.3065941__2.3024096	UniClust90_OCJAPFEA04785|1__10|SGB125949
SRR33750935.3066011__2.3024164	UniClust90_HGJNCPHJ01094|1__14|SGB125949
SRR33750935.3066972__2.3025115	UniClust90_DIBLBONP00723|1__7|SGB84078
SRR33750935.3067270__2.3025409	UniClust90_KIMNEABG03067|1__12|SGB131913
SRR33750935.3068456__2.3026581	UniRef90_A0A1L5F5N6|1__11|SGB6213
SRR33750935.3069024__2.3027142	UniClust90_JBMBCDML01281|6__10|SGB89725
SRR33750935.3070203__2.3028311	UniClust90_HOMJAIDI00227|1__3|SGB89423
SRR33750935.3071233__2.3029334	UniClust90_JEHCBLFF01240|1__8|SGB74789
SRR33750935.3071379__2.3029478	UniRef90_A0A1Q7BYA5|1__7|SGB56640
SRR33750935.3071865__2.3029956	UniClust90_CFNDHIDG02362|1__6|SGB130045
SRR33750935.3071957__2.3030048	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750935.3072148__2.3030238	UniClust90_BGDHDLNA05938|1__15|SGB84075
SRR33750935.3072279__2.3030368	UniClust90_LJMOGHMP02002|1__12|SGB128778
SRR33750935.3073258__2.3031339	UniClust90_DAODNPOA01615|5__9|SGB89725
SRR33750935.3073619__2.3031693	UniClust90_NHHHKJJE01704|1__11|SGB125949
SRR33750935.3074775__2.3032834	UniClust90_OBEJBAOE01607|1__13|SGB128218
SRR33750935.3075153__2.3033208	UniClust90_DIBLBONP01456|1__7|SGB84078
SRR33750935.3075941__2.3033982	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750935.3076602__2.3034632	UniClust90_DPLIHBNC00627|1__5|SGB89725
SRR33750935.3078545__2.3036553	UniClust90_DBBCBONN00875|1__23|SGB126432
SRR33750935.3078623__2.3036631	UniClust90_NHHHKJJE01704|1__11|SGB125949
SRR33750935.3078266__2.3036278	UniClust90_OPLEJCPF01349|1__11|SGB125949
SRR33750935.3078803__2.3036809	UniClust90_EJAHAFID03066|1__6|SGB130007
SRR33750935.3079134__2.3037135	UniClust90_CJJELLGD00424|1__5|SGB84331
SRR33750935.3079691__2.3037686	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750935.3080757__2.3038737	UniClust90_NFEHNLLP06402|1__23|SGB184291
SRR33750935.3081897__2.3039860	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750935.3082706__2.3040664	UniClust90_BKEMCFBC01093|1__7|SGB131913
SRR33750935.3082230__2.3040192	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750935.3082890__2.3040845	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750935.3084114__2.3042059	UniClust90_OHKKNMDA01719|1__4|SGB122683
SRR33750935.3084259__2.3042202	UniClust90_GLKJPJDI00290|1__18|SGB80476
SRR33750935.3085120__2.3043056	UniClust90_DJBDGBNB02960|1__8|SGB89725
SRR33750935.3085763__2.3043693	UniClust90_LLIEHLNH03364|1__5|SGB130007
SRR33750935.3087101__2.3045015	UniClust90_MCCMIAPK02754|1__12|SGB128735
SRR33750935.3086671__2.3044589	UniClust90_HNBLJKFC01245|1__8|SGB128778
SRR33750935.3087975__2.3045878	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750935.3088913__2.3046812	UniRef90_A0A2V6JHP6|1__9|SGB52719
SRR33750935.3089620__2.3047514	UniClust90_OCCAFAEL00709|1__4|SGB74789
SRR33750935.3089826__2.3047718	UniClust90_AMOCLKLN00158|1__5|SGB122683
SRR33750935.3089880__2.3047772	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750935.3090303__2.3048192	UniClust90_OPLEJCPF02386|1__11|SGB125949
SRR33750935.3090517__2.3048401	UniClust90_PFBNAPOO00798|1__3|SGB89423
SRR33750935.3090922__2.3048801	UniClust90_JEMOFEJP04560|1__14|SGB16126
SRR33750935.3091879__2.3049752	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750935.3092755__2.3050616	UniClust90_PIHLJOEE01714|1__6|SGB84075
SRR33750935.3093339__2.3051196	UniClust90_EBGAMEMI01877|1__10|SGB133121
SRR33750935.3093455__2.3051311	UniClust90_DPJLILCC00732|1__9|SGB89725
SRR33750935.3093053__2.3050911	UniClust90_IABCABEO00205|1__8|SGB74789
SRR33750935.3093539__2.3051395	UniClust90_CKDECKMG00701|1__8|SGB133121
SRR33750935.3093905__2.3051759	UniClust90_GFFNGEKC02172|1__6|SGB56640
SRR33750935.3093662__2.3051517	UniClust90_PIHLJOEE00229|1__9|SGB84075
SRR33750935.3094065__2.3051914	UniClust90_EJAHAFID02172|1__5|SGB130007
SRR33750935.3094371__2.3052213	UniClust90_NOMIGGEC01663|1__12|SGB125949
SRR33750935.3094681__2.3052521	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750935.3095021__2.3052855	UniClust90_IABCABEO02227|1__8|SGB74789
SRR33750935.3098344__2.3056151	UniClust90_HGJNCPHJ05057|1__8|SGB125949
SRR33750935.3099433__2.3057226	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750935.3099168__2.3056964	UniClust90_OCJAPFEA06089|1__9|SGB125949
SRR33750935.3099363__2.3057156	UniClust90_BOKHIPMC05973|1__9|SGB130007
SRR33750935.3099968__2.3057757	UniClust90_HMPPKHGP00588|2__5|SGB133091
SRR33750935.3099947__2.3057736	UniClust90_FNPCGKEP04090|1__6|SGB84078
SRR33750935.3101109__2.3058886	UniClust90_IOFPBIHC02500|1__7|SGB130007
SRR33750935.3101995__2.3059764	UniClust90_PIHLJOEE03997|1__9|SGB84075
SRR33750935.3102981__2.3060739	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750935.3103366__2.3061120	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750935.3103852__2.3061600	UniClust90_EDNFDLAG00889|1__6|SGB84078
SRR33750935.3104022__2.3061768	UniClust90_BNPFIIAD00019|1__3|SGB84076
SRR33750935.3104579__2.3062319	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750935.3104982__2.3062719	UniClust90_EHIAFBHG00420|1__9|SGB128778
SRR33750935.3107966__2.3065666	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750935.3110023__2.3067704	UniClust90_CKFODBEF00708|1__5|SGB122608
SRR33750935.3110445__2.3068123	UniClust90_EOKKBGCM03179|1__10|SGB131205
SRR33750935.3110812__2.3068487	UniClust90_MNMOOGIJ01377|1__7|SGB122608
SRR33750935.3111243__2.3068915	UniClust90_IHBLDNHM00191|1__23|SGB110988
SRR33750935.3111781__2.3069450	UniRef90_A0A0R3KPA5|1__21|SGB11345
SRR33750935.3111878__2.3069547	UniClust90_PEMFFBNE01094|1__6|SGB74789
SRR33750935.3112011__2.3069677	UniClust90_PIJGIFJB01776|5__9|SGB89423
SRR33750935.3111893__2.3069562	UniClust90_HNBLJKFC01800|1__8|SGB128778
SRR33750935.3112876__2.3070538	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750935.3113563__2.3071220	UniRef90_A0A2V5SUV4|1__7|SGB52719
SRR33750935.3114069__2.3071723	UniClust90_OOJDGJFL02188|3__9|SGB74789
SRR33750935.3114144__2.3071796	UniClust90_PEMFFBNE00680|1__7|SGB74789
SRR33750935.3115444__2.3073075	UniClust90_OCJAPFEA05893|1__11|SGB125949
SRR33750935.3115581__2.3073212	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750935.3116813__2.3074427	UniClust90_NOMIGGEC00360|1__17|SGB125949
SRR33750935.3117091__2.3074699	UniClust90_KDDPKKIL03433|1__7|SGB128471
SRR33750935.3117698__2.3075303	UniClust90_LJMOGHMP02379|1__8|SGB128778
SRR33750935.3118445__2.3076036	UniClust90_JBMBCDML01564|1__9|SGB89725
SRR33750935.3118685__2.3076274	UniClust90_PEMFFBNE00474|1__6|SGB74789
SRR33750935.3119398__2.3076978	UniClust90_LIONANEO03938|1__17|SGB84079
SRR33750935.3119563__2.3077141	UniClust90_GJEIHIOJ00691|1__11|SGB122526
SRR33750935.3120344__2.3077913	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750935.3121047__2.3078599	UniClust90_FECOCFCC03047|4__14|SGB128987
SRR33750935.3121194__2.3078746	UniClust90_OAHKOOFD02149|1__7|SGB122526
SRR33750935.3121460__2.3079011	UniClust90_JMFJJCJA05536|1__5|SGB130007
SRR33750935.3121987__2.3079533	UniClust90_LABAAPIE00893|1__6|SGB132245
SRR33750935.3122065__2.3079611	UniClust90_GOOEFDHP02065|1__4|SGB131926
SRR33750935.3122772__2.3080312	UniClust90_EDNFDLAG02092|1__7|SGB84078
SRR33750935.3122760__2.3080300	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.3124122__2.3081649	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750935.3124441__2.3081967	UniClust90_PNKLICIC02450|1__6|SGB56638
SRR33750935.3125195__2.3082711	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750935.3125697__2.3083205	UniClust90_EDBNNBOB01735|5__8|SGB56640
SRR33750935.3126994__2.3084483	UniClust90_PJKCPLGD01356|1__8|SGB89423
SRR33750935.3127138__2.3084627	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750935.3127444__2.3084930	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750935.3127600__2.3085083	UniClust90_NHHHKJJE03393|1__9|SGB125949
SRR33750935.3128203__2.3085680	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750935.3128829__2.3086294	UniClust90_NOMIGGEC04447|1__10|SGB125949
SRR33750935.3130514__2.3087967	UniRef90_A0A3N5V553|1__3|SGB74789
SRR33750935.3130561__2.3088014	UniClust90_FNPCGKEP01699|1__4|SGB84078
SRR33750935.3134039__2.3091450	UniClust90_BKMLPNMA00472|2__5|SGB89423
SRR33750935.3136109__2.3093491	UniClust90_HGJNCPHJ00708|1__9|SGB125949
SRR33750935.3137381__2.3094751	UniClust90_HGJNCPHJ00225|1__14|SGB125949
SRR33750935.3137499__2.3094868	UniClust90_ENBABIAF00927|1__8|SGB128778
SRR33750935.3137723__2.3095089	UniRef90_UPI0009FF713C|1__8|SGB31987
SRR33750935.3137808__2.3095173	UniClust90_DEFNONOM00486|1__5|SGB56640
SRR33750935.3138550__2.3095909	UniRef90_A0A2V5RLW5|1__7|SGB52719
SRR33750935.3140655__2.3097997	UniClust90_EJFOFLBH00357|1__4|SGB133091
SRR33750935.3141063__2.3098402	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750935.3141049__2.3098389	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750935.3141546__2.3098882	UniClust90_MEABCEIN00888|1__7|SGB84078
SRR33750935.3142760__2.3100084	UniClust90_NOHGIMHJ01038|1__3|SGB74789
SRR33750935.3143109__2.3100428	UniClust90_CDNILACA01942|1__7|SGB23744
SRR33750935.3145798__2.3103087	UniClust90_FNPCGKEP01518|1__7|SGB84078
SRR33750935.3146345__2.3103625	UniRef90_A0A1Q7BYR0|1__5|SGB56640
SRR33750935.3146675__2.3103954	UniClust90_LLIEHLNH00104|1__7|SGB130007
SRR33750935.3147015__2.3104287	UniRef90_A0A1F2XUH9|1__4|SGB89423
SRR33750935.3146926__2.3104198	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750935.3146421__2.3103700	UniClust90_FECOCFCC01781|1__28|SGB128987
SRR33750935.3149059__2.3106308	UniClust90_ELLIFDKJ04740|1__13|SGB93424
SRR33750935.3149065__2.3106314	UniClust90_FNPCGKEP00614|1__6|SGB84078
SRR33750935.3149938__2.3107181	UniClust90_JAIHKEGN01709|1__6|SGB74789
SRR33750935.3151364__2.3108589	UniClust90_BHLGKCAN03126|1__6|SGB56640
SRR33750935.3151443__2.3108667	UniRef90_A0A1Q7B700|3__6|SGB56638
SRR33750935.3151747__2.3108965	UniClust90_HGJNCPHJ03693|1__9|SGB125949
SRR33750935.3151778__2.3108996	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750935.3151967__2.3109183	UniRef90_A0A0R3MD40|8__18|SGB11343
SRR33750935.3153582__2.3110788	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750935.3153875__2.3111076	UniClust90_JHHAJKKH04711|1__15|SGB154096
SRR33750935.3154822__2.3112011	UniClust90_AHBBACPJ01284|1__5|SGB122683
SRR33750935.3155017__2.3112205	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750935.3154582__2.3111774	UniClust90_BDGBANDJ02794|1__13|SGB127159
SRR33750935.3155089__2.3112277	UniClust90_AGBJGNAA00057|1__5|SGB74789
SRR33750935.3155981__2.3113158	UniClust90_JMFJJCJA02522|1__6|SGB130007
SRR33750935.3156674__2.3113844	UniClust90_ANKLIGBF02348|1__6|SGB133334
SRR33750935.3156153__2.3113328	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750935.3157760__2.3114911	UniClust90_FKAEHBFM00381|1__8|SGB74789
SRR33750935.3158036__2.3115185	UniClust90_EDNFDLAG02784|1__7|SGB84078
SRR33750935.3159682__2.3116815	UniClust90_PLNJEBMN01445|4__8|SGB133091
SRR33750935.3162401__2.3119500	UniClust90_IGKPANEM02996|1__15|SGB128987
SRR33750935.3163179__2.3120273	UniClust90_EJKKHENI01122|1__6|SGB130045
SRR33750935.3164225__2.3121309	UniClust90_DPLIHBNC01273|1__6|SGB89725
SRR33750935.3164484__2.3121567	UniClust90_PPJAIDOO04144|1__7|SGB84075
SRR33750935.3164489__2.3121572	UniRef90_A0A2V5LFG8|1__4|SGB52719
SRR33750935.3164983__2.3122063	UniClust90_DNBMFBCH01863|1__4|SGB170875
SRR33750935.3165042__2.3122120	UniClust90_ALPEOPJM01743|1__7|SGB84331
SRR33750935.3165721__2.3122790	UniClust90_IOFPBIHC03175|1__5|SGB130007
SRR33750935.3165669__2.3122740	UniClust90_HGJNCPHJ04504|1__8|SGB125949
SRR33750935.3165866__2.3122935	UniClust90_MGMAIHDG02569|1__8|SGB128178
SRR33750935.3166557__2.3123621	UniClust90_OCJAPFEA03298|1__8|SGB125949
SRR33750935.3167026__2.3124086	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750935.3167109__2.3124169	UniClust90_HGJNCPHJ04504|1__8|SGB125949
SRR33750935.3167613__2.3124671	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750935.3168113__2.3125168	UniClust90_LOGOHNGJ01801|1__11|SGB126057
SRR33750935.3168427__2.3125476	UniClust90_FNPCGKEP01305|1__7|SGB84078
SRR33750935.3169857__2.3126888	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.3170008__2.3127039	UniClust90_DIBLBONP01737|1__8|SGB84078
SRR33750935.3169918__2.3126949	UniClust90_ADGGMJFC00385|1__6|SGB74789
SRR33750935.3170154__2.3127183	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750935.3170238__2.3127267	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750935.3169650__2.3126685	UniClust90_DPLIHBNC01543|1__15|SGB89725
SRR33750935.3171099__2.3128110	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750935.3171413__2.3128422	UniRef90_C6CXI6|1__23|SGB154315
SRR33750935.3175566__2.3132529	UniClust90_ADGGMJFC00419|1__4|SGB74789
SRR33750935.3175811__2.3132771	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.3175489__2.3132452	UniClust90_DPLIHBNC00783|1__5|SGB89725
SRR33750935.3178113__2.3135049	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750935.3178341__2.3135276	UniRef90_A0A2A8SLN1|2__12|SGB7708
SRR33750935.3177494__2.3134439	UniClust90_ALJHJFKG01104|10__16|SGB16265
SRR33750935.3179139__2.3136063	UniRef90_A0A1Q7B6A7|1__11|SGB56638
SRR33750935.3179659__2.3136579	UniClust90_EJAHAFID00409|1__6|SGB130007
SRR33750935.3179662__2.3136582	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750935.3180017__2.3136933	UniClust90_CGHAKFKK01739|1__5|SGB74789
SRR33750935.3179994__2.3136911	UniClust90_CGHAKFKK01739|1__5|SGB74789
SRR33750935.3180269__2.3137176	UniClust90_AGMJLMID01595|1__7|SGB125699
SRR33750935.3180735__2.3137638	UniClust90_HGJNCPHJ00225|1__14|SGB125949
SRR33750935.3181696__2.3138582	UniClust90_DHCJNNEN00215|1__7|SGB89423
SRR33750935.3181761__2.3138646	UniRef90_A0A353YFI2|1__5|SGB89423
SRR33750935.3182168__2.3139050	UniClust90_IMMCPGKG02023|1__8|SGB128778
SRR33750935.3184210__2.3141062	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750935.3183585__2.3140449	UniClust90_HBCNFADG00329|1__4|SGB74789
SRR33750935.3183861__2.3140721	UniClust90_NHHHKJJE01013|1__8|SGB125949
SRR33750935.3184830__2.3141678	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750935.3184869__2.3141717	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750935.3184787__2.3141635	UniClust90_INCAGLIH00061|1__11|SGB89410
SRR33750935.3185159__2.3142005	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.3186940__2.3143767	UniRef90_A0A2V5NSC8|1__7|SGB52714
SRR33750935.3186944__2.3143771	UniClust90_HGJNCPHJ01223|1__14|SGB125949
SRR33750935.3187206__2.3144027	UniClust90_OPLEJCPF01349|1__11|SGB125949
SRR33750935.3188323__2.3145131	UniRef90_A0A2V5ZSA6|3__6|SGB84331
SRR33750935.3188676__2.3145479	UniClust90_GMEAMNGB02587|1__12|SGB134112
SRR33750935.3189878__2.3146664	UniClust90_IJHKGIGD00338|1__16|SGB128471
SRR33750935.3189727__2.3146518	UniClust90_BOKHIPMC05211|1__6|SGB130007
SRR33750935.3190276__2.3147059	UniClust90_JBGFDMNO01383|1__7|SGB56638
SRR33750935.3190621__2.3147402	UniRef90_A0A3N5RR47|9__13|SGB74789
SRR33750935.3190257__2.3147040	UniClust90_JBGFDMNO01383|1__7|SGB56638
SRR33750935.3190070__2.3146854	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750935.3191424__2.3148201	UniClust90_CLKOHAKG00546|1__5|SGB74789
SRR33750935.3193746__2.3150493	UniClust90_JKKHKAPH04849|1__8|SGB89408
SRR33750935.3194092__2.3150837	UniClust90_NHHHKJJE02678|1__9|SGB125949
SRR33750935.3195746__2.3152472	UniClust90_HGFGGOBL00624|1__9|SGB84331
SRR33750935.3194882__2.3151615	UniClust90_EDNFDLAG01054|1__5|SGB84078
SRR33750935.3196112__2.3152832	UniClust90_EJAHAFID03406|1__6|SGB130007
SRR33750935.3196383__2.3153100	UniClust90_MFINKINL01228|1__17|SGB109676
SRR33750935.3196073__2.3152794	UniClust90_OPLEJCPF02846|1__11|SGB125949
SRR33750935.3197577__2.3154282	UniClust90_EDNFDLAG00955|2__6|SGB84078
SRR33750935.3198829__2.3155513	UniClust90_LJMOGHMP01139|5__11|SGB128778
SRR33750935.3199938__2.3156599	UniClust90_HOPPLHLN01739|1__17|SGB128471
SRR33750935.3200063__2.3156722	UniClust90_HOPPLHLN01739|1__17|SGB128471
SRR33750935.3201557__2.3158183	UniRef90_A0A2V5QA27|1__3|SGB52719
SRR33750935.3201927__2.3158545	UniRef90_UPI00048652F8|1__11|SGB31987
SRR33750935.3202589__2.3159195	UniRef90_UPI00048652F8|1__11|SGB31987
SRR33750935.3203268__2.3159864	UniClust90_PEMFFBNE00475|1__8|SGB74789
SRR33750935.3204242__2.3160821	UniClust90_NECMKPAF03679|1__11|SGB89408
SRR33750935.3205690__2.3162238	UniClust90_AHMCBMKF01410|1__5|SGB89423
SRR33750935.3205988__2.3162530	UniClust90_EDNFDLAG02265|1__12|SGB84078
SRR33750935.3206801__2.3163323	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750935.3206746__2.3163269	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.3208177__2.3164670	UniClust90_HDGMGAGN01242|1__5|SGB74789
SRR33750935.3208765__2.3165250	UniClust90_IDKPEPHG02439|11__28|SGB93393
SRR33750935.3209161__2.3165636	UniClust90_GJBLDLDM02199|1__6|SGB89423
SRR33750935.3210313__2.3166767	UniClust90_NHHHKJJE00017|1__10|SGB125949
SRR33750935.3210955__2.3167402	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750935.3211402__2.3167842	UniClust90_NJEAKIIN02474|1__6|SGB125628
SRR33750935.3211862__2.3168291	UniClust90_CBDIOHJF02733|1__5|SGB89725
SRR33750935.3212808__2.3169223	UniClust90_HGJNCPHJ04981|1__8|SGB125949
SRR33750935.3212881__2.3169296	UniClust90_NPJFIJGC05997|1__20|SGB87341
SRR33750935.3212236__2.3168664	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750935.3213406__2.3169813	UniClust90_KMEALJDO00550|3__6|SGB84078
SRR33750935.3214189__2.3170580	UniClust90_DIAGDOFC01751|1__12|SGB127197
SRR33750935.3214264__2.3170655	UniClust90_CKKLCDJO01700|1__8|SGB127159
SRR33750935.3214966__2.3171339	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750935.3215723__2.3172086	UniRef90_A0A177QGS5|1__6|SGB54433
SRR33750935.3215818__2.3172180	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750935.3216233__2.3172584	UniClust90_DPJLILCC02455|1__3|SGB89725
SRR33750935.3217538__2.3173871	UniRef90_A0A1Q7BI03|2__7|SGB56640
SRR33750935.3218805__2.3175116	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750935.3219208__2.3175512	UniClust90_MEABCEIN00530|1__7|SGB84078
SRR33750935.3220117__2.3176401	UniClust90_KMEALJDO01981|1__11|SGB84078
SRR33750935.3221569__2.3177832	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.3221914__2.3178172	UniClust90_NFEHNLLP01461|1__16|SGB184291
SRR33750935.3222877__2.3179117	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750935.3221627__2.3177889	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.3223255__2.3179490	UniClust90_ADNPOEOK04513|1__11|SGB73712
SRR33750935.3223793__2.3180017	UniClust90_FEKJLDLC06129|1__7|SGB111542
SRR33750935.3224188__2.3180405	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750935.3224587__2.3180800	UniClust90_KJLGMFCF02663|1__9|SGB84076
SRR33750935.3224708__2.3180919	UniClust90_PKNCJFOJ01298|9__13|SGB56640
